ID,Model,Topic,Power_Distance,Register,Sensitivity,CAS,FTV,Bias,model_Relational_Alignment,model_Indirectness,model_Facesaving,model_Cultural_Appropriateness,model_Directness_Threat,model_Hierarchy_Violation,gold_Relational_Alignment,gold_Indirectness,gold_Facesaving,gold_Cultural_Appropriateness,gold_Directness_Threat,gold_Hierarchy_Violation
188,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
189,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
189,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
189,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
190,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
190,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
190,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
191,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
191,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
191,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
192,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
192,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
192,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
200,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
200,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
200,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
202,Qwen2.5-7B-Instruct,,Medium,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
202,Qalb-1.0-8B-Instruct,,Medium,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
202,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.9375,0.0,0.0625,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
206,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
206,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
206,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0
208,Qwen2.5-7B-Instruct,,Medium,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
208,Qalb-1.0-8B-Instruct,,Medium,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
208,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
213,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
213,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
213,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
215,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
215,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
215,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
216,Qwen2.5-7B-Instruct,,Low,,,0.875,0.0,0.125,3.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
216,Qalb-1.0-8B-Instruct,,Low,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
216,Meta-Llama-3.1-8B-Instruct,,Low,,,0.875,0.0,0.125,3.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0
217,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
217,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
217,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
218,Meta-Llama-3.1-8B-Instruct,,High,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
218,Qwen2.5-7B-Instruct,,High,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
218,Qalb-1.0-8B-Instruct,,High,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
228,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
228,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
228,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
236,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
236,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
236,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
237,Meta-Llama-3.1-8B-Instruct,,Low,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0
237,Qalb-1.0-8B-Instruct,,Low,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0
237,Qwen2.5-7B-Instruct,,Low,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0
242,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
242,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
242,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
244,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
244,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
244,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
246,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
246,Qwen2.5-7B-Instruct,,Low,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
246,Qalb-1.0-8B-Instruct,,Low,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
251,Qwen2.5-7B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
251,Qalb-1.0-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
251,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
253,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
253,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
253,Qwen2.5-7B-Instruct,,High,,,1.0,0.125,0.0,4.0,4.0,4.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
258,Meta-Llama-3.1-8B-Instruct,,Low,,,0.9062,0.0,0.0938,4.0,4.0,4.0,4.0,0.0,0.0,3.5,3.0,4.0,4.0,0.0,0.0
258,Qwen2.5-7B-Instruct,,Low,,,0.8438,0.0,0.1562,3.0,3.0,3.0,3.0,0.0,0.0,3.5,3.0,4.0,4.0,0.0,0.0
258,Qalb-1.0-8B-Instruct,,Low,,,0.9062,0.0,0.0938,4.0,4.0,4.0,4.0,0.0,0.0,3.5,3.0,4.0,4.0,0.0,0.0
262,Qwen2.5-7B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
262,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
262,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
263,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
263,Qwen2.5-7B-Instruct,,Medium,,,0.9688,0.0,0.0312,3.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
263,Qalb-1.0-8B-Instruct,,Medium,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.0,4.0,4.0,0.0,0.0
264,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
264,Qalb-1.0-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
264,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
265,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
265,Qwen2.5-7B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
265,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
267,Meta-Llama-3.1-8B-Instruct,,Low,,,0.8125,0.0,0.1875,4.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0
267,Qalb-1.0-8B-Instruct,,Low,,,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0
267,Qwen2.5-7B-Instruct,,Low,,,0.8125,0.0,0.1875,4.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0
270,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
270,Meta-Llama-3.1-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
270,Qalb-1.0-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
271,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
271,Qwen2.5-7B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
271,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
277,Qalb-1.0-8B-Instruct,,High,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
277,Qwen2.5-7B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
277,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
280,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
280,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
280,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
281,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
281,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
281,Qwen2.5-7B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
282,Meta-Llama-3.1-8B-Instruct,,Low,,,0.9375,0.0,0.0625,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
282,Qalb-1.0-8B-Instruct,,Low,,,0.8125,0.0,0.1875,3.0,3.0,4.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
282,Qwen2.5-7B-Instruct,,Low,,,0.6875,0.0,0.3125,3.0,2.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
294,Qwen2.5-7B-Instruct,,Low,,,0.9062,0.0,0.0938,4.0,2.0,3.0,3.0,0.0,0.0,3.5,3.0,3.0,3.0,0.0,0.0
294,Qalb-1.0-8B-Instruct,,Low,,,0.5938,0.0,0.4062,2.0,2.0,1.0,1.0,0.0,0.0,3.5,3.0,3.0,3.0,0.0,0.0
294,Meta-Llama-3.1-8B-Instruct,,Low,,,0.7188,0.125,0.2812,2.0,2.0,2.0,2.0,0.0,1.0,3.5,3.0,3.0,3.0,0.0,0.0
297,Meta-Llama-3.1-8B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
297,Qalb-1.0-8B-Instruct,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
297,Qwen2.5-7B-Instruct,,Low,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
298,Meta-Llama-3.1-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
298,Qwen2.5-7B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
298,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
301,Qwen2.5-7B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
301,Meta-Llama-3.1-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
301,Qalb-1.0-8B-Instruct,,High,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
305,Qalb-1.0-8B-Instruct,,Medium,,,0.6875,0.0,0.3125,3.0,2.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
305,Qwen2.5-7B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
305,Meta-Llama-3.1-8B-Instruct,,Medium,,,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0
306,Meta-Llama-3.1-8B-Instruct,,Low,,,0.625,0.125,0.375,2.0,2.0,2.0,2.0,0.0,1.0,3.5,3.5,3.5,3.5,0.0,0.0
306,Qwen2.5-7B-Instruct,,Low,,,0.875,0.0,0.125,4.0,4.0,4.0,4.0,0.0,0.0,3.5,3.5,3.5,3.5,0.0,0.0
306,Qalb-1.0-8B-Instruct,,Low,,,0.625,0.125,0.375,2.0,2.0,2.0,2.0,0.0,1.0,3.5,3.5,3.5,3.5,0.0,0.0
