ID,Judge,A,B,C,D
200,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
201,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
202,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
203,Judge1,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
204,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
205,Judge1,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
206,Judge1,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
207,Judge1,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
208,Judge1,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
209,Judge1,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
210,Judge1,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
211,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
212,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
213,Judge1,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
214,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
215,Judge1,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
216,Judge1,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
217,Judge1,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
218,Judge1,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
219,Judge1,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
220,Judge1,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
221,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
222,Judge1,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
223,Judge1,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
224,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
225,Judge1,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
226,Judge1,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
227,Judge1,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
228,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
229,Judge1,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
230,Judge1,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
231,Judge1,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
232,Judge1,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
233,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
234,Judge1,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
235,Judge1,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
236,Judge1,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
237,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
238,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
239,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
240,Judge1,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
241,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
242,Judge1,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
243,Judge1,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
244,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
245,Judge1,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
246,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
247,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
248,Judge1,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
249,Judge1,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
250,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
251,Judge1,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
252,Judge1,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
253,Judge1,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
254,Judge1,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
255,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
1,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
2,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
3,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
4,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
5,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
6,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
7,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
8,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
9,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
10,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
11,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
12,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
13,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
14,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
15,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
16,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
17,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
18,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
19,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
20,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
21,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
22,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
23,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
24,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
25,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
26,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
27,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
28,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
29,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
30,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
31,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
32,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
33,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
34,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
35,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
36,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
37,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
38,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
39,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
40,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
41,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
42,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
43,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
44,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
45,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
46,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
47,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
48,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
49,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
50,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
51,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
52,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
53,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
54,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
55,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
56,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
57,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
58,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
59,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
60,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
61,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
62,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
63,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
64,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
65,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
66,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
67,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
68,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
69,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
70,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
71,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
72,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
73,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
74,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
75,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
76,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
77,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
78,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
79,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
80,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
81,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
82,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
83,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
84,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
85,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
86,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
87,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
88,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
89,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
90,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
91,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
92,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
93,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
94,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
95,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
96,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
97,Judge2,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
98,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
99,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
100,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
101,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
102,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
103,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
104,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
105,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
106,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
107,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
108,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
109,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
110,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
111,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
112,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
113,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct
114,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
115,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
116,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
117,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
118,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
119,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
120,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
121,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
122,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
123,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
124,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
125,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
126,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
127,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
128,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
129,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
130,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
131,Judge2,Qwen2.5-7B-Instruct,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
132,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct
133,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
134,Judge2,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
135,Judge2,GPT-4o-mini,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
136,Judge2,GPT-4o-mini,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
137,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
138,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
139,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,GPT-4o-mini
140,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,GPT-4o-mini
141,Judge2,GPT-4o-mini,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
142,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini,Qwen2.5-7B-Instruct
143,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,GPT-4o-mini
