ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,,,,,,,"""ٹھیک ہے، بیٹا آؤ، مگر ابھی میں خود مصروف کر رہا ہوں",,,,,,,"""شکریہ، مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",,,,,,,"""شکر ہوگا، لیکن ابھی یہ کام میں خود ہی حل ہو جائے گا، آپ",,,,,,,"""بہت شکریہ، لیکن میں خود ہی کر لوں گا۔ آپ کو زحمت نہیں دینی چاہتا۔""",,,,,,
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,,,,,,,"""بہت شکریہ، آپ کی پیشکش کا، مگر میں خود ہی کام کر رہا ہوں۔""",,,,,,,"""شکر ہوگا، لیکن ابھی تو کچھ کام باقی ہیں، مگر اگر ضرورت ہو تو ضر",,,,,,,"""پیارے پڑوسی، شکریہ، لیکن ابھی تو کچھ کام باقی ہے، میں خود سنبھ",,,,,,,"""ٹھیک ہے، بہت شکریہ، مگر ابھی کچھ کام نہیں ہے۔""",,,,,,
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,,,,,,,"""نہیں بھائی، یہ تو آسان کام ہے، میں خود کر لوں گا۔""",,,,,,,"""نہیں بھائی، شکریہ! میں خود ہی کر لوں گی، بس تھوڑی دیر لگے گی۔""",,,,,,,"""شکریہ بھائی، لیکن ابھی اتنا کام نہیں ہے، میں خود اسے مکمل کر لو",,,,,,,"""بھائی، میں اپنے کام کو مکمل کرنا چاہتا ہوں، مگر اگر آ",,,,,,
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,,,,,,,"""باجی، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں",,,,,,,"""ٹھیک ہے بہن جان، مگر اب تک کچھ زمینہ نہیں ہے۔ آپ کی",,,,,,,"""شکر ہوگی، لیکن میں نے پہلے ہی ٹیکسی بک کر لی ہے",,,,,,,"""نہیں بہن، تمہیں گھر پر رہنا چاہیے، میں خود ہی چلا جاؤں گا۔""",,,,,,
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,,,,,,,"""جی استاد، بہت شکریہ، لیکن میں اپنے کام کو میکمل کر رہا",,,,,,,"""جی سر، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ می",,,,,,,"""جی سر، آپ کی رہنمائی کا بہت شکریہ، لیکن میں سمجھ گیا ہوں، اب",,,,,,,"""شکریہ سر، آپ کی مدد کی بہت قدر کرتا ہوں، مگر میں نے خود ہی حل تلاش کر لیا ہے۔""",,,,,,
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,,,,,,,"""جی سر، اگر آپ مزید وضاحت کر دیں تو مجھے سمجھنے میں آسانی ہوگی۔""",,,,,,,"""جی سر، بہت شکریہ، مگر میں نے ابھی ہی تصور کو سمجھ لیا ہ�",,,,,,,"""جی سر، یقیناً وضاحت کی ضرورت ہے، میں سمجھنے کی کوشش کر رہا",,,,,,,"""استاد، میں ایک بار سمجھنے کی کوشش کر رہا ہوں، لیکن اگر م",,,,,,
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,,,,,,,"""شکر ہوگا، لیکن یہ کام میں خود کرنا چاہتا ہوں، آپ کو مزاحمت ن",,,,,,,"""شکریہ، مگر ابھی کام کا بوجھ بہت کم ہے۔ میں خود اسے مکمل کر لو",,,,,,,"""شکریہ دوست، لیکن میں خود ہی اسے حل کرنے کی کوشش کروں گا۔""",,,,,,,"""ٹھیک ہے بیٹا، آپ کی مدد کرتا رہungi گا، لیکن اگر مدد نہ",,,,,,
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,,,,,,,"""یار، میں بہت پریشان ہوں، لیکن آپ کی تسلی میں مثالیہ ہ",,,,,,,"""شکریہ یار، تمہاری باتوں سے تھوڑی تسلی ہوئی ہے۔""",,,,,,,"""جی یار، آپ کی بات بہت صحیح ہے، مجھے اپنی پریشانی کو کم کرنے کے",,,,,,,"""یار، آپ کی بہت مہربانی، لیکن ابھی اتنا مسئلہ نہیں ہے۔",,,,,,
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,,,,,,,"""ماں جان، شکریہ، لیکن ابھی کام مکمل کر لیا ہے، بس ایک لمبا دن ہے�",,,,,,,"""ماں جان، آپ کی مدد کی ضرurat نہیں ہے، میں خود کر لوں گا۔""",,,,,,,"""نہیں ماں، آپ فکر نہ کریں، میں خود ہی کر لوں گا۔""",,,,,,,"""میں ٹھیک ہوں، والدہ جان، تم نے کافی کام کیا ہے۔ میں کر",,,,,,
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,,,,,,,"""والد جان، میں یہ اکیلے کر سکتا ہوں، مگر اگر آپ کی مدد ک",,,,,,,"""شکریہ ابو، مگر میں خود ہی یہ کام کر لوں گا، آپ کو زحمت نہیں دینی۔""",,,,,,,"""والد جان، بہت شکریہ، لیکن ابھی کام کا بوجھ اتنا بھاری نہیں ہ�",,,,,,,"""والد جان، آپ کی بہت مہربانی، لیکن ابھی یہ کام میں خود سنبھال لیتا ہ",,,,,,
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,,,,,,,"""جی سر، آپ کی بہت مہربانی، لیکن ابھی یہ کام میں خود سنبھال لیتا ہو",,,,,,,"""سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اس",,,,,,,"""سر، میں اس کام کو مکمل کرنا میں کچھ مشکلیں تھیں، لیکن اب",,,,,,,"""سر، بہت شکریہ، مگر میں خود ہی کوشش کرتا ہوں، آپ کی مدد کی ضرورت نہیں ہے۔""",,,,,,
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,,,,,,,"""کزن جان، شکریہ کہ آپ میری جانب سے پہلے فکر کر رہے ہیں۔ می",,,,,,,"""شکر ہے کزن، آپ کی حمایت کا بہت شکریہ۔""",,,,,,,"""شکر ہوگا کزن، آپ کی یہ بات میرے لئے بہت فائدہ مند ہ�",,,,,,,"""شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔""",,,,,,
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,,,,,,,"""نہیں کزن، یہ میرا کام ہے، میں خود اسے مکمل کر لوں گا۔",,,,,,,"""جی کزن، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔",,,,,,,"""ٹھیک ہے کزن جان، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خ",,,,,,,"""نہیں یار، میں خود کر لوں گا، تم فکر نہ کرو۔""",,,,,,
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,,,,,,,"""یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""
[Q] [P",,,,,,,"""یار، بہت شکریہ، لیکن میں ابھی کچھ کام باقی ہیں، پھر کبھ",,,,,,,"""یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""",,,,,,,نہیں یار، آج میری طرف سے رہنے دو، پھر کبھی تم ادا کر دینا۔,,,,,,
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,,,,,,,"""یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہ�",,,,,,,"""نہیں یار، آج تو میں ہی ادا کروں گا، تم اگلی بار کر لینا۔""",,,,,,,"""یار، میں یہ بھی بہت میسمیں ہوں، آپ کو اس کی ذمہ داری",,,,,,,"""یار، اگر تم چاہو تو بل میری طرف سے ہے، لیکن ابھی تو میں جیب میں",,,,,,
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,,,,,,,"""نہیں، آپ کی مہربانی، میں خود ہی بل ادا کر لیتا ہوں۔""",,,,,,,"""مجھے بہت شکری۔""",,,,,,,"""ٹھیک ہے، بیٹا، لیکن اس کے بعد میں ادا کر دوں گا۔""",,,,,,,"""نہیں نہیں، یار، یہ میرا بل ہے، تم پہلے سے",,,,,,
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,,,,,,,"""ٹھیک ہے، مگر آپ کو اس کی قیمت میں سمجھنے کی ضرورت ہے",,,,,,,"""جی، آپ کی بہت مہربانی، لیکن میں نے پہلے ہی بل ادا کر لیا",,,,,,,"""بہت شکریہ، مگر میں خود بل ادا کر لیتا ہوں۔""",,,,,,,"""پیارے پڑوسی، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے ج",,,,,,
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,,,,,,,"""بھائی جان، بہت شکریہ، لیکن ابھی تو میرے پاس پیسے نہیں ہی",,,,,,,"""بھائی جان، میں نے ذمہ لینا چاہیے، آپ کو اس کی زحمت نہی",,,,,,,"""نہیں بھائی، آج میں بل ادا کروں گی، تم نے پہلے بھی بہت بار کیا ہے۔""",,,,,,,"""نہیں بھائی، یہ میرا ہے، آپ کو زحمت ہوگی، میں نے",,,,,,
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,,,,,,,"""نہیں باجی، آپ نے پہلے ہی بہت کچھ کیا ہے، آج بل میری طرف سے ہے۔""",,,,,,,"""ٹھیک ہے بھائی، میں اس کے لیے بہت شکریہ، لیکن میں ا",,,,,,,"""باجی، شکریہ، لیکن مجھے بھی یقیناً ادائیگی کرنا ہوگا، آپ کی دعوت",,,,,,,"""باجی، شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اسے",,,,,,
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,,,,,,,"""جی سر، آپ کی بہت مہربانی، لیکن یہ میرا فرض ہے کہ آپ کی ادائیگی کر دو",,,,,,,"""استاد، بہت شکریہ، لیکن میں اسے مہمان کے طور پر نہیں چاہ",,,,,,,"""سر، آپ کی مہربانی ہے، مگر میں چاہتا ہوں کہ آج کا بل میں خود ادا کروں۔""",,,,,,,"""استاد صاحب، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے می�",,,,,,
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,,,,,,,"""جی سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود",,,,,,,"""جی سر، آپ کی بات بہت درست ہے، میں ضرور ادا کروں گا۔""",,,,,,,"""سر، آپ کی مہربانی، مگر میں خود بل ادا کرنا چاہتا ہوں۔""",,,,,,,"""جی سر، الحمدللہ آج میں بل کے لیے آپ کے کام پر آئیں گیا۔""",,,,,,
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,,,,,,,"""یار، بہت شکریہ، لیکن اس بار میری طرف سے رہنے دو، پھر کب",,,,,,,"""یار، اگر آپ چاہیں تو میں خود بل ادا کر لوں گا، بس یہی۔""

### FINAL RESPONSE ###",,,,,,,"""یار، یہ تو آپ کی مہربانی ہے، لیکن مجھے بھی یقین ہے ک�",,,,,,,"""ٹھیک ہے، مگر اگلی بار میری طرف سے، یہ وعدہ ہے!""",,,,,,
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,,,,,,,"""بیٹا، میں اسے دے دیتا ہوں، لیکن تم کی ادائیگی کو بھی م",,,,,,,"""جی، آپ کی بہت مہربانی، لیکن یہ مجھے پسند نہیں ہے، آپ کو",,,,,,,"""نہیں یار، میں نے پہلے ہی سوچ لیا تھا کہ آج میں بل دوں گا۔""",,,,,,,"""یار، بہت شکریہ، لیکن اب تو لگ رہا ہے کہ میں خود ادائیگی کرو",,,,,,
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,,,,,,,"""والد جی، یقیناً نہیں، یہ میرا بل ہے۔""",,,,,,,"""والد جان، میں ادا کر رہا ہوں، آپ کو کسی کمی نہیں ہوگی",,,,,,,"""نہیں بابا، آپ نے ہمیشہ میری خاطر خرچ کیا ہے، آج مجھے اجازت دیں کہ میں یہ بل ادا کروں۔""",,,,,,,"""والد جان، بہت شکریہ، لیکن آج کا بل میری طرف سے ہے، آپ زحمت نہ",,,,,,
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,,,,,,,"""والد جان، بہت شکریہ، لیکن آج میری ایک اہم ملاقات ہے جسے می�",,,,,,,"""والد جی، آپ کی بہت مہربانی، لیکن مجھے یہ کھانا پسند آیا ہے، آپ ضر",,,,,,,"""ٹھیک ہے والد جان، مگر میں اس کے لیے کچھ نہیں چاہتا۔ آ",,,,,,,"""نہیں بابا، آج میں بل ادا کروں گا، آپ نے ہمیشہ میری خاطر داری کی ہے۔""",,,,,,
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,,,,,,,"""ٹھیک ہے، مگر میں اس کے ذمے لے لیتا ہوں، آپ کو اس کی",,,,,,,"""سر، آپ کی مہربانی ہے، لیکن میں بھی اس میں اپنا حصہ ڈالنا چاہتا ہوں۔""",,,,,,,"""سر، بہت شکریہ، لیکن ابھی تو یہ بل کمپنی کی طرف سے ہیں، آپ زح",,,,,,,"""جی، بہت شکریہ، آپ کی بہت مہربانی ہے۔""",,,,,,
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,,,,,,,"""نہیں یار، آج کی ادائیگی میری ہے، تم اگلی بار کر لینا۔""",,,,,,,"""بہت شکریہ، لیکن ابھی تو بل ادا کرنا ہے، میں خود سنبھال لوں گا",,,,,,,"""شکر ہوگا کزن، آپ کی بہت مہربانی۔ لیکن مجھے یہ بھی لاحق",,,,,,,"""کزن جان، میں یہ بھی کھانے کے لیے آئی ہوں، آپ کو بہت ش",,,,,,
90,کزن,کزن,Low,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,,,,,,,"""نہیں یار، آج کی دعوت میری طرف سے ہے، تمہیں کچھ نہیں دینا۔""",,,,,,,"""ٹھیک ہے ک锌ن，我们平分吧。""",,,,,,,"""جی، اگر آپ مان گے تو ہم آسانی سے بل ادا کر سکتے ہیں۔""",,,,,,,"""جی کزن، یقیناً بل آدھا آدھا کر لیتے ہیں، آپ کی بہت مہ",,,,,,
91,دادا,پوتا,High,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,,,,,,,"""ٹھیک ہے دادا، میں آپ کے ساتھ چلتا ہوں۔""",,,,,,,"""جی دادا جان، مجھے آپ کے ساتھ جانا پسند ہے، لیکن مجھے ایک اور کام کا",,,,,,,"""جی دادا جان، میں آپ کے ساتھ چلوں گا، مجھے آپ کے ساتھ وقت گزارنا اچھا لگتا ہے۔""",,,,,,,"""جی دادا جان، بس آپ کو کچھ وقت انتظار کرنا پڑے گا، پھر آپ کے ساتھ چلوں گ",,,,,,
92,دادی,پوتی,High,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,,,,,,,"""جی دادی جان، آپ کی نصیحت پر توجہ دیتا ہوں گا، ابھی دوا لے آؤں",,,,,,,"""دادی جان، میں اس لیے فکر نہیں کر رہا ہوں، میں اپنا وقت بہ",,,,,,,"""جی دادی جان، میں وقت پر دوا لے لوں گی، آپ فکر نہ کریں۔""",,,,,,,"""دادی جان، میں نے ابھی دوا لے لی ہے، آپ کا بہت شکریہ۔""",,,,,,
93,والد,بیٹا,High,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,,,,,,,"""جی والد، میں جلدی اٹھ جاؤں گا، آپ کی بات سمجھ لی۔""",,,,,,,"""جی ابو، میں وقت پر اٹھ جاؤں گا۔ آپ فکر نہ کریں۔""",,,,,,,"""والد جان، کل صبح جلدی اٹھ جانا گا، میں آپ کی جانب ساتھ جائے گا۔",,,,,,,"""والد جان، بہت شکریہ، لیکن کل صبح جلدی اٹھنے کے لیے مجھے یاد رک",,,,,,
94,والدہ,بیٹی,High,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,,,,,,,"""والدہ جان، ذرا بیٹی کو ایک کام دیں۔ میں اسے مکمل کر لیں گ",,,,,,,"""والدہ جان، بہت شکریہ، لیکن ابھی تو کچھ اور کام باقی ہے، میں خود",,,,,,,"""جی امی، میں ابھی کر دیتی ہوں۔""",,,,,,,"""جی ماں، یہ کام میں خود نمٹا لوں گا، آپ کو زحمت نہ کریں۔""",,,,,,
95,چچا,بھتیجا,High,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,,,,,,,"""جی چچا جان، یقیناً لے آؤں گا، لیکن کہیں آپ بتائیے کہ و�",,,,,,,"""چچا جان، ان شاء اللہ میں اس فائل لے آتا گا۔""",,,,,,,"""جی چچا جان، میں ابھی لے آتا ہوں۔""",,,,,,,"""جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکريہ",,,,,,
96,خالہ,بھانجی,High,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,,,,,,,"""خالہ جان، بہت شکریہ، لیکن ابھی تو کمرہ صاف کرنا باقی ہے، می�",,,,,,,"""ٹھیک ہے خالہ، میں ابھی وہ بیگ لے آتا ہوں۔""",,,,,,,"""جی خالہ، میں ابھی لے آتا ہوں۔""",,,,,,,"""جی خالہ، میں ابھی لے آتی ہوں۔""",,,,,,
