ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
44,Urdu,Declining Gifts,استاد,شاگرد,High,Formal,Respect,Positive,یہ خصوصی انعام تمہارے لیے ہے۔,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,جی، اس کی بہت مبارک ہو۔ میرے لیے بہت اہم ہے۔,بہت شکریہ!,سر، میں واقعی شکر گزار ہوں۔ آپ کی رہنمائی سے میرے اندر یہ جذب�
45,Urdu,Declining Gifts,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,جی دادی، اس کی فکر نہ کریں، آپ کی مہربانی۔,جی دادی، رکھ لوں گی۔,بہت شکریہ یار، آپ کی بہت مہربانی۔ میں ضرور رکھ لوں گا، اس ک
46,Urdu,Receiving Gifts,خالہ,بھانجی,Medium,Formal,Modesty,Neutral,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,شکریہ یار، یہی بھی میرے لیے کافی تھا۔,خالہ جان، اس کی ضرورت نہیں، آپ رہیں۔,خالہ جان، یہی یہی کافی تھا۔ آپ کی اس چھوٹی سی چیز نے میرا دن مبارک
47,Urdu,Receiving Gifts,قریبی دوست,قریبی دوست,Low,Informal,Appreciation with modesty,Negative,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,شکریہ یار! یہ سب کی ضرورت نہیں، بلکہ بہتر ہے نہیں دی,بہت شکریہ یار، تمہاری رہنمائی میرے لیے بہت اہم ہے,ارے یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔ چلو، لے لو�
48,Urdu,Receiving Gifts,ساس,بہو,High,Formal,Respectful gratitude,Positive,یہ کپڑے تمہارے لیے لائی ہوں۔,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,شکریہ یار! آپ کی بہت مہربانی۔,ساسی، آپ کی رہنمائی میرے لیے بہت اہم ہے۔,آپی، یہ کپڑے تمہاری لیے آئے ہیں۔ ان شاء اللہ، جلدی
49,Urdu,Receiving Gifts,ماموں,بھانجا,High,Formal,Deference,Positive,یہ تمہارے لیے تحفہ ہے۔,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,بہت شکریہ! یار، تمہاری بھائی۔,سر، تمہاری رہنمائی۔,ماموں، اس کی بہت مبارک ہو! آپ کی یہی فکر ہمیشہ میرے لیے ک
50,Urdu,Receiving Gifts,پڑوسی,پڑوسی,Medium,Formal,Grateful acceptance,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,شکریہ! آپ کی مہربانی۔ یار، آپ کی تھانی بہت میرے لیے معنی,بہت شکریہ۔,بہت شکریہ! یہ تحفہ ان شاء اللہ ضرور استعمال کریں گے۔ آپ کی مہرب
51,Urdu,Receiving Gifts,استاد,طالب علم,Medium,Formal,Respectful acceptance,Neutral,یہ کتاب رکھ لو۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,بہت شکریہ ساری ہی۔,سر، اس سب کی ضرورت نہیں، بس آپ کی رہنمائی کافی ہے۔,سر، اساتذہ صاحب، آپ کی بہت مہربانی۔ میں ضرور یہ کتاب رکھ لوں گا�
52,Urdu,Receiving Gifts,کزن,کزن,Low,Formal,Modesty,Negative,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,بہت شکریہ! یار، یہی یہی چیز جی کرنی چاہتی تھی۔,ارے یار، تمہاری رہنمائی، میرے لیے یہی کافی ہے۔,ارے یار، یہی وہی تحفہ تھا جس کا میں انتظار کر رہا تھا۔
53,Urdu,Receiving Gifts,چچا,بھتیجا,High,Formal,Deference,Neutral,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,چچا جان، تمہاری بہت مبارک ہو۔ مجھ سے چلو، یہ بس ایک بہت,چچا جان، تمہاری رہنمائی میرے لیے سب سے بہتر ہے، اس کے لی,چچا جان، اس سب کی بہت مہربانی، مگر مجھ سے زیادہ ضرورت نہیں۔ آپ کی
54,Urdu,Receiving Gifts,دوست,دوست,Low,Informal,Warm appreciation,Positive,یہ تمہارے لیے خاص تحفہ ہے۔,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,جی، میرے لیے بہت مبارک ہے۔,بہت شکریہ! آپی، تمہاری رہنمائی میں میرے لیے یہ سب ممکن ہو,ارے یار، یہ تمہاری لیے خاص ہے۔ چلو، اگلی بار میں دیتا ہ
55,Urdu,Receiving Gifts,خالہ,بھانجا,High,Formal,Modest gratitude,Positive,یہ تمہارے لیے لائی ہوں۔,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,شکریہ ڈیجی، ان شاء اللہ یہ سب کا پہلا ہو جانے واقعی ہے۔,جی، خالہ جان، یہ تمہاری رہی۔,آپی، یہ تمہاری لیے لو، یہی تھی میری خالہ کی میریجی۔ یہی و
56,Urdu,Receiving Gifts,سسر,داماد,High,Formal,Respectful gratitude,Negative,یہ تحفہ قبول کریں۔,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,جی، اس کا بہت شکریہ۔,بہت شکریہ۔,سر، اس کی بہت مہربانی، میں سارا سامان اپنے گھر لے جاؤں گا۔
57,Urdu,Receiving Gifts,پڑوسی,پڑوسی,Medium,Formal,Appreciation,Neutral,یہ ہماری طرف سے تحفہ ہے۔,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,جی، تمہاری بہت مبارک ہو۔ مجھ سے بھی مبارک ہو۔,بہت شکریہ۔ آئندہ انتظار کرتی ہوں۔,ارے یار، یہی وہی تحفہ تھا جس کا تمیں انتظار تھا۔ اس سے
58,Urdu,Receiving Gifts,استاد,شاگرد,High,Formal,Humility,Neutral,یہ تمہاری محنت کا انعام ہے۔,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,آپ کی بہت مبارک ہو۔ میرے لیے بھی اس کام کا سعادت ہے۔,بہت شکریہ۔,سر، اس کی وجہ صرف میری محنت نہیں بلکہ آپ کی رہنمائی بھی ہے۔ آپ
59,Urdu,Receiving Gifts,قریبی دوست,قریبی دوست,Low,Informal,Modest thanks,Negative,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,شکریہ یار، یہی میرے لیے بہت معنی دانی ہے۔,بہت شکریہ یار، آپ کی رہنمائی میرے لیے بہت اہم ہے۔,دست میں یہی پ تھا، ابھی آ گئی۔ ارے یار، اس کا شکریہ! تمہ
60,Urdu,Receiving Gifts,بزرگ,نوجوان,High,Formal,Deferential acceptance,Positive,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,"شکریہ爸爸，我明白了，我会收好的。""(Translation: Thank you, I will keep it.)""",بھائی، اسے رکھ لوں گا۔,سر، اس سب کی ضرورت نہیں، بس آپ کی بہت مہربانی۔ آپ زحمت نہ کریں، می
61,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Friendly offer,Positive,یار، کچھ مدد چاہیے؟,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,جی یار، تمہاری مدد کرنے کا بہت شکریہ۔ ابھی میں یہی کام ک,جی یار، آپ کی مدد میرے لیے بہت اہم ہے۔ آج مجھے واقعی زحمت,بہت شکریہ یار، آپ کی بہت مہربانی۔ اگر ممکن ہو تو میں ضرورت پڑی
62,Urdu,Offering Help,دوست,دوست,Low,Informal,Casual offer,Neutral,میں ہاتھ بٹا دوں؟,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,بہت مبارک ہو! میری مدد کی جائیں گا، اگر آپ کی بہت کام ہے,جی، تم مدد لے لو۔,ارے یار، تم زحمت نہ کر، میں سارا کام سنبھال لوں گا۔ چلو، شروع کر دو۔
63,Urdu,Offering Help,پڑوسی,پڑوسی,Medium,Formal,Polite offer,Positive,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,بہت شکریہ! تمہاری بہت مبارک حیاتی مدد ہے۔,پڑوسی صاحب، آپ کی بہت مہربانی، مگر میں سارا کام مکمل کر لوں گا، آپ بس آرام کری�,ارے یار، تمہاری بہت مہربانی، مگر ابھی میں یہ کام خود مکمل کر لوں گ
64,Urdu,Offering Help,پڑوسی,پڑوسی,Medium,Formal,Soft offer,Neutral,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,پڑوسی جان، تمہاری مدد سب کرنے کی ہی چاہت ہو۔,پڑوسی جان، تم زحمت نہ کری۔ میں یہ کام خود مکمل کر لوں گا۔,بہت شکریہ یار، تمہاری بہت مہربانی۔ اگر ضرورت پڑی تو ضرور تمہاری
65,Urdu,Offering Help,بھائی,بہن,Medium,Informal,Supportive offer,Positive,میں تمہارا کام کر دوں؟,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,بھائی، اب تک میں سب کر دیتا تھا، ابھی یہی کام چاہتा,بھائی، آپ زحمت نہ کریں۔ میں یہ کام خود مکمل کر لوں گا۔,بھائی، تمہاری بہت مہربانی، مگر میں سارا کام خود مکمل کر لوں گا۔ اگر ضرورت
66,Urdu,Offering Help,بہن,بھائی,Medium,Informal,Concerned offer,Neutral,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,بہن، اب تک میرے لیے ہی ہیں، آپ نہیں جا لوں گی۔,بہن جان، آپ زحمت نہ کریں۔ میں آگئی ہوں۔ آپ بس چلو، می�,بہو، تمہاری فکر کرنے کا بہت شکریہ۔ مجھے یہ موقع دیجیے، آ
67,Urdu,Offering Help,استاد,طالب علم,Medium,Formal,Guiding offer,Positive,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,آبے، تمہاری بہت مہربانی، مگر ابھی میں خود مہربان ہوں۔,بہت شک، اگر آپ چاہتے ہیں تو آج رات ایک گروپ اسٹڈی کے لی,استاد صاحب، آپ کی رہنمائی سے بہت مبارک ہو۔ اگر ممکن ہو تو میں آپ سے
68,Urdu,Offering Help,استاد,طالب علم,Medium,Formal,Professional offer,Neutral,کیا میں اس حصے کی مزید وضاحت کر دوں؟,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,جی، آپ کی بہت مہربانی، میں اس کام کے لیے بہت نیاز ہوں۔,جی، ان شروعات میں اگر تم پہلے سے نہیں سن چکے تو اب سن لو۔,جی، اگر آپ چاہیں تو میں یہی حصہ دوبارہ سنادیتا ہوں تاکہ
69,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Eager offer,Positive,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,شکریہ یار! تمہاری بہت مہربانی۔,بھائی، تم زحمت نہ کریں۔ میں سنبھال لوں گا۔,بہت شکریہ یار، آپ کی بہت مہربانی۔ چلو، آپ زحمت نہ کریں، می�
70,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Reassuring offer,Negative,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,جی یار، تمہاری بہت مہربانی، میں بس آرام کر لوں گا۔,بھائی، تم سونے دے، میں سنبھال لوں گا۔,شکریہ یار، تمہاری بہت مہربانی۔ چلو، دیکھتے ہیں، اگر ی
71,Urdu,Offering Help,ماں,بیٹا,High,Informal,Caring offer,Positive,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,جانی، بس کر لو، تمہاری بہت مہربانی، میں سنبھال لوں گی۔,جی امی، آپ زحمت نہ کریں۔ میں یہ مکھن لگا لوں گی اور پھر آپ مک,امّ جان، معذرت چاہتی ہوں، آپ زحمت نہ کریں۔ میں یہ کام خود مک
72,Urdu,Offering Help,والد,بیٹا,High,Formal,Directive offer,Neutral,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,والد جان، اگر شاید کسی معاملے میں ضرورت ہو تو مدد کرتا ہوں، مگ,سر، آپ زحمت نہ کریں۔ میں یہ کام مکمل کر لوں گا، اگر ضرورت پڑی تو ضرور,باپ، آپ کی بہت مہربانی، مگر یہی مجھ سے ممکن نہیں۔ آپ زحمت ن
73,Urdu,Offering Help,سینئر,جونیئر,High,Formal,Authoritative offer,Negative,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,سر، تمہاری بہت مہربانی، مگر اب تک میرے پہلے کام کامل نہیں ہو,سر، اگر تم حتمی ہو، تو میں سنبھال لوں گا۔,سر، آپ کی بہت مہربانی، مگر میں یہ کام خود مکمل کر لوں گا۔ اگر ضرورت پڑ
74,Urdu,Offering Help,کزن,کزن,Low,Informal,Friendly support,Positive,میں تمہارے ساتھ ہوں، فکر مت کرو۔,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,جی، میری بہت شکریہ، تمہاری رہنمائی میرے لیے بہت اہم ہے۔,بہت شک، میں تمہاری۔ چلو، یہ سب گزشتہ ہو گیا، اب آگے می,دادی، فکر نہ کریں۔ میں سب کام اچھی طرح سنبھال لوں گا۔ آپ بس آرام کریں،
75,Urdu,Offering Help,کزن,کزن,Low,Informal,Dismissive offer,Negative,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,بہت شکریہ یار! تمہاری مدد ہی میرے لیے کافی ہے۔,جی یار، تم رہو، میں سنبھال لوں گا۔,سر، تمہاری بہت مہربانی، مگر میں یہ کام خود مکمل کر لوں گا۔ اگر ضرورت پ
76,Urdu,Paying for a Meal,قریبی دوست,قریبی دوست,Low,Informal,Friendly insistence,Positive,یار، رہنے دو، آج بل میری طرف سے ہے۔,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,شکریہ یار! تمہاری بہت مہربانی، مگر میں ادائیگی کروں گا۔,بھائی، تم ادا کر لو، آج مجھے تھوڑی رہی۔,ارے یار، تم اڑ جاؤ، میں ادا کر لوں گا۔ چلو، ابھی آگے تم ا�
77,Urdu,Paying for a Meal,قریبی دوست,قریبی دوست,Low,Informal,Playful insistence,Neutral,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,جی یار، تمہاری بہت مہربانی، مگر فکر نہ کریں، یہی چلوں,ارے یار، تم زحمت نہ کریں، آج مجھے بل دیجیے۔,ارے یار، تم ارو، مجھ سے زیادہ شکر گزار کون ہو گا؟ چلو، اڑھائی ک
78,Urdu,Paying for a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite insistence,Positive,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,پڑوسی جان، تمہاری بہت مہربانی، میں بس اب تک انتظار کرتا تھا۔,بہت مبارک ہو۔ چلو، ادا کر لو۔,بہت شکریہ! آپ کی بہت مہربانی۔ چلو، آپ اگلی بار ادا کریں، میں اس
79,Urdu,Paying for a Meal,پڑوسی,پڑوسی,Medium,Formal,Soft offer,Neutral,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,بہت شکریہ! تمہاری بہت مہربانی، مگر میں یہ بھی کامیابی,بہت شکریہ، آپ کی مہربانی اپنی جگہ۔,بہت شکریہ! آپ کی بہت مہربانی، میں سارا بل اپنے ذمہ دارانہ طور
80,Urdu,Paying for a Meal,بھائی,بہن,Medium,Informal,Supportive insistence,Positive,تم مت نکالو، آج بل میری طرف سے ہے۔,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,بہت شکریہ! تمہاری بہت مہربانی، مگر آج مجھے ڈھونڈنا ہے۔,بھائی، تم آج مجھے مل کر کھانے کا موقع دیجیے۔ آج بل میرے ذمے �,بھائی، تمارا، مجھے یار، آج بل میرے ذمے ہے۔ چلو، آگے تم
81,Urdu,Paying for a Meal,بڑی بہن,بھائی,Medium,Informal,Casual refusal,Neutral,میں بل دے دیتی ہوں۔,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,بہن جان، تمہاری بہت مہربانی، مگر میں یہ بھول لوں گی، اس ک,بہن جان، آپ زحمت نہ کریں۔ میں سنبھال لوں گی۔,بہو، آپ کی بہت مہربانی، مگر معاملہ یہیں ختم ہو جائے گ
82,Urdu,Paying for a Meal,استاد,طالب علم,Medium,Formal,Respectful offer,Positive,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,بہت شکریہ! آپ کی بہت مہربانی، میں یہ بس چاہتا تھا کہ,سر، آپ زحمت نہ کریں۔ آج مجھے یہ موقع دیجیے۔,سر، آپ کی بہت مہربانی، مگر معاملہ یہی ہے کہ آج میں اپنی ز
83,Urdu,Paying for a Meal,استاد,طالب علم,Medium,Formal,Professional insistence,Neutral,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,بہت شکریہ! آئندہ کوشش کروں گا۔,سر، آپ کی مہربانی اپنی جگہ، مگر ابھی یہ معاملہ مکمل نہیں ہوا,جی استاد، آپ کی بہت مہربانی۔ آج میں بل ادا کر دیتا ہوں، اگر ممکن ہ
84,Urdu,Paying for a Meal,دوست,دوست,Low,Informal,Assertive insistence,Negative,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,شکریہ یار! تمہاری بہت مہربانی، میں ابھی ٹھیک ہوں۔,بھائی، تم سارا بل خود دے لو، میں نے کہیں گئے تھے، تم فکر کر لو�,بھائی، آپ کی بہت مہربانی، مگر آج مجھے یار، بس آج بل میں دے دو، بات
85,Urdu,Paying for a Meal,دوست,دوست,Low,Informal,Dismissive insistence,Negative,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,بہت شکریہ! یار، تمہیں بھول جاؤ گا، اس سے بہت میرے لیے,بھائی، آپ زحمت نہ کریں، میں سنبھال لوں گا۔,سر، آپ کی بہت مہربانی، مگر واقعی ضرورت نہیں، آپ زحمت نہ کریں۔ می�
86,Urdu,Paying for a Meal,والد,بیٹا,High,Formal,Parental authority,Positive,بیٹا، آج کا بل میں ادا کروں گا۔,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,جی ابو، جیسا آپ مناسب سمجھیں۔,والد، آپ فکر نہ کریں، میں ہی ان کا ذمہ لے لوں گا۔,ارے بابا، آپ زحمت نہ کریں۔ میں خود ادائیگی کروں گا۔,بہت شکریہ father۔ آپ کی بہت مہربانی۔ آگے میں ضرور ادائیگی کرتا
