ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
43,Urdu,Declining Gifts,نند,بھابھی,Medium,Formal,Soft decline,Neutral,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,نند جان، یہ شال سب کی ضرورت ہوگی، مگر آپ نے یہ لیے ہوا,نند جان، تماری محبت کا بہت شکریہ، مگر ابھی اتنا زحمت نہ کریں۔ آئند,ارے یار، تم آ گئی، میرے لیے یہی یہی کافی تھا۔ اس کے علا
44,Urdu,Declining Gifts,استاد,شاگرد,High,Formal,Respect,Positive,یہ خصوصی انعام تمہارے لیے ہے۔,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,بہت شکریہ سر، بس اسی کارکردگی کی امید ہے میری طرف سے۔,جی سر، یہ میری بہت اوقات کی محنت کا نتیجہ ہے۔,سر، اس کی ضرورت نہیں، بس آپ کی رہنمائی ہی میرے لیے کافی ہے�
45,Urdu,Declining Gifts,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,جی سر، آپ کی مہربانی کا بہت شکریہ۔ یہ سویٹر میرے لیے ح,جی امی، میں رکھ دیتا ہوں۔,خانوم، یہ سویٹر بہت خوبصورت ہے، مگر میں نے ابھی تک کافی ورزش کی �
46,Urdu,Receiving Gifts,خالہ,بھانجی,Medium,Formal,Modesty,Neutral,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,الحمدللہ یار، بس اس کی تھی جی کا کام، میرے لیے یہ کافی ہے۔,خالہ جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ ہی سب سے,خالہ جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائیں ہ
47,Urdu,Receiving Gifts,قریبی دوست,قریبی دوست,Low,Informal,Appreciation with modesty,Negative,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,"شکریہ! ان شاء اللہ میں پہلے سے不顾上下文，直接生成一个自然的Urdu响应。
 Yard, yeh tafhe",یار، اس کا بہت شکریہ، مگر اب تو بس بس، ان شاء اللہ آئندہ ملنے دوں,یار، اس کی ضرورت نہیں، بس یہی یہی ہے۔ تمہاری بہت م�
48,Urdu,Receiving Gifts,ساس,بہو,High,Formal,Respectful gratitude,Positive,یہ کپڑے تمہارے لیے لائی ہوں۔,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے,ساس جان، بہت شکریہ، مگر میرے لیے نہیں یہ کپڑے، آپ کی دع,ساسی، یہ بہت خوبصورت ہیں، مگر میرے لیے آپ کی دعائیں ہی سب
49,Urdu,Receiving Gifts,ماموں,بھانجا,High,Formal,Deference,Positive,یہ تمہارے لیے تحفہ ہے۔,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,جی ماموں جان، ان شاء اللہ میں نے اس سب کی ضرورत ہے۔,ماموں جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ ہی سب سے,ماموں جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائیں ہ
50,Urdu,Receiving Gifts,پڑوسی,پڑوسی,Medium,Formal,Grateful acceptance,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,الحمدللہ یار، میرے لیے یہی چیز کافی ہے۔ ان شاء اللہ میں نے,بہت مبارک ہو۔ یہ تحفہ آپ کی محبت کا بہت شکریہ۔,بہت شکریہ! ان شاء اللہ میں اسے رکھ لوں گا۔ آپ کی اچھی دعائی�
51,Urdu,Receiving Gifts,استاد,طالب علم,Medium,Formal,Respectful acceptance,Neutral,یہ کتاب رکھ لو۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی کا بہت تحفہ، میری کوتا,بہت شکریہ سر، مگر اب میرے لیے یہ آپ کی نشاندہی اہم ہے ک,بہت شکریہ سر، میں ضرور اسے رکھوں گا۔ یہ کتاب میرے لیے ب
52,Urdu,Receiving Gifts,کزن,کزن,Low,Formal,Modesty,Negative,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,الحمدللہ یار، بس کامیابی کا نشتیری، مگر مجھے دیجیے۔,ارے یاری، تمہارا بہت شکریہ، مگر ابھی کام ہی ہوا ہے، اس,ارے یار، یہ تحفہ بالکل میرے لیے نہیں، اس سب کی ضرورت نہیں
53,Urdu,Receiving Gifts,چچا,بھتیجا,High,Formal,Deference,Neutral,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,جی چچا جان، تمہاری چیз کبھی بھولنا دیجیے غلط نہیں، میرے,چچا جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائیں ہی,چچا جان، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھ
54,Urdu,Receiving Gifts,دوست,دوست,Low,Informal,Warm appreciation,Positive,یہ تمہارے لیے خاص تحفہ ہے۔,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,بہت شکریہ! ان شاء اللہ میں پوری دھنی اور حوصلہ افزائی کے ساتھ آؤ,ارے یار، تم آ گئے، میرا دل خUSH ہو گیا۔,ارے یار، یہ تمہارے لیے خاص تحفہ ہے، اس سے پہلے ک
55,Urdu,Receiving Gifts,خالہ,بھانجا,High,Formal,Modest gratitude,Positive,یہ تمہارے لیے لائی ہوں۔,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,الحمدللہ خالہ، بس کامیابی کا بہت شکریہ۔ یہ مجھے حوصلہ افزائی,خالہ جان، یہ تمہارا بہت شکریہ، مگر میرے لیے نہیں لانا چ,خالہ جان، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے ت
56,Urdu,Receiving Gifts,سسر,داماد,High,Formal,Respectful gratitude,Negative,یہ تحفہ قبول کریں۔,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھ,ابو، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی�,ابّا جان، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اس کے علا
57,Urdu,Receiving Gifts,پڑوسی,پڑوسی,Medium,Formal,Appreciation,Neutral,یہ ہماری طرف سے تحفہ ہے۔,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,ضرور، بخشحیم، اس سب کی ضرورت نہیں تھی، بس دل سے یہ کام۔,ارے یار، تم آ گئے، میرا دل خUSH ہو گیا۔ یہ ہماری طرف سے اس مح,بہت شکریہ، یہ بہت خوبصورت ہے۔ آپ کی مہربانی کا بہت شک
58,Urdu,Receiving Gifts,استاد,شاگرد,High,Formal,Humility,Neutral,یہ تمہاری محنت کا انعام ہے۔,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,جی سر، الحمدللہ، بس اس کی محنت کا بہت شکریہ۔,بہت شکریہ سر، یہ تمہاری حوصلہ افزائی کا بھی ایک چھوٹا سا حصہ,بہت شکریہ سر، یہ میری محنت کا نتیجہ ہے۔ میں آئندہ ب
59,Urdu,Receiving Gifts,قریبی دوست,قریبی دوست,Low,Informal,Modest thanks,Negative,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,الحمدللہ یار، میرے لیے یہی چیز کافی تھی۔ شکریہ!,ارے یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,ارے یار، اس سب کی ضرورت نہیں، بس یہی یہی یہی یار۔ تمہاری ب
60,Urdu,Receiving Gifts,بزرگ,نوجوان,High,Formal,Deferential acceptance,Positive,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,ابّا جان، یہ سب کافی ہے، میرے لیے آپ کی دعائیں ہی سب سے,ابّا جان، بہت شکریہ، مگر میں نے آپ کو رہنما بن کر دیکھنا چاہتا ت,ابّا جان، آپ کی محبت کا یہی ٹیکس نہیں رہنے دیجیے گا، میں
61,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Friendly offer,Positive,یار، کچھ مدد چاہیے؟,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,ٹھیک ہے یار، اگر تمہاری حوصلہ افزائی مدد ہو تو میں سنبھال لوں,ضرور یار، تم زحمت نہ کریں۔ یہ کام معاملہ نہیں ہے، میں,نہیں یار، شکریہ! بس یہ کام مکمل ہو گیا، تمہاری بہت مہرب
62,Urdu,Offering Help,دوست,دوست,Low,Informal,Casual offer,Neutral,میں ہاتھ بٹا دوں؟,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,ابّا، اس بار میرا کام ختم ہی ہوا ہے، آپ فکر نہ کریں۔,ضرور یار، تم آؤ مل کر جلدی مکمل کر لیں۔,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ اگر ا
63,Urdu,Offering Help,پڑوسی,پڑوسی,Medium,Formal,Polite offer,Positive,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔,ضرور یار، بس مکمل کر لو، پھر آؤ مل کر معاملہ نمٹا لیں۔,نہیں یار، شکریہ! بس یہ کام مکمل ہو گیا، اگر اور بھی ضرورت پڑی
64,Urdu,Offering Help,پڑوسی,پڑوسی,Medium,Formal,Soft offer,Neutral,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,ضرور یار، کام ہو تو بے تکلف دی جائیں گا۔,ضرورت نہیں ہے، آپ فکر نہ کریں۔,بہت شکریہ! بس سب کام مکمل ہو گیا ہے، اگر اور بھی کچھ چاہی
65,Urdu,Offering Help,بھائی,بہن,Medium,Informal,Supportive offer,Positive,میں تمہارا کام کر دوں؟,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,ضرور، ابّا جان، تم باقی رہ لو، میں ان شاء اللہ اس کام میں مکمل ہوں,ابو، بس کام مکمل ہو گیا، تم زحمت نہ کریں۔,بھائی، میں سارا کام مکمل کر لوں گی، آپ زحمت نہ کریں۔ آپ بس آرام کریں، میں
66,Urdu,Offering Help,بہن,بھائی,Medium,Informal,Concerned offer,Neutral,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,بہن جان، شکریہ، میں بالکل نہیں چاہتا، امید ہے معاملہ خوبصور,بہن جان، آپ کی بہت مہربانی، لیکن میں یہ کام خود مکمل کر لوں گا، آپ زح,یار، شکریہ، مگر ابھی اتنا کام نہیں ہے، تمہارا فکر کرنا بس معاملہ
67,Urdu,Offering Help,استاد,طالب علم,Medium,Formal,Guiding offer,Positive,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,بہت شکریہ سر، بس ابھی صرف میرے حوصلہ افزائی کے لیے ہی آپ ک,جی سر، بہت شکریہ! اگر آپ کی نشاندہی ہو تو میں ضرور آپ کی طرف سے کام لے,بہت شکریہ سر، بس یہی کام مکمل ہو گیا ہے۔ اگر اور بھی کچھ
68,Urdu,Offering Help,استاد,طالب علم,Medium,Formal,Professional offer,Neutral,کیا میں اس حصے کی مزید وضاحت کر دوں؟,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,جی سر، ان شاء اللہ میں اس بار بہتر سمجھ لوں گا۔,جی سر، بہت شکریہ! اگر آپ مزید وضاحت دیتے ہیں تو میرے لیے بہ,ضرور یار، اگر آپ معذرت چاہتے ہیں تو آپ زحمت نہ کریں۔ بس یہ
69,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Eager offer,Positive,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,ضرور تھا، شکریہ! تمہاری مدد سے میرा کام خوب انجام ہوگی۔,یار، بس آرام کریں، میں یہ کام سنبھال لوں گا۔,نہیں یار، شکریہ! بس یہ کام مکمل ہو گیا ہے، تمہاری بہ
70,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Reassuring offer,Negative,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,ضرور تھا، یار، بس تھوڑا سا راحة ہونا پڑا۔,یار، تمھارا بہت شکریہ۔ بس آرام کریں، اور یہ مسئلاً ختم ہو جائے,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔ چلو مل کر اسے حل کر لیت
71,Urdu,Offering Help,ماں,بیٹا,High,Informal,Caring offer,Positive,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,جی ماں، تمہاری بہت مہربانی، میں ابھی صرف تھکا ہوں۔,جی امی، آپ فکر نہ کریں، میں یہ کام خود مکمل کر لوں گا।,ماں جان، میں سارا کام مکمل کر لوں گی، آپ زحمت نہ کریں۔ آپ بس آرام کریں، می�
72,Urdu,Offering Help,والد,بیٹا,High,Formal,Directive offer,Neutral,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,ابّا جان، میرا کام ہی مکمل ہوا، آپ کی مدد کا بہت شکریہ۔,ابو، آپ زحمت نہ کریں، یہ کام میں خود مکمل کر لوں گا۔,یار، بس یہ کام مکمل ہو گیا، تمہارا بہت شکریہ۔ آئندہ میں ضر
73,Urdu,Offering Help,سینئر,جونیئر,High,Formal,Authoritative offer,Negative,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,سر، بہت شکریہ، مگر ابھی صرف میں سنبھال لوں گا۔,سر، بہت شکریہ! مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خود اس�,"سر، بہت شکریہ، بس مکمل ہو گیا، آپ کا بہت شکریہ۔

سر، اگر مستقبل"
74,Urdu,Offering Help,کزن,کزن,Low,Informal,Friendly support,Positive,میں تمہارے ساتھ ہوں، فکر مت کرو۔,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,ضرور تھا، یہ آپ کی لیے کافی دشوار تھا۔,ٹھیک ہے، یہ سب گذر جائے گا۔ تمہارا ساتھ ہوں، تمہ,نہیں یار، فکر نہ کریں۔ میں بس اتنا چاہتا تھا کہ آپ جانیں
75,Urdu,Offering Help,کزن,کزن,Low,Informal,Dismissive offer,Negative,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,ضرور چلو، ابھی تک کام نہیں ہوگا، تھوڑا سا رہنا دو۔,یار، بس کام مکمل کر لو، پھر آ گya، میں تمہاری مدد کر دیتا ہوں۔,یار، تمہارا بہت شکریہ، مگر ابھی صرف تھوڑا سا کام باقی ہے، می
76,Urdu,Paying for a Meal,قریبی دوست,قریبی دوست,Low,Informal,Friendly insistence,Positive,یار، رہنے دو، آج بل میری طرف سے ہے۔,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,ضرور یار، تمہاری اس بات کا اچھا خواہش مکمل ہوگا۔,یار، نہیں یار، تم رہو جão، پھر کبھی تم پلا دینا۔,یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔ چلو، یہ م
77,Urdu,Paying for a Meal,قریبی دوست,قریبی دوست,Low,Informal,Playful insistence,Neutral,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,ضرور، یار، بس تھوڑا سا ڈال لوں گا۔ تم باقی کھا لوں گا۔,یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔,یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔ چلو، آئند�
78,Urdu,Paying for a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite insistence,Positive,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,پھر کبھی! تمہاری اندھی رہ کا بہت شکریہ۔,ضرور یار، تم زحمت نہ کریں۔,سر، آپ کو یہی بتینا چاہیے تھا، ابھی میں خود بل ادا کر دیتا ہو
79,Urdu,Paying for a Meal,پڑوسی,پڑوسی,Medium,Formal,Soft offer,Neutral,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,نہیں یار، تمہاری خدمت کا بہت شکریہ۔ یہ کام ٹھیک ہے ج,ضرور یار، اگر آپ کو لگے تو آؤ مل کر ادا کر لیٹے۔,سر، آپ کی مہربانی اپنی جگہ، مگر آج مجھے یہ موقع دیجیے۔ آج کی خوبصورت
80,Urdu,Paying for a Meal,بھائی,بہن,Medium,Informal,Supportive insistence,Positive,تم مت نکالو، آج بل میری طرف سے ہے۔,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,بھائی، تمہاری محبت میرے لیے کافی ہے، میں خود ابھی تکلیف کرت,بھائی جان، آپ کی محبت کا بہت شکریہ، لیکن آج بل میرا ہے۔,بھائی، تم مت نکالو، آج بل میری طرف سے ہے۔ اس بار میں سنتی ہوں�
81,Urdu,Paying for a Meal,بڑی بہن,بھائی,Medium,Informal,Casual refusal,Neutral,میں بل دے دیتی ہوں۔,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,باجی، شکریہ! میں ضرور خود اس کام کر لوں گا، تم باقی تھی، ی,باجی، آپ کو نہیں دینا چاہیے تھا، میں خود ضرور ادا کرتا۔,باجی، آپ کو زحمت ہوگی، میں بل دے دوں گا۔ اس سب کی ضرورت نہیں
82,Urdu,Paying for a Meal,استاد,طالب علم,Medium,Formal,Respectful offer,Positive,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,جی سر، ان شاء اللہ میں فکر نہ کروں گا۔ آپ کی دعائیگی میرے لی,سر، آپ کی بہت مہربانی، لیکن آج آپ میرے مہمان تھے، بل کی فکر نہ کری�,سر، آپ کی مہربانی، لیکن آج آپ میرے مہمان ہیں، براہِ کرم بل ن�
83,Urdu,Paying for a Meal,استاد,طالب علم,Medium,Formal,Professional insistence,Neutral,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,سر، آپ کی مہربانی اپنی جگہ، مگر آج مجھے اسے باقی رہنے دیج,سر، آپ کی بہت مہربانی، لیکن ابھی صرف کلاس ہی ختم ہوئی ہے، اب,بہت شکریہ سر، آج میں بل خود ادا کروں گا۔ آپ کی بہت مہربانی۔
