ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qwen_Response,LLaMA_Response,Qalb_Response
43,Urdu,Declining Gifts,نند,بھابھی,Medium,Formal,Soft decline,Neutral,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,جی ٹھیک ہے بھائی، یہ شال بہت زحمت کا عمل ہے۔,جی بھابی، شکریہ۔ یہ بہت خوبصورت ہے۔,جی نند، اس شال پر میرا بہت شکریہ۔ اللہ تعالیٰ آپ کو ہمیشہ خوش ر�
44,Urdu,Declining Gifts,استاد,شاگرد,High,Formal,Respect,Positive,یہ خصوصی انعام تمہارے لیے ہے۔,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,جی سر، بہت شکریہ۔ اس سب کا بہت قلب ا Embarrassed。,جی سر، مگر اس سب کی ضرورت نہیں ہے۔ میں صرف اپنا کام مکمل کرنے کے لی,جی سر، بہت شکریہ! یہ میرے لیے بہت معنی رکھتا ہے۔ می�
45,Urdu,Declining Gifts,بزرگ خاتون,نوجوان,High,Formal,Respectful restraint,Positive,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,سر، بالکل رکھ لوں۔ آپ کی بہت مہربانی، لیکن اسے میں رکھ لوں۔,جی باجی، ان شاء اللہ میں رکھ لوں گا۔,سر، بہت شکریہ، مگر ابھی اتنا کام باقی نہیں ہے، میں خود ہ
46,Urdu,Receiving Gifts,خالہ,بھانجی,Medium,Formal,Modesty,Neutral,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,سر، یہ بہت زحمت کیا۔ میں بالکل م�ی نہیں ہوں۔,خالہ جان، اس سے بہت شکریہ۔,الحمدللہ، خالہ! یہ بہت خوبصورت ہے۔ میں بالکل شکر گزار ہ
47,Urdu,Receiving Gifts,قریبی دوست,قریبی دوست,Low,Informal,Appreciation with modesty,Negative,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,سر، بالکل۔ یہ خاص طور پر آپ کی لائی جانے والی دعائیں ہै۔,ضرور، یہ بہت شکریہ۔,ضرور شکریہ، یہ بہت خوبصورت ہے۔ اللہ تعالیٰ سے دعا ہ�
48,Urdu,Receiving Gifts,ساس,بہو,High,Formal,Respectful gratitude,Positive,یہ کپڑے تمہارے لیے لائی ہوں۔,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,جی گا، یہ بہت خوبصورت ہے، مگر میرے لیے دینے والے کا بہت ش,جی ساس جان، ان سب کی بہت شکریہ۔,یہ بہت خوبصورت ہے، اماں جان، مگر میرے لیے اتنا خرچ ضروری نہی
49,Urdu,Receiving Gifts,ماموں,بھانجا,High,Formal,Deference,Positive,یہ تمہارے لیے تحفہ ہے۔,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,mamون، یہ بس آپ کی مہربانی کا بہت شکریہ۔,جی ماما جان، شکریہ۔ یہ بہت خوبصورت ہے۔,"یہ بہت خوبصورت ہے، ماما! میں بالکل شکر گزار ہوں۔
دعا"
50,Urdu,Receiving Gifts,پڑوسی,پڑوسی,Medium,Formal,Grateful acceptance,Negative,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,سر، یہ بہت خوبصورت ہے، مگر آپ نے بالکل استعداد لی جانے دیجیئے۔,ضرور، اس بار بھی آپ کی مہربانی کا بہت شکریہ۔,یہ بہت خوبصورت ہے، شکریہ! اس جگہ پر اللہ کا خاص فضل ہوتا
51,Urdu,Receiving Gifts,استاد,طالب علم,Medium,Formal,Respectful acceptance,Neutral,یہ کتاب رکھ لو۔,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,جی سر، بہت شکریہ۔ اس کتاب کا قیمتی خواہش ہے۔,جی سر، ان شاء اللہ میں اور بہتر کام کریں گا۔,"جی سر، بہت شکریہ! میں اسے اپنا خاص اثاثہ سمجھوں گا۔

سر، ب�"
52,Urdu,Receiving Gifts,کزن,کزن,Low,Formal,Modesty,Negative,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,سر، یہ بہت خوبصورت ہے، رکھ لوں غریب نہیں ہوں۔,جی کزن جان، بہت شکریہ۔ یہ بہت خوبصورت ہے۔,جی شکریہ، یہ بہت خوبصورت ہے! مگر مفت کا آنا بند ہونا چاہ
53,Urdu,Receiving Gifts,چچا,بھتیجا,High,Formal,Deference,Neutral,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,جی چچا جان، دیکھ لیتا ہوں گا، لیکن اس سب کی ضرورت نہ,جی چچا جان، بہت شکریہ۔ یہ بہت قیمتی ہے۔,جی چچا جان، اس کی بہت ضرورت ہوگی۔ میں بالکل شک نہیں کریگا۔ آپ کی
54,Urdu,Receiving Gifts,دوست,دوست,Low,Informal,Warm appreciation,Positive,یہ تمہارے لیے خاص تحفہ ہے۔,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,ٹھیک ہے، میں بالکل خوشی سے بگا بگا شکر ہوں۔,جی، یہ میری طرف سے آپ کے لیے ایک چھوٹا سا تحفہ ہے۔,ضرور، شکریہ! یہ بہت خوبصورت ہے۔ آپ کی دعائیں ہمیشہ س�
55,Urdu,Receiving Gifts,خالہ,بھانجا,High,Formal,Modest gratitude,Positive,یہ تمہارے لیے لائی ہوں۔,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,جی ٹھیک ہے، شکریہ!,خالہ جان، اس سے بہت شکریہ۔,یہ بہت خوبصورت ہے، خالہ! میں بہت شکریہ گزارا ٹھیک
56,Urdu,Receiving Gifts,سسر,داماد,High,Formal,Respectful gratitude,Negative,یہ تحفہ قبول کریں۔,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,جی سر، یہ خیال رہنے وala نہیں، بہت شکریہ۔,جی سسر جان، بہت شکریہ۔ یہ بہت قیمتی ہے۔,جی سر، بہت شکریہ، یہ بہت خوبصورت ہے۔ اللہ آپ کیEvery every every every every every
57,Urdu,Receiving Gifts,پڑوسی,پڑوسی,Medium,Formal,Appreciation,Neutral,یہ ہماری طرف سے تحفہ ہے۔,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,سر، بہت شکریہ۔ یہ میری ضرور تھی۔,جی، شکریہ! یہ بہت خوبصورت ہے۔,جی شکریہ، یہ بہت خوبصورت ہے! میں اسے اپنی بیوی کے لیے دینا
58,Urdu,Receiving Gifts,استاد,شاگرد,High,Formal,Humility,Neutral,یہ تمہاری محنت کا انعام ہے۔,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,جی سر، اس سے بہت شکریہ، لیکن میری محنت یہ انعام نہیں تھی۔,جی سر، اس کی بہت مہربانی۔,جی سر، یہ بہت خوبصورت انعام ہے، مگر میری محنت کا سب سے بڑا انعام آپ
59,Urdu,Receiving Gifts,قریبی دوست,قریبی دوست,Low,Informal,Modest thanks,Negative,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,دادا، شکریہ! یہ بہت خوبصورت ہے، رکھ لوں جان۔,جی، شکریہ! اب تو میری زحمت ہوگی۔,ضرور، شکریہ! اب آئندہ میں اسی طرح کا کوئی تحفہ نہیں لے گا
60,Urdu,Receiving Gifts,بزرگ,نوجوان,High,Formal,Deferential acceptance,Positive,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,جی سر، شکریہ! یہ بہت خوبصورت ہے، رکھ لوں جانے دو۔,جی بزرگ جان، بہت شکریہ۔,جی جان، بہت شکریہ، لیکن میرے لیے ابھی اتنا کام باقی نہیں ہے
61,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Friendly offer,Positive,یار، کچھ مدد چاہیے؟,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,ٹھیک ہے، اگر آپ نے کسی سے بہت زحمت ہونے والے کام میں ہی,ٹھیک ہے، بہت شکریہ۔ میں بس تھوڑا سا زحمت ہوں,ضرور، اگر آپ کو ضرورت ہو تو میں بالکل اٹھا لوں گا۔ آپ زحمت نہ کریں،
62,Urdu,Offering Help,دوست,دوست,Low,Informal,Casual offer,Neutral,میں ہاتھ بٹا دوں؟,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,دوست جان، اگر آپ کار سے باہر ہو تو میں بالکل مدد کر لوں گا,ضرور، میں تمہاری مدد کرنے کے لیے تھوڑا سا وقت چھوڑ دیتا,"ضرور، اگر آپ چاہیئے تو میں آپ کی مدد کر لوں گا۔

Reasoning: آپ کی ضرورت ہ"
63,Urdu,Offering Help,پڑوسی,پڑوسی,Medium,Formal,Polite offer,Positive,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,جی ٹھیک ہے، اگر آپ چاہیں تو میں بہت مہربان ہوں جان ک,جی، بہت شکریہ، مگر ابھی صرف تھوڑا سا کام باقی ہے۔ میں خود مک,ضرور، شکریہ! مگر ابھی اتنا کام باقی نہیں ہے، میں خود مکمل کر لوں
64,Urdu,Offering Help,پڑوسی,پڑوسی,Medium,Formal,Soft offer,Neutral,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,آپ نے بہت درست کر liar، جو ٹھیک ہے، اگر کسی چیز کی ضرورت,ضرور، اگر آپ زحمت محسوس نہ کریں تو میں خود اس سے کام بھی لے لوں گا۔,ضرور، اگر آپ کو اتنا کام چل رہا ہے تو میں آپ کی مدد کرنے کے لئے تی
65,Urdu,Offering Help,بھائی,بہن,Medium,Informal,Supportive offer,Positive,میں تمہارا کام کر دوں؟,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,ٹھیک ہے بھائی، مگر ابھی صرف تھوڑا سا کام ہے۔,ٹھیک ہے باجی، مگر اگر آپ زحمت نہ ہو تو میں خود اس سے نिपट لوں,ضرور، بھائی، میں اکیلا بالکل ٹھیک ہوں۔ آپ زحمت نہ کریں، می�
66,Urdu,Offering Help,بہن,بھائی,Medium,Informal,Concerned offer,Neutral,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,ٹھیک ہے بہن، میں خود باہر ہونا چاہتا ہوں۔,بہن جان، شکریہ، مگر ابھی صرف گھر پر ایک کام باقی ہے جسے میں مکمل,ضرور، شکریہ، مگر ابھی اتنا فارغ نہیں ہے، میں خود ہی چل لو
67,Urdu,Offering Help,استاد,طالب علم,Medium,Formal,Guiding offer,Positive,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا مسئلہ ہے جسے میں خ,جی سر، بہت شکریہ، مگر ابھی اتنا کام باقی نہیں ہے۔ میں خود حل,جی سر، بہت شکریہ، مگر ابھی اتنا وقت باقی نہیں ہے۔ میں اپنا
68,Urdu,Offering Help,استاد,طالب علم,Medium,Formal,Professional offer,Neutral,کیا میں اس حصے کی مزید وضاحت کر دوں؟,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,نهیں، اب تک مزید وضاحت بہت کافی ہے۔,جی سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا شک ہے۔ میں دوبار�,جی سر، بہت شکریہ، اب توازح ہو گیا ہے۔ اگر اور بھی کچھ سمج
69,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Eager offer,Positive,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,"سر، میری两侧滑动以查看完整回答
user
，جی سر، اب تھوڑا سا راحة ہوں۔

ی",ضرور، مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گا۔,یار، شکریہ، مگر ابھی اتنا کام باقی نہیں ہے، میں خود مکمل کر لوں
70,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Reassuring offer,Negative,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,یار، اتنا پاسخ دینا غلط ہے، آج کبھی ٹھیک ہو جانے دو۔,ضرور، یار، مگر اب تو لگ رہا ہے جیسے سب کچھ بہت برا ہو جا,ضرور، شکریہ! اب تو لگ رہا ہے مفتحانہ سب کچھ ٹھیک ہو ج
71,Urdu,Offering Help,ماں,بیٹا,High,Informal,Caring offer,Positive,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,والدین، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔,ماں جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ کام میں خود,ماں جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ سب میں خود
72,Urdu,Offering Help,والد,بیٹا,High,Formal,Directive offer,Neutral,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,والد جان، یہ بس اتنا کام نہیں، میں خود میں بسی رہ لوں گا۔,دادا جان، میں بالکل ٹھیک ہوں، آپ فکر نہ کریں۔ یہ کام میں خود �,سر، شکریہ، مگر ابھی اتنا کام باقی نہیں ہے، میں خود مکمل کر لوں گ
73,Urdu,Offering Help,سینئر,جونیئر,High,Formal,Authoritative offer,Negative,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,سر، اگر شکریہ، میں بالکل مہربان ہوں۔ ابھی ٹھیک کر لوں,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل,سر، بہت شکریہ، مگر ابھی اتنا کام باقی نہیں ہے، میں خود مکمل کر
74,Urdu,Offering Help,کزن,کزن,Low,Informal,Friendly support,Positive,میں تمہارے ساتھ ہوں، فکر مت کرو۔,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,ٹھیک ہے، میری جانب سے ٹھیک ہوں گا۔,ٹھیک ہے باجی، اللہ کا زحمت خواہ، میں بالکل ٹھیک ہوں�,ضرور، شکریہ! اب کافی حد تک ٹھیک ہوں، اللہ کا شکر ہے۔ اگر ا
75,Urdu,Offering Help,کزن,کزن,Low,Informal,Dismissive offer,Negative,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,سر، اور ابھی زحمت کی جان سے رہنے دو، میں اتنا کام کر لوں گا۔,ضرور، باجی، مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ,ضرور، شکریہ! مگر ابھی اتنا کام باقی نہیں ہے، میں خود مکمل کر لوں
76,Urdu,Paying for a Meal,قریبی دوست,قریبی دوست,Low,Informal,Friendly insistence,Positive,یار، رہنے دو، آج بل میری طرف سے ہے۔,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,یار، اس بار میری طرف سے رہنے دو، آج بال ادا کرنے پر میری خواہش ہ,یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔,"یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔
سر، بہت"
77,Urdu,Paying for a Meal,قریبی دوست,قریبی دوست,Low,Informal,Playful insistence,Neutral,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,سر، اس بار میں جیب میں ہاتھ دیتا ہوں، لیکن اب تو بال کا مقصد م,ضرور، یار، اس بار میرا ٹھیک ہے، اب تو میں خود ادائیگی کریں دوں گا۔,ضرور، شکریہ! اب تو لگ رہا ہے مفت کا کھانا کھانا پلا دینا پڑے
78,Urdu,Paying for a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite insistence,Positive,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,ٹھیک ہے، اب تو ادا کر لو۔,ضرور، اس بار میری طرف سے تم پلا دینا۔,"ضرور، میں ادا کر لوں گا۔ شکریہ۔

Reasoning: آپ نے بہت خوبانی کی، مفت"
79,Urdu,Paying for a Meal,پڑوسی,پڑوسی,Medium,Formal,Soft offer,Neutral,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,سر، اگر آپ زحمت لینے دو تو میں بہت خوبصورتی سے ادا کر لوں گا۔,ضرور، اگر آپ فکر نہ کریں، میں خود ادا کر دیتا ہوں۔,ضرور، میں بالکل شکر گزار ہوں۔ یہ بہت مہربانی ہے۔
80,Urdu,Paying for a Meal,بھائی,بہن,Medium,Informal,Supportive insistence,Positive,تم مت نکالو، آج بل میری طرف سے ہے۔,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,بل دو، یہ بہت اچھا ہے۔ آج میں خود ادائی گا۔,بھائی، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔,باجی، اس بار مفت نہیں ہوگا، آج بل میری طرف سے ہے۔ وہ
81,Urdu,Paying for a Meal,بڑی بہن,بھائی,Medium,Informal,Casual refusal,Neutral,میں بل دے دیتی ہوں۔,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,سر، آپ کو زحمت ہوگی۔ میں خود بل دیتا ہوں۔,باجی، اس بار میری طرف سے نہیں، آپ زحمت ہوگی۔,بل، اس بار مفت نہیں ہوگا، میں خود ادائیگی کر لوں گا۔ آپ فکر نہ کری
82,Urdu,Paying for a Meal,استاد,طالب علم,Medium,Formal,Respectful offer,Positive,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,سر، آج وہ دن ہے جب میں نے بل کی فکر نہیں کر رہا ہوں۔ آپ,سر، بہت شکریہ، لیکن اس بار میری طرف سے صرف چائے کا بیلٹ پلا دینے کا ب�,سر، بہت شکریہ، لیکن اس بار میری زحمت کریں۔ آئندہ میں خود چارج رہنا
83,Urdu,Paying for a Meal,استاد,طالب علم,Medium,Formal,Professional insistence,Neutral,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,سر، آج میں بل ادا کر لوں گا۔,سر، آپ کی بہت مہربانی، لیکن ابھی اتنا پلا دینا پڑے گا تو میری والدین فکر �,سر، مفت کا بہت شکریہ، لیکن ابھی اتنا وقت باقی نہیں ہے، میں
84,Urdu,Paying for a Meal,دوست,دوست,Low,Informal,Assertive insistence,Negative,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,دادی، اب تک صرف ٹھیک ہوں، ابھی بل نہیں دینا۔,ضرور، یار، اس بار میری زحمت ہوگی۔,یار، ابھی اتنا باقی نہیں ہے، میں خود دے لوں گا۔ اس سے
