ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
59,قریبی دوست,قریبی دوست,Low,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,,,,,,,"""بہت شکریہ، یہ بہت خوبصورت ہے۔ رکھوں گا۔""",,,,,,,"""واہ، شکریہ دوست! یہ بہت محبت ہے تمہاری، میں اسے بہت پسند کروں گا۔""",,,,,,,"""شکر ہوے، یہ بہت پیارا ہے، لیکن آپ کی محبت اور یاد ہی سب س",,,,,,,"""شکریہ، یہ بہت خوبصورت ہے۔ آپ کی بہت مہربانی، لیکن ابھی",,,,,,
60,بزرگ,نوجوان,High,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,,,,,,,"""دادی جان، آپ کی محبت کا یہ تحفہ بہت پیارا ہے، لیکن مجھے یہ ک",,,,,,,"""جبتے ہوئے، یہ بہت محبوب ہے۔ ممنون، بابا جان۔""",,,,,,,"""شکر ہے، بڑے جان، لیکن ابھی تو بہت کم وقت ہے، میں خود اس�",,,,,,,"""بہت شکریہ دادا جان، آپ کی محبت ہی میرے لیے سب سے بڑا تحفہ ہے۔""",,,,,,
61,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، کچھ مدد چاہیے؟,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,,,,,,,"""جی، آپ کی مدد کا بہت شکریہ، لیکن ابھی یہ کام میں خود ہی حل ہو",,,,,,,"""ٹھیک ہے، مگر اب تک کچھ مہربانی نہیں ہے۔ میں خود مکمل",,,,,,,"""جی سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود",,,,,,,"""نہیں یار، شکریہ! میں خود ہی کر لوں گا۔""",,,,,,
62,دوست,دوست,Low,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,میں ہاتھ بٹا دوں؟,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,,,,,,,"""شکریہ دوست، مگر میں خود ہی یہ کام کر رہا ہوں۔""",,,,,,,"""نہیں، بس اتنا کہیں کہ اگر ضرورت ہو تو مدد لے آؤں گا�",,,,,,,"""ٹھیک ہے دوست، میں خود مکمل کر لیا گا، مگر مدد کیا جانے",,,,,,,"""شکر ہوے، نہیں ضرورت نہیں، میں خود ہی جلد مکمل کرو�",,,,,,
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,,,,,,,"""ٹھیک ہے، مگر آپ کی مدد کا بہت شکریہ، میں خود مصروف کر ل",,,,,,,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",,,,,,,"""شکر ہوتی ہے، لیکن ابھی یہ کام میں خود ہی حل ہو جائے گ",,,,,,,"""بہت شکریہ، لیکن میں خود ہی کر لوں گا۔""",,,,,,
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,,,,,,,"""شکریہ، آپ کی پیشکش کا بہت شکریہ، لیکن میں خود ہی کام کر رہا ہوں۔""",,,,,,,"""شکر ہوتا ہے، لیکن ابھی تو کچھ کام باقی ہیں، مگر اگر ضرورت �",,,,,,,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",,,,,,,"""ٹھیک ہے، بھائی، اگر کسی کام کی ضرورت ہو تو بتا دیں گے",,,,,,
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,,,,,,,"""نہیں بھائی، یہ تو بہت سست کام ہے، خود کر لوں گا۔""",,,,,,,"""نہیں بھائی، شکریہ! میں خود ہی کر لوں گا، بس تھوڑی دیر لگے گی۔""",,,,,,,"""نہیں، بس اتنا کہ، میں خود اسے مکمل کر لوں گا، آپ زحمت نہ کری�",,,,,,,"""میں بھی مصروف ہوں، لیکن میں اپنا کام مکمل کرنا چاہتا ہ",,,,,,
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,,,,,,,"""باجی، بہت شکریہ، لیکن میں نے ابھی خود ہی سواری بک کر لی ہ�",,,,,,,"""ٹھیک ہے بہن، مگر میں بہت ٹھیک ہوں، اپنا کام کر سک",,,,,,,"""شکر ہوے، آپ کو زحمت ہوگی، میں نے ٹیکسی بک کر لی ہے",,,,,,,"""شکریہ باجی، لیکن میں خود ہی جا رہا ہوں، آپ فکر نہ کریں۔""",,,,,,
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,,,,,,,"""استاد جان، میں بہت سمجھ سکتا ہوں، لیکن اگر کوئی مسئلہ ہو",,,,,,,"""شکریہ استاد، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں",,,,,,,"""جی سر، آپ کی رہنمائی کا بہت شکریہ۔""",,,,,,,"""شکریہ سر، آپ کی مدد کا بہت شکریہ، مگر میں نے خود ہی مسئلہ حل کر لیا ہے۔""",,,,,,
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,,,,,,,"""جی استاد، اگر آپ وضاحت کر دیں تو مجھے بہتر سمجھنے میں مدد ملے گی۔""",,,,,,,"""نہیں استاد، میں نے ابھی ہی اسے سمجھ لیا ہے۔""",,,,,,,"""جی، بہت ضرور، مجھے سمجھ میں آیا ہے۔""",,,,,,,"""ٹھیک ہے استاد، مزید وضاحت کر دیں۔ میں اس کو بہت کمیں سمجھ",,,,,,
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,,,,,,,"""شکر ہوگا، لیکن ابھی یہ کام میں خود ہی حل ہو جائے گا، آپ",,,,,,,"""شکریہ، لیکن ابھی کام کا بوجھ اتنا بڑا نہیں ہے۔ میں خود",,,,,,,"""شکریہ دوست، مگر میں خود ہی اسے سنبھال لوں گا۔""",,,,,,,"""ٹھیک ہے بھائی، آپ کی مدد کا بہت شکریہ، میں ایسے نہی",,,,,,
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,,,,,,,"""ٹھیک ہے، مگر اس لیے تسلی کی نیاز نہیں ہے، آپ کی تسلی",,,,,,,"""شکریہ دوست، تمہاری باتوں سے کچھ تسلی ہوئی ہے۔""",,,,,,,"""جی، آپ کا یہ بہت احسن ہے، لیکن یہ مسئلہ تو ابھی حل نہی�",,,,,,,"""جی، یقیناً سب ٹھیک ہو جائے گا، مگر ابھی اتنی فکر کیوں ہ�",,,,,,
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,,,,,,,"""والدہ جان، شکریہ، لیکن ابھی کام کا بوجھ کم ہے۔ میں خود اسے مکمل",,,,,,,"""ماں، آپ کی بہت مہربانی، لیکن یہ کام میں خود ہی اور کر لوں گا�",,,,,,,"""نہیں ماں، آپ کو زحمت کرنے کی ضرورت نہیں، میں خود ہی کر لوں گا۔""",,,,,,,"""بیٹا، شکریہ لیکن میں کافی ہوں، آپ کو زحمت نہیں ہو",,,,,,
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,,,,,,,"""والد جان، میں بہت مہارت سے کام کر رہا ہوں، لیکن اگر آپ کی",,,,,,,"""شکریہ ابو، مگر میں یہ کام خود ہی کر لوں گا۔ آپ آرام کریں۔""",,,,,,,"""والد صاحب، بہت شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں",,,,,,,"""شکر ہوگا، والد جان، لیکن یہ کام میں خود ہی مکمل کر لوں گا، آپ کو زح",,,,,,
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,,,,,,,"""جناب، آپ کی بہت مہربانی ہے، لیکن ابھی یہ کام میں خود سنبھالتا",,,,,,,"""سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اس",,,,,,,"""سر، ممنون ہوں لیکن ابھی میں اس کام کو مکمل کر رہا ہوں۔",,,,,,,"""سر، بہت شکریہ، لیکن میں خود ہی کوشش کرتا ہوں، مجھے یقین ہے کہ میں اسے حل کر لوں گا۔""",,,,,,
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,,,,,,,"""میں تسلی میں ہوں، ک zunzān کی حمایت کو بھی شکریہ۔""",,,,,,,"""شکر کزن، آپ کی حمایت کا بہت شکریہ۔""",,,,,,,"""شکر ہوگا کہ تم میرے ساتھ ہو۔ یہ تو مجھے بہت اچ",,,,,,,"""شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔""",,,,,,
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,,,,,,,"""کیا کزن جان، یہ کام میں خود کر رہا ہوں، آپ کی مداحلت سے مجھے خوش",,,,,,,"""مجھے بہت شکریہ، لیکن ابھی کام مکمل ہونا باقی ہے، میں خود سنب",,,,,,,"""ٹھیک ہے، میں مدد کر رہا ہوں۔ اگر کسی کے ہی کام پر ن",,,,,,,"""نہیں یار، میں خود ہی کر لوں گا، تم فکر نہ کرو۔""",,,,,,
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,,,,,,,"""یار، بہت شکریہ، لیکن آج بل میری طرف سے ہے، تم پلا دینا۔""",,,,,,,"""یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""",,,,,,,"""ٹھیک ہے بھائی، اب آپ بل کے لیے آئیں گے۔""",,,,,,,"""نہیں یار، اس بار میری طرف سے رہنے دو، تم اگلی بار کر لینا۔""",,,,,,
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,,,,,,,"""جی یار، ابھی تو میں نے پہلے ہی کہا تھا کہ آج میرا",,,,,,,"""نہیں یار، آج میں بل ادا کروں گا، تم اگلی بار کر لینا۔""",,,,,,,"""یار، مگر تم کیا کر سکتے ہیں، میں اسے بھر دیتا ہوں۔""",,,,,,,"""یار، تم بھی بل ادا کرو، پھر کبھی تم پلا دینا۔""",,,,,,
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,,,,,,,"""نہیں، شکریہ! آج کی ادائیگی میری طرف سے ہے۔""",,,,,,,"""شکریہ، مگر آج کا بل آپ کے پڑوسی کے طور پر ہے، اس لیے وہ خود",,,,,,,"""ٹھیک ہے، شکریہ کرتے ہیں۔ آپ کی ادائیگی کا بہت شکری",,,,,,,"""جی، بہت شکریہ، میں خود ادائیگی کر لوں گا۔""",,,,,,
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,,,,,,,"""ٹھیک ہے، مگر آپ کی ترجیح دینے کی کوشش کریں۔""",,,,,,,"""جی، آپ کی بہت مہربانی، لیکن ابھی میں خود ادائیگی کر لوں گا۔""",,,,,,,"""شکریہ، مگر آج بل میری طرف سے ہے۔""",,,,,,,"""جی، اگر آپ مان لیں تو میں بل ادا کر دوں گا۔""",,,,,,
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,,,,,,,"""ٹھیک ہے، مگر میں نے تو پہلے ہی بل ادا کر دیا ہے",,,,,,,"""ٹھیک ہے بھائی، میں اس کے لیے آؤں گا۔""",,,,,,,"""نہیں بھائی، آج میں بل ادا کرتا ہوں، تم اگلی بار کر لینا۔""",,,,,,,"""بھائی، بہت شکریہ، لیکن میں ابھی بل ادا کروں گا، آپ کا بھی کچ",,,,,,
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,,,,,,,"""باجی، آپ کا بہت شکریہ، مگر میں خود ادا کر لیتا ہوں۔""",,,,,,,"""بیٹا، میں یہ ذمہ لیں گے۔""",,,,,,,"""باجی، آپ کی بہت مہربانی ہوگی، لیکن میں خود ادائیگی کر لوں گا۔""",,,,,,,"""باجی، شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔""",,,,,,
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,,,,,,,"""جی سر، آپ کی بہت مہربانی، لیکن یہ میرا فرض ہے کہ آپ کی ادائیگی کرو",,,,,,,"""ٹھیک ہے استاد، مگر اب تک کام میں کچھ باقی ہے۔ آپ کی ادائی",,,,,,,"""سر، بہت شکریہ، مگر میں خود ادائیگی کرنا چاہتا ہوں۔""",,,,,,,"""استاد صاحب، بہت شکریہ، لیکن میں آپ کی دعوت قبول کر نے کے قابل نہیں ت",,,,,,
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,,,,,,,"""استاد، بہت شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود",,,,,,,"""جی سر، بہت شکریہ۔ آپ کی بہت مہربانی ہے۔""",,,,,,,"""سر، آپ کی مہربانی ہے، لیکن میں خود بل ادا کرنا چاہتا ہوں۔""",,,,,,,"""ٹھیک ہے، اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔""",,,,,,
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,,,,,,,"""ٹھیک ہے، بیٹا، مگر اب تک میں اسے کھلتا رہungi۔""",,,,,,,"""ٹھیک ہے، اگر آپ چاہتے ہیں تو میں آج بل میں دے سکت",,,,,,,"""یار، بہت شکریہ، لیکن یہ میرا ہمارے کھانے کے روایتی اصول ک",,,,,,,"""ٹھیک ہے، مگر اگلی بار میری طرف سے رہے گا۔""",,,,,,
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,,,,,,,"""بیٹا، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""",,,,,,,"""نہیں یار، اس بار مجھے بل دینا ہے، پھر کبھی تم پلا دینا۔""",,,,,,,"""نہیں یار، آج میں بل ادا کرنا چاہتا ہوں، تم اگلی بار دے دینا۔""",,,,,,,"""شکریہ، لیکن ابھی تو میں خود ادا کر لوں گا۔""",,,,,,
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,,,,,,,"""والدجان، یقیناً نہیں، آپ کی دعوت کا بہت شکریہ۔""",,,,,,,"""والد جان، میں ادا کر دیں گا۔ آپ کی ادائیگی کا بہت شکریyah۔",,,,,,,"""شکریہ ابو، مگر میں آج کا بل خود ادا کرنا چاہتا ہوں۔""",,,,,,,"""والد جان، بہت شکریہ، لیکن ابھی تو کچھ باقی ہے، میں خود اسے مکمل",,,,,,
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,,,,,,,"""والد صاحب، بہت شکریہ، لیکن میں خود ادا کر لوں گا، آپ زحمت نہ کریں�",,,,,,,"""نہیں نہیں، والد جان، یہ میرا کھانا ہے، آپ کو زحمت ہ",,,,,,,"""ٹھیک ہے بابا، میں ادا کر دیتا ہوں۔ شکریہ کرتا ہوں ک",,,,,,,"""نہیں ابو، آپ کو زحمت کرنے کی ضرورت نہیں، میں خود ادا کر لیتا ہوں۔""",,,,,,
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,,,,,,,"""ٹھیک ہے، میں اس کو ملاحظہ کر لیتا ہوں۔ آپ کی مدد کرنا بہ",,,,,,,"""سر، بہت شکریہ، لیکن میں بھی اپنا حصہ دینا چاہتا ہوں۔""",,,,,,,"""سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اس",,,,,,,"""جی، نہیں، یہ بل کمپنی کی طرف سے ہے، میں خود دیکھ لوں گا",,,,,,
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,,,,,,,"""نہیں یار، آج میں بل ادا کروں گا، تم اگلی بار کر لینا۔""",,,,,,,"""شکریہ، لیکن میں خود ادائیگی کر لوں گا، تم زحمت نہ کریں۔""",,,,,,,"""شکریہ کزن، آپ کی بہت مہربانی ہے، لیکن میں خود ادائیگی کر لوں گا",,,,,,,"""ٹھیک ہے بیٹا، میں آپ کی طرف سے بہت شکریہ، لیکن میں",,,,,,
90,کزن,کزن,Low,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,,,,,,,"""نہیں یار، آج کی دعوت میری طرف سے ہے، تم فکر نہ کرو۔""",,,,,,,"""ٹھیک ہے، ابھی آدھا آدھا کر لیں۔""",,,,,,,"""ٹھیک ہے، اگر آپ مان گے تو ہم آدھا آدھا کر لیتے ہیں",,,,,,,"""جی یار، بہت بہتر ہے، میں بھی آدھا آدھا کر لوں گا�",,,,,,
91,دادا,پوتا,High,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,,,,,,,"""ٹھیک ہے دادا، میں آتا ہوں۔""",,,,,,,"""جی دادا جان، میں نے پہلے ہی دوسری سواری کا انتظام کر لیا ہے،",,,,,,,"""جی دادا جان، میں آپ کے ساتھ چلوں گا۔""",,,,,,,"""جی دادا جان، میں آپ کے ساتھ چلوں گا۔""",,,,,,
92,دادی,پوتی,High,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,,,,,,,"""جی دادی جان، آپ کی نصیحت پر توجہ دیتا ہوں گا۔""",,,,,,,"""والدین جان، میں بالکل ٹھیک ہوں، اس لیے دوا لینے کی ضرورت ن",,,,,,,"""جی دادی جان، میں وقت پر دوا لے لوں گا، آپ فکر نہ کریں۔""",,,,,,,"""دادی جان، بہت شکریہ، لیکن میں نے ابھی دوا لے لی ہے، بس ابھ",,,,,,
93,والد,بیٹا,High,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,,,,,,,"""جی، والد جان، میں جلدی اٹھ جاؤں گا، آپ کی تاکید کا بہت شکریہ۔""",,,,,,,"""جی والد صاحب، میں وقت پر اٹھ جاؤں گا۔""",,,,,,,"""ٹھیک ہے والد جان، میں کل صبح جلدی آتا ہوں۔""",,,,,,,"""جی بابا، میں خود اس بات کو یقینی بنا لوں گا کہ میں وقت پر حاضر ہوں۔""

---",,,,,,
