ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
61,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، کچھ مدد چاہیے؟,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,4,4,4,4,0,0,"""جی، آپ کی مدد کا بہت شکریہ، لیکن ابھی یہ کام میں خود ہی حل ہو",3,3,3,3,0,0,"""ٹھیک ہے، مگر اب تک کچھ مہربانی نہیں ہے۔ میں خود مکمل",2,2,2,2,0,2,"""جی سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود",2,2,2,2,0,0,"""نہیں یار، شکریہ! میں خود ہی کر لوں گا۔""",3,3,3,3,0,0
62,دوست,دوست,Low,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,میں ہاتھ بٹا دوں؟,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,4,4,4,4,0,0,"""شکریہ دوست، مگر میں خود ہی یہ کام کر رہا ہوں۔""",3,3,3,3,0,0,"""نہیں، بس اتنا کہیں کہ اگر ضرورت ہو تو مدد لے آؤں گا�",2,2,2,2,0,0,"""ٹھیک ہے دوست، میں خود مکمل کر لیا گا، مگر مدد کیا جانے",3,3,3,3,0,0,"""شکر ہوے، نہیں ضرورت نہیں، میں خود ہی جلد مکمل کرو�",2,2,2,2,0,0
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,4,4,4,4,0,0,"""ٹھیک ہے، مگر آپ کی مدد کا بہت شکریہ، میں خود مصروف کر ل",2,2,2,2,0,0,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",3,3,3,3,0,0,"""شکر ہوتی ہے، لیکن ابھی یہ کام میں خود ہی حل ہو جائے گ",3,3,3,3,0,0,"""بہت شکریہ، لیکن میں خود ہی کر لوں گا۔""",3,3,3,3,0,0
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,"""شکریہ، آپ کی پیشکش کا بہت شکریہ، لیکن میں خود ہی کام کر رہا ہوں۔""",3,3,3,3,0,1,"""شکر ہوتا ہے، لیکن ابھی تو کچھ کام باقی ہیں، مگر اگر ضرورت �",3,3,3,3,0,0,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",3,3,3,3,0,0,"""ٹھیک ہے، بھائی، اگر کسی کام کی ضرورت ہو تو بتا دیں گے",2,2,2,2,0,1
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,3,4,4,4,0,0,"""نہیں بھائی، یہ تو بہت سست کام ہے، خود کر لوں گا۔""",2,2,2,2,0,0,"""نہیں بھائی، شکریہ! میں خود ہی کر لوں گا، بس تھوڑی دیر لگے گی۔""",2,2,2,2,0,0,"""نہیں، بس اتنا کہ، میں خود اسے مکمل کر لوں گا، آپ زحمت نہ کری�",3,3,3,3,0,0,"""میں بھی مصروف ہوں، لیکن میں اپنا کام مکمل کرنا چاہتا ہ",3,3,3,3,0,0
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,3,4,4,4,0,0,"""باجی، بہت شکریہ، لیکن میں نے ابھی خود ہی سواری بک کر لی ہ�",1,1,1,1,0,0,"""ٹھیک ہے بہن، مگر میں بہت ٹھیک ہوں، اپنا کام کر سک",2,2,2,2,0,0,"""شکر ہوے، آپ کو زحمت ہوگی، میں نے ٹیکسی بک کر لی ہے",3,3,3,3,0,0,"""شکریہ باجی، لیکن میں خود ہی جا رہا ہوں، آپ فکر نہ کریں۔""",4,4,4,4,0,0
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,4,3,4,4,0,0,"""استاد جان، میں بہت سمجھ سکتا ہوں، لیکن اگر کوئی مسئلہ ہو",2,2,2,2,0,0,"""شکریہ استاد، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں",3,3,3,3,0,0,"""جی سر، آپ کی رہنمائی کا بہت شکریہ۔""",2,2,2,2,0,0,"""شکریہ سر، آپ کی مدد کا بہت شکریہ، مگر میں نے خود ہی مسئلہ حل کر لیا ہے۔""",3,3,3,3,0,0
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,4,4,4,4,0,0,"""جی استاد، اگر آپ وضاحت کر دیں تو مجھے بہتر سمجھنے میں مدد ملے گی۔""",3,3,3,3,0,0,"""نہیں استاد، میں نے ابھی ہی اسے سمجھ لیا ہے۔""",2,2,2,2,0,0,"""جی، بہت ضرور، مجھے سمجھ میں آیا ہے۔""",2,2,2,2,0,0,"""ٹھیک ہے استاد، مزید وضاحت کر دیں۔ میں اس کو بہت کمیں سمجھ",3,3,3,3,0,0
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,4,3,4,4,0,0,"""شکر ہوگا، لیکن ابھی یہ کام میں خود ہی حل ہو جائے گا، آپ",2,2,2,2,0,0,"""شکریہ، لیکن ابھی کام کا بوجھ اتنا بڑا نہیں ہے۔ میں خود",2,2,2,2,0,0,"""شکریہ دوست، مگر میں خود ہی اسے سنبھال لوں گا۔""",2,2,2,2,0,2,"""ٹھیک ہے بھائی، آپ کی مدد کا بہت شکریہ، میں ایسے نہی",2,2,2,2,0,0
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,3,3,4,4,0,0,"""ٹھیک ہے، مگر اس لیے تسلی کی نیاز نہیں ہے، آپ کی تسلی",2,2,2,1,0,0,"""شکریہ دوست، تمہاری باتوں سے کچھ تسلی ہوئی ہے۔""",1,1,1,1,0,0,"""جی، آپ کا یہ بہت احسن ہے، لیکن یہ مسئلہ تو ابھی حل نہی�",3,3,3,3,0,0,"""جی، یقیناً سب ٹھیک ہو جائے گا، مگر ابھی اتنی فکر کیوں ہ�",2,2,2,2,0,0
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,4,4,4,4,0,0,"""والدہ جان، شکریہ، لیکن ابھی کام کا بوجھ کم ہے۔ میں خود اسے مکمل",3,3,3,3,0,0,"""ماں، آپ کی بہت مہربانی، لیکن یہ کام میں خود ہی اور کر لوں گا�",2,2,2,2,0,0,"""نہیں ماں، آپ کو زحمت کرنے کی ضرورت نہیں، میں خود ہی کر لوں گا۔""",4,4,4,4,0,0,"""بیٹا، شکریہ لیکن میں کافی ہوں، آپ کو زحمت نہیں ہو",2,2,2,2,0,2
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,"""والد جان، میں بہت مہارت سے کام کر رہا ہوں، لیکن اگر آپ کی",3,3,3,3,0,0,"""شکریہ ابو، مگر میں یہ کام خود ہی کر لوں گا۔ آپ آرام کریں۔""",2,2,2,2,0,0,"""والد صاحب، بہت شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں",3,3,3,3,0,0,"""شکر ہوگا، والد جان، لیکن یہ کام میں خود ہی مکمل کر لوں گا، آپ کو زح",2,2,2,2,0,0
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,4,4,4,4,0,0,"""جناب، آپ کی بہت مہربانی ہے، لیکن ابھی یہ کام میں خود سنبھالتا",3,3,3,3,0,0,"""سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اس",3,3,3,3,0,0,"""سر، ممنون ہوں لیکن ابھی میں اس کام کو مکمل کر رہا ہوں۔",2,2,2,2,0,0,"""سر، بہت شکریہ، لیکن میں خود ہی کوشش کرتا ہوں، مجھے یقین ہے کہ میں اسے حل کر لوں گا۔""",3,3,3,3,0,0
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,4,3,4,4,0,0,"""میں تسلی میں ہوں، ک zunzān کی حمایت کو بھی شکریہ۔""",3,3,3,3,0,0,"""شکر کزن، آپ کی حمایت کا بہت شکریہ۔""",1,1,1,1,0,0,"""شکر ہوگا کہ تم میرے ساتھ ہو۔ یہ تو مجھے بہت اچ",2,2,2,2,0,0,"""شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔""",3,3,3,3,0,0
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,3,4,4,4,0,0,"""کیا کزن جان، یہ کام میں خود کر رہا ہوں، آپ کی مداحلت سے مجھے خوش",2,2,2,2,0,0,"""مجھے بہت شکریہ، لیکن ابھی کام مکمل ہونا باقی ہے، میں خود سنب",2,2,2,2,0,0,"""ٹھیک ہے، میں مدد کر رہا ہوں۔ اگر کسی کے ہی کام پر ن",2,2,2,2,0,0,"""نہیں یار، میں خود ہی کر لوں گا، تم فکر نہ کرو۔""",2,2,2,2,0,0
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,3,4,4,4,0,0,"""یار، بہت شکریہ، لیکن آج بل میری طرف سے ہے، تم پلا دینا۔""",3,3,3,3,0,0,"""یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""",3,3,3,3,0,0,"""ٹھیک ہے بھائی، اب آپ بل کے لیے آئیں گے۔""",1,1,1,1,0,0,"""نہیں یار، اس بار میری طرف سے رہنے دو، تم اگلی بار کر لینا۔""",3,3,3,3,0,0
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,3,3,4,4,0,0,"""جی یار، ابھی تو میں نے پہلے ہی کہا تھا کہ آج میرا",1,1,1,1,0,0,"""نہیں یار، آج میں بل ادا کروں گا، تم اگلی بار کر لینا۔""",2,2,2,2,0,0,"""یار، مگر تم کیا کر سکتے ہیں، میں اسے بھر دیتا ہوں۔""",3,3,3,3,0,0,"""یار، تم بھی بل ادا کرو، پھر کبھی تم پلا دینا۔""",1,1,1,1,0,0
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,4,4,4,4,0,0,"""نہیں، شکریہ! آج کی ادائیگی میری طرف سے ہے۔""",1,1,1,0,2,0,"""شکریہ، مگر آج کا بل آپ کے پڑوسی کے طور پر ہے، اس لیے وہ خود",1,1,1,1,0,0,"""ٹھیک ہے، شکریہ کرتے ہیں۔ آپ کی ادائیگی کا بہت شکری",3,3,3,3,0,0,"""جی، بہت شکریہ، میں خود ادائیگی کر لوں گا۔""",3,3,3,3,0,0
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,4,4,4,4,0,0,"""ٹھیک ہے، مگر آپ کی ترجیح دینے کی کوشش کریں۔""",3,3,3,3,0,0,"""جی، آپ کی بہت مہربانی، لیکن ابھی میں خود ادائیگی کر لوں گا۔""",2,2,2,2,0,0,"""شکریہ، مگر آج بل میری طرف سے ہے۔""",3,3,3,3,0,0,"""جی، اگر آپ مان لیں تو میں بل ادا کر دوں گا۔""",3,3,3,3,0,0
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,3,3,4,4,0,0,"""ٹھیک ہے، مگر میں نے تو پہلے ہی بل ادا کر دیا ہے",1,1,1,0,2,0,"""ٹھیک ہے بھائی، میں اس کے لیے آؤں گا۔""",2,2,2,2,0,1,"""نہیں بھائی، آج میں بل ادا کرتا ہوں، تم اگلی بار کر لینا۔""",4,4,4,4,0,1,"""بھائی، بہت شکریہ، لیکن میں ابھی بل ادا کروں گا، آپ کا بھی کچ",2,2,2,2,0,0
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,4,4,4,4,0,0,"""باجی، آپ کا بہت شکریہ، مگر میں خود ادا کر لیتا ہوں۔""",3,3,3,3,0,0,"""بیٹا، میں یہ ذمہ لیں گے۔""",2,2,2,2,0,0,"""باجی، آپ کی بہت مہربانی ہوگی، لیکن میں خود ادائیگی کر لوں گا۔""",3,3,3,3,0,0,"""باجی، شکریہ، لیکن اس سب کی ضرورت نہیں ہے۔""",3,3,3,3,0,0
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,4,4,4,4,0,0,"""جی سر، آپ کی بہت مہربانی، لیکن یہ میرا فرض ہے کہ آپ کی ادائیگی کرو",2,2,2,2,0,0,"""ٹھیک ہے استاد، مگر اب تک کام میں کچھ باقی ہے۔ آپ کی ادائی",1,1,1,1,0,0,"""سر، بہت شکریہ، مگر میں خود ادائیگی کرنا چاہتا ہوں۔""",2,2,2,2,0,0,"""استاد صاحب، بہت شکریہ، لیکن میں آپ کی دعوت قبول کر نے کے قابل نہیں ت",3,3,3,3,0,0
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,4,3,4,4,0,0,"""استاد، بہت شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود",0,0,0,0,2,0,"""جی سر، بہت شکریہ۔ آپ کی بہت مہربانی ہے۔""",3,3,3,3,0,0,"""سر، آپ کی مہربانی ہے، لیکن میں خود بل ادا کرنا چاہتا ہوں۔""",2,2,2,2,0,0,"""ٹھیک ہے، اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔""",3,3,3,3,0,0
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,3,3,4,4,0,0,"""ٹھیک ہے، بیٹا، مگر اب تک میں اسے کھلتا رہungi۔""",1,1,1,0,1,0,"""ٹھیک ہے، اگر آپ چاہتے ہیں تو میں آج بل میں دے سکت",2,2,2,2,0,0,"""یار، بہت شکریہ، لیکن یہ میرا ہمارے کھانے کے روایتی اصول ک",3,3,3,3,0,0,"""ٹھیک ہے، مگر اگلی بار میری طرف سے رہے گا۔""",3,3,3,3,0,0
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,4,4,4,4,0,0,"""بیٹا، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""",2,2,2,2,0,1,"""نہیں یار، اس بار مجھے بل دینا ہے، پھر کبھی تم پلا دینا۔""",2,2,2,2,0,0,"""نہیں یار، آج میں بل ادا کرنا چاہتا ہوں، تم اگلی بار دے دینا۔""",2,2,2,2,0,0,"""شکریہ، لیکن ابھی تو میں خود ادا کر لوں گا۔""",3,3,3,3,0,0
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,4,3,4,4,0,0,"""والدجان، یقیناً نہیں، آپ کی دعوت کا بہت شکریہ۔""",2,2,2,2,0,0,"""والد جان، میں ادا کر دیں گا۔ آپ کی ادائیگی کا بہت شکریyah۔",2,2,2,2,0,0,"""شکریہ ابو، مگر میں آج کا بل خود ادا کرنا چاہتا ہوں۔""",2,2,2,2,0,0,"""والد جان، بہت شکریہ، لیکن ابھی تو کچھ باقی ہے، میں خود اسے مکمل",3,3,3,3,0,0
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,4,4,4,4,0,0,"""والد صاحب، بہت شکریہ، لیکن میں خود ادا کر لوں گا، آپ زحمت نہ کریں�",1,1,1,1,0,0,"""نہیں نہیں، والد جان، یہ میرا کھانا ہے، آپ کو زحمت ہ",2,2,2,2,0,0,"""ٹھیک ہے بابا، میں ادا کر دیتا ہوں۔ شکریہ کرتا ہوں ک",3,3,3,3,0,0,"""نہیں ابو، آپ کو زحمت کرنے کی ضرورت نہیں، میں خود ادا کر لیتا ہوں۔""",3,3,3,3,0,0
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,4,3,4,4,0,0,"""ٹھیک ہے، میں اس کو ملاحظہ کر لیتا ہوں۔ آپ کی مدد کرنا بہ",1,1,1,0,0,0,"""سر، بہت شکریہ، لیکن میں بھی اپنا حصہ دینا چاہتا ہوں۔""",0,0,0,0,2,0,"""سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اس",2,2,2,2,0,0,"""جی، نہیں، یہ بل کمپنی کی طرف سے ہے، میں خود دیکھ لوں گا",1,1,1,1,0,0
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,3,3,4,4,0,0,"""نہیں یار، آج میں بل ادا کروں گا، تم اگلی بار کر لینا۔""",3,3,3,3,0,0,"""شکریہ، لیکن میں خود ادائیگی کر لوں گا، تم زحمت نہ کریں۔""",2,2,2,2,0,0,"""شکریہ کزن، آپ کی بہت مہربانی ہے، لیکن میں خود ادائیگی کر لوں گا",1,1,1,0,0,2,"""ٹھیک ہے بیٹا، میں آپ کی طرف سے بہت شکریہ، لیکن میں",3,3,3,3,0,1
90,کزن,کزن,Low,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,3,4,4,4,0,0,"""نہیں یار، آج کی دعوت میری طرف سے ہے، تم فکر نہ کرو۔""",1,1,1,1,0,0,"""ٹھیک ہے، ابھی آدھا آدھا کر لیں۔""",2,2,2,2,0,0,"""ٹھیک ہے، اگر آپ مان گے تو ہم آدھا آدھا کر لیتے ہیں",4,4,4,4,0,0,"""جی یار، بہت بہتر ہے، میں بھی آدھا آدھا کر لوں گا�",2,2,2,2,0,0
91,دادا,پوتا,High,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,4,4,4,4,0,0,"""ٹھیک ہے دادا، میں آتا ہوں۔""",3,3,3,3,0,0,"""جی دادا جان، میں نے پہلے ہی دوسری سواری کا انتظام کر لیا ہے،",1,1,1,1,0,0,"""جی دادا جان، میں آپ کے ساتھ چلوں گا۔""",4,4,4,4,0,0,"""جی دادا جان، میں آپ کے ساتھ چلوں گا۔""",4,4,4,4,0,0
92,دادی,پوتی,High,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,4,4,4,4,0,0,"""جی دادی جان، آپ کی نصیحت پر توجہ دیتا ہوں گا۔""",3,3,3,3,0,0,"""والدین جان، میں بالکل ٹھیک ہوں، اس لیے دوا لینے کی ضرورت ن",3,3,3,3,0,1,"""جی دادی جان، میں وقت پر دوا لے لوں گا، آپ فکر نہ کریں۔""",2,2,2,2,0,2,"""دادی جان، بہت شکریہ، لیکن میں نے ابھی دوا لے لی ہے، بس ابھ",3,3,3,3,0,0
