ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
57,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,یہ ہماری طرف سے تحفہ ہے۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,3,3,4,4,0,0,"""بہت شکریہ! آپ کی مہربانی کا بہت احساس ہے۔""",2,2,2,2,0,0,"""شکر ہوے، آپ کی مہربانی کا شکریہ۔""",2,2,2,2,0,0,"""شکریہ، بہت مبارک ہو۔""",2,2,2,2,0,0,"""بہت شکری۔ آپ کی مہربانی کا بہت بہت شکری۔""",3,3,3,3,0,0
58,استاد,شاگرد,High,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,یہ تمہاری محنت کا انعام ہے۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,4,3,4,4,0,0,"""جناب سر، آپ کی مہربانی کا شکریہ۔ یہ انعام میرے لیے ایک بڑا احاط",2,2,2,2,0,0,"""استاد صاحب، آپ کی بہت مہربانی، مگر مجھے یہ انعام نہیں چاہی�",3,3,3,3,0,0,"""بہت شکریہ سر، آپ کی رہنمائی اور حمایت کے بغیر یہ ممکن نہیں تھا۔""",3,3,3,3,0,0,"""جی، بہت ممتن ہوں۔ آپ کی حوصلہ افزائی میرے لیے بہت اہم ہ",4,4,4,4,0,0
59,قریبی دوست,قریبی دوست,Low,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,4,3,4,4,0,0,"""شکریہ یار، یہ بہت مطلب ہے۔ رکھ لو۔""",2,2,2,2,0,0,"""واہ، تمہاری مہربانی! یہ واقعی بہت اچھا ہے، شکریہ!""",2,2,2,2,0,0,"""ارے یار، تم نے آ گئے، میرے لیے یہی یہی کافی تھا۔""",2,2,2,2,0,0,"""شکریہ یار، بس اب تم آ گئے، میرے لیے یہی یہی کافی تھا۔""",4,4,4,4,0,0
60,بزرگ,نوجوان,High,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""دادی جان، آپ کی بہت مہربانی۔ یہ تحفہ رکھ لوں گا، آپ کی پیارے",2,2,2,2,0,0,"""جی، آپ کی مہربانی کو محسوس کرتا ہوں، مرسی۔""",2,2,2,2,0,1,"""شکریہ بابا جان، مگر بس یہی کافی تھا۔""",2,2,2,2,0,0,"""بہت شکریہ، آپ کی محبت کا بہت قدر کرتی ہوں۔""",4,4,4,4,0,1
61,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، کچھ مدد چاہیے؟,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,4,4,4,4,0,0,"""شکر ہوے، تمہاری مدد کی ضرurat نہیں ہے، بس آپ کی رہنمائی",3,3,3,3,0,0,"""بہت مشرب ہو، میں آپ کی مدد کرتا ہوں۔ اگر کوئی مسئلہ ہ",2,2,2,2,0,0,"""شکریہ یار، بس ابھی آپ کی مدد نہیں چاہتی۔ آپ کی بہت مہربانی",2,2,2,1,0,0,"""شکریہ یار، میں خود ہی کر لوں گا، مگر تمہاری پیشکش کا بہت شکریہ!""",2,2,2,2,0,0
62,دوست,دوست,Low,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,میں ہاتھ بٹا دوں؟,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,4,4,4,4,0,0,"""شکریہ دوست، مگر میں خود ہی کر لوں گا۔""",2,2,2,2,0,0,"""جی، میں مدد کر سکتا ہوں۔""
""جی، آپ مدد کر سکتے ہیں۔",0,0,0,0,0,0,"""جی، میں تیزی سے آ آںگی، آج کا کام میں مدد کرنا چاہتا ہ",3,3,3,3,0,0,"""شکر ہوے، تمہیں ضرورت نہیں، بس یہی کافی ہے کہ",0,0,0,0,0,0
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,4,4,4,4,0,0,"""بھائی، مصروفیت کی وجہ سے میں خود کام کر رہا ہوں، لیکن اگ",3,3,3,3,0,0,"""پڑوسی جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام",1,1,1,1,0,0,"""جی، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام خود مکمل کر",3,3,3,3,0,0,"""شکریہ، مگر میں خود ہی کر لوں گی۔ آپ فکر نہ کریں!""",4,4,4,4,0,1
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,"""شکریہ، آپ کی مہربانی ہے، مگر میں خود ہی سب کام سنبھال لوں گی۔""",2,2,2,2,0,0,"""شکر ہوے، آپ کی مدد سے کچھ زیادہ کام ہوسکتا ہے۔""",3,3,3,3,0,0,"""پڑوسی جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام",3,3,3,3,0,0,"""جی، بہت ممتن ہوں۔ اگر کسی کام کی ضرورت ہو تو بے تکلف آئ",2,2,2,2,0,0
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,3,4,4,4,0,0,"""بھائی، مجھے یہاں ہی رہ کر کام کرنا ہے، آپ کو چلو وہا",2,2,2,1,0,0,"""نہیں بھائی، میں خود ہی کر لوں گا، آپ فکر نہ کریں۔""",2,2,2,1,0,0,"""بھائی جان، آپ کی بہت مہربانی، مگر میں یہ کام خود مکمل کر لوں گا، اگر ضرورت",3,3,3,3,0,0,"""میں بھی مصروف ہوں، لیکن آپ کی مدد کرتے ہوں۔""",3,3,3,3,0,0
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,3,4,4,4,0,0,"""میں نے ابھی ہی کام شروع کیا ہے، بس ابھی چل رہا ہوں",1,1,1,1,0,0,"""بہن جان، میں اپنا کام جلد مکمل کرکے آں گا، آپ کی مہربانی ک",2,2,2,2,0,0,"""جی بہن، آپ کی بہت مہربانی، مگر آپ کو یہاں ضرورت ہے، میں",3,3,3,3,0,0,"""شکریہ بہن، مگر میں اکیلا ہی جا رہا ہوں، آپ فکر نہ کریں۔""",2,2,2,2,0,0
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,4,3,4,4,0,0,"""جی، مزیدہ کچھ مسئلہ نہیں، لیکن میں شکریہ کرتا ہوں کہ",2,2,2,2,0,0,"""استاد صاحب، آپ کی بہت مہربانی، مگر میں نے پہلے ہی اپنے دوست",3,3,3,3,0,0,"""جی سر، آپ کی رہنمائی کا بہت شکریہ۔""",2,2,2,2,0,0,"""سر، آپ کی پیشکش کا بہت شکریہ، میں ضرور آپ سے رہنمائی لوں گا۔""",2,2,2,2,0,0
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,4,4,4,4,0,0,"""جی سر، اگر آپ وضاحت کر دیں تو مجھے بہتر سمجھنے میں مدد ملے گی۔""",3,3,3,3,0,0,"""جی استاد، مجھے ابھی تک یہ سمجھنے میں مشکل ہے۔""",2,2,2,2,0,0,"""جی، اگر ضروری ہو تو وضاحت کر دیجیے۔ میں سمجھنے کی کوشش کر رہا",1,1,1,1,0,0,"""جی، بہت معلوماتی ہے۔ مزید وضاحت کر دیں۔""",2,2,2,2,0,0
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,4,3,4,4,0,0,"""شکر ہوے، یار، تمہاری مدد سے میرا کام آسان ہو جائے گا۔",2,2,2,1,0,0,"""شکریہ یار، تمہاری بہت مہربانی۔ بس ابھی ابھی میں یہ کام خود سنب",2,2,2,2,0,0,"""شکریہ دوست، مگر میں خود ہی یہ کام مکمل کر لوں گا۔""",2,2,2,2,0,0,"""بہت متحیر ہو، مگر میں آپ کی مدد سے یہ کام جلد مکمل کر دیں",3,3,3,3,0,0
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,3,3,4,4,0,0,"""جب تک آپ کی جانب سے نظر آے گا، سب ٹھیک ہو جائے گا۔ میری ت",2,2,2,2,0,0,"""شکریہ دوست، تمہاری باتوں سے مجھے تسلی ملتی ہے۔""",2,2,2,2,0,0,"""جی، تمہاری بات بہت سنجیدہ ہے۔ آپ کی مہربانی سے مجھے ب�",3,3,3,3,0,0,"""شکریہ یار، بس ابھی کچھ سوچ سمجھ کر ہوا ہے۔""",2,2,2,2,0,0
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,4,4,4,4,0,0,"""امی جان، بس ابھی میں یہ کام خود مکمل کر لوں گا، اگر ضرورت پڑی تو ضرور آپ سے مد",3,3,3,3,0,0,"""جی امی، آپ کی بہت مہربانی، مگر ابھی کام کا بہت زیادہ حصہ باقی ہ",2,2,2,2,0,0,"""امی، آپ کی مہربانی، مگر میں یہ کام خود کر لوں گی۔ آپ آرام کریں۔""",2,2,2,2,0,0,"""بہت ممنوع ہو، میں کر دیں گے۔ آپ کے لیے آرام کرنا بہت مهم",2,2,2,2,0,0
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,"""والد جان، میں بہت مہربانی کرتا ہوں، لیکن آپ کی مدد نہیں",3,3,3,3,0,0,"""شکریہ ابو، مگر میں یہ کام خود ہی کر لوں گا۔ آپ آرام کریں۔""",2,2,2,2,0,0,"""والد جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام خود مک",2,2,2,2,0,0,"""جی، والد جان، آپ کی بہت مہربانی۔ مگر آپ کو بھی کام کا بوجھ ہوگا، مج",3,3,3,3,0,0
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,4,4,4,4,0,0,"""جی سر، آپ کی مدد سے مجھے بہت فائدہ ہوگا۔""",3,3,3,3,0,0,"""سر، آپ کی بہت مہربانی، مگر میں یہ کام خود سنبھال لوں گا، اگر ضرورت پ�",3,3,3,3,0,0,"""سر، میں اس کام کو مکمل کرنا میں کچھ مشکلیں محسوس کر رہا ہو",1,1,1,1,0,0,"""سر، آپ کی پیشکش کا شکریہ، مگر میں کوشش کرتا ہوں کہ خود ہی اسے حل کر لوں۔""",1,1,1,1,0,0
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,4,3,4,4,0,0,"""شکریہ چاہتے ہیں، مگر آپ کی حمایت میں فائدہ ہے۔""",3,3,3,3,0,0,"""ارے، بس تمہاری حمایت کا شکریہ۔ بس یہی کافی ہے، بس تمہاری حمایت کا",1,1,1,1,0,0,"""خدا کی راہ میں ہمیشہ ہماری مدد کا سہارا ہوتا ہے�",2,2,2,2,0,0,"""شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔""",3,3,3,3,0,0
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,3,4,4,4,0,0,"""ایسا نہیں، کزن، میں یہی کر رہا تھا، بس ایک دیر سے �",3,3,3,3,0,0,"""شکریہ یار، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔ باقی کام میں سنبھ",1,1,1,1,0,0,"""بیٹا، میں تصور کرتا ہے کہ تم ایسے کام کے لیے بہتر ہو۔ مگ",2,2,2,1,0,0,"""نہیں یار، میں خود ہی کر لوں گا۔ تم فکر نہ کرو، بس تھوڑا وقت لگ رہا ہے۔""",1,1,1,1,0,1
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,3,4,4,4,0,0,"""بہت شکری۔ آپ کی بہت مہربانی، مگر آج بل میری طرف سے ہے۔""",2,2,2,2,0,0,"""نہیں، یار، تمہاری مہربانی، بل ادا کرنے کا یہ موقع مجھے مل گی",3,3,3,3,0,0,"""بہت مبارک ہو، مگر آج میں کچھ دیر آرام کرنا چاہتا ہوں۔ آ",1,1,1,0,0,0,"""نہیں یار، آج مجھے یہ موقع دینا ہے، میں بل ادا کروں گا۔""",2,2,2,2,0,0
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,3,3,4,4,0,0,"""جی، یار، بس یہی ہوگا۔ تمہارے لیے کافی ہے، میں بل",2,2,2,2,0,0,"""نہیں یار، آج میں بل ادا کروں گا، تم نے پچھلی بار کیا تھا۔""",2,2,2,2,0,0,"""بہت مبارک ہو، یار۔ میں اسی طرح آپ کی مدد کر دیتا ہوں۔""",2,2,2,2,0,0,"""بہت خوب! بس تمہاری بہت مہربانی، مگر میں نے پہلے ہی",2,2,2,2,0,0
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,4,4,4,4,0,0,"""نہیں، آپ کی مہربانی، مگر آج میں بل ادا کروں گا۔""",2,2,2,1,0,0,"""بہت شکری۔ آپ کی بہت مہربانی، مگر آج مجھے یہ موقع دیجیے۔ آ",2,2,2,2,0,0,"""بہت مشرب، جیسے ہوا۔ آج کا بل ایک بار میں ادا کر دیتا ہوں",3,3,3,3,0,0,"""جی، آپ کی مہربانی قبول کرتی ہوں۔ آج کا بل مجھے ادا کرنے میں",2,2,2,2,0,1
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,4,4,4,4,0,0,"""بھائی، میں اس کے لیے مناسب ہوں۔ آج کا کھانے کا بل میں ادا ک",2,2,2,1,0,0,"""جی، آپ کی بہت مہربانی، بل ادا نہیں لینا پڑے گا۔""",1,1,1,1,0,0,"""شکریہ، مگر میں بل ادا کر لیتا ہوں۔ آپ کی مہربانی ہے!""",3,3,3,3,0,0,"""جی، میں بل ادا کر دوں گا۔"" (Answer A)
""میں بل ادا کر دوں گا۔"" (Answer",1,1,1,1,0,0
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,3,3,4,4,0,0,"""بھائی، مت نکالو، بل میری طرف سے ہے، تم صرف بھروسہدار بنو۔""",2,2,2,2,0,0,"""بھائی، میں ایسا نہیں میانت دیتا، آج بل میری طرف سے ہے۔""",2,2,2,2,0,0,"""نہیں بھائی، آج مجھے یہ موقع دو۔ میں بل ادا کرنا چاہتا ہوں۔""",3,3,3,3,0,0,"""بھائی، آپ کی محبت کا یہ رویہ بہت پیارا ہے، لیکن آج مجھے ی�",1,1,1,1,0,1
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,4,4,4,4,0,0,"""نہیں آپی، آپ نے پہلے ہی بہت کچھ کیا ہے، آج بل میں ہی ادا کرتا ہوں۔""",3,3,3,2,0,0,"""بہن جان، میں بل ادا کر لیتا ہوں، آپ فکر نہ کریں۔""",3,3,3,3,0,0,"""جی بہن، آپ کی بہت مہربانی، بل ادا کرنے کا موقع مجھے خود ہی مل�",2,2,2,2,0,0,"""بہن، آپ کی بہت مہربانی، مگر میں بل خود ادا کر لوں گا، اگر ضرورت پڑ",2,2,2,2,0,0
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,4,4,4,4,0,0,"""جی سر، آپ کی مہربانی قبول کرتی ہوں، لیکن یہ میرا فرض ہے کہ آپ",3,3,3,3,0,0,"""جی، آپ کی مہربانی میں فخر ہے، بل میں آ آں گا۔""",2,2,2,1,0,0,"""سر، آپ کی مہربانی ہے، مگر میں آج کا بل خود ادا کرنا چاہتا ہوں۔""",2,2,2,2,0,0,"""استاد صاحب، آپ کی بہت مہربانی، مگر میں آپ کی دعوت قبول نہیں کر سکتا۔",2,2,2,2,0,1
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,4,3,4,4,0,0,"""استاد، آپ کی بہت مہربانی، مگر آج مجھے یہ موقع دیجیے۔ آج کی کامیابی",3,3,3,3,0,0,"""جی سر، آپ کی مہربانی قبول کرتی ہوں۔ بل ادا کرنے کے لیے آج ضرور",3,3,3,3,0,0,"""سر، آپ کی مہربانی ہے، مگر میں یہ بل ادا کرنا چاہتا ہوں۔""",2,2,2,2,0,0,"""سر، میں آج بل میں ادا کر دیتا ہوں۔""",1,1,1,1,0,1
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,3,3,4,4,0,0,"""بہت مشرم ہو، لیکن آپ کی مہربانی میرے لیے بہت اہم ہے۔",1,1,1,1,0,0,"""بہت بہترین! لیکن، آپ کی بہت مہربانی، مگر میں آپ کی دعوت کے لیے",2,2,2,1,0,0,"""نہیں، یار، بس یہ نہیں چاہیے۔ میں نے آپ کو کھ",2,2,2,2,0,0,"""ٹھیک ہے، مگر اگلی بار میں بل ادا کروں گا، یہ وعدہ ہے!""",2,2,2,2,0,0
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,4,4,4,4,0,0,"""آپ کی مہربانی میں شکریہ، لیکن میں خود ادائیگی کرکے آپ ک",2,2,2,2,0,0,"""میں آپ کی بہت مہربانی کا شکریہ، لیکن آپ کی اصرار پر مجھے یقین ہ",1,1,1,1,0,0,"""یار، میں واقعی چاہتا ہوں کہ آج کا بل میں ادا کروں، تمہاری مہربانی کا شکریہ!""",2,2,2,2,0,0,"""دوست، بس آپ کی مہربانی کے لیے، بل ادا کروں گا، بس اتنا ہی کافی �",3,3,3,3,0,0
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,4,3,4,4,0,0,"""جی، والد جان، آپ کی مہربانی اپنی جگہ، مگر آج مجھے یہ موقع دیجیے۔ آج",2,2,2,2,0,0,"""جی، والد جان، میں آج کا بل میں ادا کر دیتا ہوں۔""",3,3,3,3,0,0,"""نہیں بابا، آج مجھے یہ موقع دیں، میں بل ادا کرنا چاہتا ہوں۔""",3,3,3,3,0,0,"""والد جان، آپ کی بہت مہربانی، مگر آج مجھے یہ موقع دیجیے۔ آج کی کامی",4,4,4,4,0,0
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,4,4,4,4,0,0,"""والد جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ بل خود اد",1,1,1,0,0,0,"""نہیں پیارے بابا، آپ کی مہربانی نہیں، بل مجھے ہی ادا کر",2,2,2,2,0,0,"""جی، بہت محسوس ہے کہ آپ کی مہربانی میں کچھ نہیں ہے۔ مگ",3,3,3,3,0,0,"""نہیں ابو، آپ نے ہمیشہ میرا خیال رکھا ہے، آج مجھے یہ موقع دیں، میں بل ادا کرتا ہوں۔""",3,3,3,3,0,0
