ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
59,قریبی دوست,قریبی دوست,Low,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,4,3,4,4,0,0,"""شکر ہوگا، یہ تو میرے لیے ایک تحفہ ہے، میں اسے اپ",2,2,2,1,0,0,"""ٹھیک ہے یار، شکریہ، لیکن اس سے کچھ نہیں ہے۔ آپ ک",2,2,2,2,0,0,"""شکریہ، بہت خوبصورت ہے، مگر ابھی صرف تھوڑا سا کام باقی ہ�",1,1,1,1,0,0,"""شکریہ یار، مگر تمہاری دوستی ہی میرے لیے سب سے بڑی چیز ہے۔""",4,4,4,4,0,0
60,بزرگ,نوجوان,High,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""دادی جان، یہ بہت خوبصورت ہے، مگر میں نے اس کی ضرورت نہی",1,1,1,1,0,2,"""شکر ہوے اللہ، یہ بہت پیارا ہے، مگر مجھے یہ کافی ن",2,2,2,2,0,0,"""شکریہ دادا جان، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لو",1,1,1,1,0,2,"""بابا، آپ کی محبت کا بہت شکریہ، مگر مجھے واقعی اس کی ضرورت نہیں ہے۔""",4,4,4,4,0,1
61,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، کچھ مدد چاہیے؟,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,4,4,4,4,0,0,نہیں یار، میں ٹھیک ہوں، شکریہ!,2,2,2,2,0,0,"""جی سر، میں آپ کی مدد کرنا چاہتا ہوں، لیکن ابھی صرف تھوڑا سا کام",0,0,0,0,2,2,"""یار، بہت شکریہ، حالیں میں کافی ہو۔ اگر کسی وقت کی ضرورت",2,2,2,2,0,0,"""جی، یقیناً، مجھے کچھ مدد کی ضرورت ہے، مگر ابھی کچھ کام باقی ہ",2,2,2,2,0,0
62,دوست,دوست,Low,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,میں ہاتھ بٹا دوں؟,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,4,4,4,4,0,0,"""جی، ہاتھ بٹا دوں، میں خود اٹھا لوں گا۔""",1,1,1,0,1,0,"""مجھے افسوس ہے، لیکن میں نے ٹیکسی بک کر لی ہے، وہ بس",0,0,0,0,1,1,"""نہیں، شکریہ! میں خود ہی کر لوں گا، آپ آرام کریں۔""",3,3,3,3,0,0,"""ٹھیک ہے، میں آپ کے ہاتھ بٹا دیتا ہوں۔""",0,0,0,0,1,1
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,4,4,4,4,0,0,"""شکر ہوگا آپ کی مدد، لیکن ابھی یہ کام خود ہی کروں گا، آپ کو کچھ",2,2,2,2,0,0,"""ٹھیک ہے، بہت شکریہ، مگर ابھی میں خود مکمل کر سکتا ہ",2,2,2,2,0,0,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",3,3,3,3,0,0,"""بہت مہربانی، مگر میں خود ہی کر لوں گا، آپ کو زحمت نہیں دینی۔""",4,4,4,4,0,0
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,"""ٹھیک ہے، بھائی جو بھی ہاجار، میں آپ کی جانب سے مدد کرتا رہ",0,0,0,0,2,2,"""شکر ہوگا، میں بھی اگر ضرورت ہو تو آپ سے کہوں گا۔""",3,3,3,3,0,0,شکریہ، آپ کی مہربانی ہے، مگر ابھی سب ٹھیک ہے۔,3,3,3,3,0,0,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",2,2,2,2,0,0
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,3,4,4,4,0,0,"""کیا ضرورت ہے، میں خود کر لوں گا۔""",2,2,2,2,1,0,"""ٹھیک ہے، بہت شکریہ، لیکن اب تک میں کام کرنے کی قدرت ن",2,2,2,2,0,0,"""شکر ہے، نہیں، میں خود سنبھال لیتا ہوں۔""",2,2,2,2,0,0,"""نہیں، شکریہ، میں خود ہی کر لوں گا۔""",3,3,3,3,0,0
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,3,4,4,4,0,0,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",1,1,1,1,0,0,"""شکر ہوگا، لیکن ابھی میرے پاس کچھ اور کام ہیں، میں خود چل کر",1,1,1,1,0,0,شکریہ، مگر مجھے اکیلے ہی جانا ہے، آپ کو زحمت نہ ہو۔,3,3,3,3,0,0,"""ٹھیک ہے بہی جان، لیکن اب تک میں خود مکمل کر لیں گا۔ آ",1,1,1,0,0,2
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,4,3,4,4,0,0,"""ٹھیک ہے بھائی، اب تک کوئی مسئلہ نہیں ہے، لیکن اگر ک",0,0,0,0,2,3,"""شکریہ سر، آپ کی مدد کا بہت شکریہ، مگر میں خود ہی کوشش کر رہا ہوں۔""",3,3,3,3,0,0,"""شکر ہوے، آپ کی مدد کی ضرurat ہے، میں آپ سے رابطہ کرتا رہتا",2,2,2,2,0,0,"""شکریہ سر، لیکن میں خود اسے سنبھال لیتا ہوں۔ آپ کی بہت مہ",2,2,2,2,0,0
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,4,4,4,4,0,0,"""جی، اگر آپ وضاحت کر دیں تو بہت بہتر ہوگا، شکریہ!""",2,2,2,2,0,0,"""جی ہاں، میں سمجھ گیا ہوں، لیکن ابھی اتنا کام باقی نہیں",2,2,2,2,0,0,"""ٹھیک ہے، اگر آپ کیسے کہنے چاہتے ہیں تو میں مزید و",1,1,1,1,0,0,"""جی ضرور، اگر ضروری ہو تو میں وضاحت کر سکتی ہوں۔""",0,0,0,0,1,2
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,4,3,4,4,0,0,"""نہیں یار، آپ کو زحمت ہوگی، میں نے یہی کام شروع کر دیا ہ�",2,2,2,2,0,1,شکریہ دوست، مگر میں نے پہلے ہی یہ کام شروع کر لیا ہے۔,2,2,2,2,0,0,"""ٹھیک ہے یار، اب آپ کی بہت مہربانی کو شکریہ، میں اس ک",2,2,2,2,0,0,"""شکریہ، لیکن میں نے یہ کام خود سنبھال لیا ہے۔""",3,3,3,3,0,0
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,3,3,4,4,0,0,"""شکریہ، لیکن ابھی حالات بہت خراب ہیں، اور مجھے امید ہے ک�",2,2,2,2,0,0,"""یار، اس بار میں فکر نہ کریں گا، آپ کی ایک سادہ فکر کرتے",0,0,0,0,1,2,شکریہ دوست، تمہاری باتوں سے حوصلہ ملتا ہے۔,3,3,3,3,0,0,"""جی یار، آپ کی بات بہت سچ ہے، میں خود ہی سمجھ گیا ہوں ک",2,2,2,2,0,0
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,4,4,4,4,0,0,نہیں، آپ کو زحمت کرنے کی ضرورت نہیں، میں خود کر لوں گا۔,2,2,2,2,0,0,"""کیا ضرurat ہے، میں نے خود ہی کیا ہے، آپ کو زحمت ہوگی",2,2,2,2,0,0,"""شکریہ، میں خود اسے مکمل کر لوں گا، آپ زحمت نہ کریں۔""",4,4,4,4,0,0,"""ٹھیک ہے، جیسے ہو گے۔ میں خود مکمل کر لیں گا۔ آپ ک",0,0,0,0,2,0
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,شکریہ، مگر میں یہ کام خود ہی مکمل کر لوں گا، آپ کو زحمت نہ ہو۔,2,2,2,2,0,0,"""ٹھیک ہے دادی جان، لیکن ابھی میں اسے اکیلے کر سکتا ہ",0,0,0,0,2,2,"""شکر ہوگا، لیکن ابھی یہ کام بہت سادہ ہے، میں خود اسے",2,2,2,2,0,0,"""شکریہ سر، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں",2,2,2,2,0,2
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,4,4,4,4,0,0,"""شکریہ سر، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اسے مکمل کر",3,3,3,3,0,0,"""شکریہ، مگر میں اسے خود ہی مکمل کر لوں گا، آپ فکر نہ کریں۔""",3,3,3,3,0,0,"""ٹھیک ہے، مگر اپنے ساتھ رہنے کی کوئی مشکلیت نہیں ہ",1,1,1,1,0,0,"""شکر ہوے، آپ کی مدد سے بہت زیادہ آساں ہو گیا۔""",1,1,1,1,2,0
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,4,3,4,4,0,0,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",2,2,2,2,0,0,"""میں آپ کے ساتھ ہوں، فکر نہ کرو۔ میں آپ کی جانب سے بہت خوشی",0,0,0,0,2,2,"""شکر ہے اللہ کے، میں بھی آپ کے ساتھ ہوں، آپ کی بات بھ",2,2,2,2,0,0,"""شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔""",3,3,3,3,0,0
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,3,4,4,4,0,0,نہیں یار، میں تمہاری مدد کرنا چاہتا ہوں، تمہیں اکیلا نہیں چھوڑوں گا۔,1,1,1,1,0,0,"""کیا بات ہے، میں نے اپنی کار کے پاس پار्क کیا ہے، وہ بھی جل",0,0,0,0,1,1,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",4,4,4,4,0,0,"""ٹھیک ہے یار، اب تک کے لیے میں رہنے دیں گا۔""",1,1,1,0,0,0
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,3,4,4,4,0,0,"""جی یار، آپ کی دعوت کا بہت شکریہ، لیکن ابھی میرا ایک اہم کام باقی ہ",1,1,1,0,1,2,نہیں یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم بل لے لینا۔,2,2,2,2,0,0,"""یار، آج کی کافی میری طرف سے ہے، لے جا۔""",1,1,1,1,0,0,"""شکریہ، مگر آج میری ایک اہم ملاقات ہے جسے میں چھوڑ ن�",0,0,0,0,1,1
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,3,3,4,4,0,0,"""جی، آپ کی دعوت کا بہت شکریہ، لیکن مجھے یقین ہے کہ تمہارا ی",1,1,1,1,0,2,"""یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""",2,2,2,2,0,0,یار، بہت مہربانی، لیکن میں بھی کچھ دینا چاہتا ہوں، اس بار چھوڑنے دو۔,2,2,2,2,0,0,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",0,0,0,0,1,1
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,4,4,4,4,0,0,"""ٹھیک ہے، اب تک کے تھا۔ آپ کی کامیابی کا شکریہ۔""",0,0,0,0,2,2,"""شکریہ، لیکن میں نے آپ کی مدد کے لئے خود ہی بل ادا کر لیا ہ�",2,2,2,1,0,0,آپ کی مہربانی ہے، مگر میں نے پہلے ہی بل ادا کر دیا ہے۔,3,3,3,3,0,0,"""ٹھیک ہے، بل ادا کر لو، مجھے آپ کی بہت ضرورت ہے۔""",0,0,0,0,1,0
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,4,4,4,4,0,0,"""شکریہ، آپ کی بہت مہربانی ہے، لیکن ابھی تو صرف کچھ دن ہی گزر",2,2,2,0,2,2,"""شکریہ، لیکن ابھی اتنی ضرورت نہیں ہے۔ میں خود اسے سنبھال ل",1,1,1,1,0,0,"""نہیں، آپ کی مہربانی ہے، میں خود بل ادا کر لوں گا۔""",3,3,3,3,0,0,"""ٹھیک ہے، لیکن میں اس کے لیے کچھ زمینہ نہیں دے سکتا،",1,1,1,0,0,0
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,3,3,4,4,0,0,"""ٹھیک ہے بھائی، لیکن میں آج کام کر رہا ہوں۔ آپ کی دع",1,1,1,0,2,2,"""شکریہ، لیکن مجھے یقین ہے کہ تمہارا وقت بھی بہت مشغول �",1,1,1,0,0,0,نہیں یار، اس بار میں خود ادا کروں گا، تم اگلی بار لے لینا۔,4,4,4,4,0,0,"""شکریہ سر، لیکن آج کے بعد مجھے کل تک کام کرنا ہے، اور میں نے ابھ",0,0,0,0,2,2
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,4,4,4,4,0,0,"""نہیں، آپ کی مہربانی، میں خود ادا کر لیتا ہوں۔""",3,3,3,3,0,0,"""شکریہ، لیکن ابھی میرے پاس وقت کی کمی ہے، شاید بعد میں۔""",1,1,1,0,0,0,"""کیا ضرurat ہے؟""",1,1,1,1,1,0,"""ٹھیک ہے، مگر میں بھی کچھ کام کر رہا ہوں۔ آپ کی بہت",1,1,1,1,0,0
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,4,4,4,4,0,0,بہت شکریہ، مگر میں اپنا بل خود ادا کروں گا۔,2,2,2,0,2,2,"""ٹھیک ہے بھائی، آپ کی دعوت کا بہت شکریہ، لیکن میں ای",0,0,0,0,2,2,"""شکریہ، بہت تعریف کیا، لیکن مجھے ابھی کچھ اور کرنا ہے، آپ زحمت",1,1,1,1,0,0,"""جی بھائی، آپ کی مہمان نوازی کا بہت شکریہ۔ میں خود کچھ کھانا لایا",1,1,1,1,1,2
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,4,3,4,4,0,0,"""ٹھیک ہے، میں آج بل میں ادا کروں گا۔""",0,0,0,0,2,2,"""شکریہ، مگر آپ کی مہربانی ہے، میں خود ہی بل ادا کر لیتا ہوں۔""",3,3,3,3,0,0,"""ٹھیک ہے، آج کل کے لیے میں منتظر ہوں۔""",1,1,1,0,0,0,"""ٹھیک ہے، لیکن کیا یہ ضروری ہے کہ آپ ابھی ادا کر دیں؟""",2,2,2,2,0,0
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,3,3,4,4,0,0,"""جی سر، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ می",0,0,0,0,1,2,"""جی چھوٹے، ابھی کچھ عرصہ ہی رہ گیا ہے، پھر گھ",0,0,0,0,2,2,یار، بہت مہربانی، لیکن میں اگلی بار خود دوں گا۔,3,3,3,3,0,0,"""یار، بہت شکریہ، لیکن اب تک بھی آپ کی دعائیں ہی سب سے",2,2,2,2,0,0
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,4,4,4,4,0,0,"""ٹھیک ہے دادی جان، لیکن میں آپ کی کمپیوٹر کے ساتھ کام ک",0,0,0,0,1,2,"""شکریہ، لیکن ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گ",0,0,0,0,2,2,"""شکر ہوگا، لیکن آپ کو زحمت ہوگی، میں خود جانتا ہوں کہ و",2,2,2,2,0,0,"""شکریہ، مگر میں خود ہی بل ادا کرنا چاہتا ہوں۔""",3,3,3,3,0,0
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,4,3,4,4,0,0,"""ٹھیک ہے دادی جان، لیکن آپ کی دعا کا بہت شکریہ، میں خود",0,0,0,0,1,2,"""کیا ضرورت ہے، دادا جان، آپ کا کھانا کھانے کے بعد ہی میں آؤ�",1,1,1,1,0,2,"""شکریہ، اماں جان، لیکن ابھی صرف ایک دن باقی ہے، میں خود اسے سنبھال ل",1,1,1,1,1,2,"""شکریہ ابو، مگر میں نے پہلے ہی بل ادا کرنے کا سوچ لیا ہے۔""",3,3,3,3,0,1
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,4,4,4,4,0,0,"""ٹھیک ہے، بھائی، لیکن اس کے لیے ایک بارہم کرنے کی ضرور",0,0,0,0,1,2,"""کیا ضرورت ہے؟ ابھی تو آپ کے پاس کچھ نہیں ہے، مجھے ک",0,0,0,0,2,2,"""شکریہ، مگر میں نے پہلے ہی بل ادا کر دیا ہے۔""",3,3,3,3,0,0,"""مجھے افسوس ہے، لیکن ابھی تک میں ادا کرنے کے قابل نہیں",1,1,1,0,0,0
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,4,3,4,4,0,0,"""شکریہ سر، لیکن ابھی یہ بل کمپنی کی طرف سے سمجھا گیا ہے، میں خود",1,1,1,1,0,2,"""جی، یقیناً دیکھیں گے، آپ کی صلاحیتوں پر اعتماد ہے۔""",0,0,0,0,2,0,آپ کی مہربانی، مگر میں چاہتا ہوں کہ اس میں میرا بھی حصہ ہو۔,2,2,2,2,0,0,"""ٹھیک ہے، اس کے بارے میں میں کچھ کہنا نہیں۔ آپ کی کوشش",1,1,1,1,0,0
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,3,3,4,4,0,0,بہت شکریہ، مگر میں نے آج خود کچھ پکانے کا سوچا ہے۔,0,0,0,0,1,1,"""شکریہ، سر، لیکن ابھی میری ایک اہم ملاقات ہے جسے میں چھو�",0,0,0,0,1,0,"""ٹھیک ہے، بھائی، میں آج آرام کر رہا ہوں۔ شکریہ کرتا",1,1,1,0,1,0,"""شکریہ بہت، لیکن میں کھانا کھانے سے قبل ایک کَم ضرور کرنا چاہتا",0,0,0,0,1,1
90,کزن,کزن,Low,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,3,4,4,4,0,0,"""ٹھیک ہے، جیسے وانچا، آدھا آدھا کر لیتے ہیں۔""",2,2,2,2,0,0,"""جی چھوٹے، ابھی کچھ کام باقی ہے، پھر آؤ گا۔""",0,0,0,0,1,2,یار، ٹھیک ہے، اس بار آدھا آدھا کر لیتے ہیں، مگر اگلی بار میری طرف سے۔,4,4,4,4,0,0,"""جی سر، میں خود اسے مکمل کر لوں گا، آپ زحمت نہ کریں۔""",2,2,2,2,1,2
