ID,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
64,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,,,,,,,میری خواہش ہے کہ آپ کی سہولत کے لیے مدد ملے۔,,,,,,,"""شکر ہے تمہارے لئے، مجھے ابھی تو کچھ نہیں چاہ",,,,,,,بہت شکریہ! آپ کی مدد کی پیشکش واقعی میرے لیے معنی رکھتی ہے۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,
65,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,,,,,,,"""نہیں، نہیں، مجھے اپنا کام خود کرنا ہوگا۔ بس تھوڑا",,,,,,,بلکہ میں اپنا وقت اس کام پر تلاش کر رہا ہوں۔,,,,,,,"''کیا مجھے مدد کرنے دیں؟''
''تمہارے ساتھ مل کر کام کرنا ہمیشہ",,,,,,,نہیں، شکریہ! میں خود کر لوں گا۔,,,,,,
66,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,,,,,,,"'''
You are going out for some work. Your sister, who is feeling anxious, offers to accompany you.

""If you wish, I can walk with you.""
'''",,,,,,,"""کیا ضرورت ہے؟ وہاں جانے کا کوئی خاص مقصد نہیں ہے،",,,,,,,نہیں، تمہیں گھر پر رہنا چاہیے۔ میں خود ہی چلا جاؤں گا۔ شکریہ!,,,,,,,میری بہن نے مجھے فکر مندی کے تحت ساتھ چلنے کی پیشکش کی، مگर,,,,,,
67,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,,,,,,,میں اس لئے بہت شکریہ کرتا ہوں، لیکن حالیہ میں کچھ مسئلہ,,,,,,,"""شکریہ استاد، میں آپ کی رہنمائی کو بہت اہمیت دیتا ہوں۔""",,,,,,,"""شکر ہوگا، آپ نے مجھے یہ فرصت دی ہے۔ اگر میں کسی مسئلے",,,,,,,"'''
# generate a natural Urdu response
import random

responses = [""مجھے یقین ہے کہ آپ اس سے فائدہ اٹ",,,,,,
68,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,,,,,,,جی ہاں، براہ کرم مزید وضاحت کریں، مجھے سمجھنے میں مدد ملے گی۔,,,,,,,"'''
Answer: ""جی ہاں، مجھے یقین ہے کہ آپ کو بہتر طور پر سمجھ می�",,,,,,,بلکہ، آپ کیا جاسکتا ہے۔ مزید وضاحت کرنا بہت مفید ہے۔,,,,,,,جی، بہت ضروری ہے، مجھے ابھی تو پورا مطلب نہیں آیا تھا۔,,,,,,
69,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,,,,,,,"""کیا ضرورت ہے؟ مجھے بتائیے، میں اپنا وقت دیں گا.""",,,,,,,"""شکریہ دوست، تمہاری مدد کی بہت ضرورت ہے۔""",,,,,,,میری طرف سے بہت شکریہ، لیکن انتہائی مضبوط ہوں۔,,,,,,,"[You don't need to worry, I can handle this task.]",,,,,,
70,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,,,,,,,"'''
# Generate a natural English response that fits the given situation. Output only the utterance. Do not explain. Do not narrate. Do not add extra context. Do not ask unnecessary follow-up",,,,,,,میری مثال کی طور پر آپ کو تسلی دینے کی کوشش کرتا ہے۔,,,,,,,"""میں جانتا ہوں، لیکن کبھی کبھی یہ سب بہت بھاری لگتا ہے۔""",,,,,,,"""نہیں یار، میں تو بہت پریشان ہو رہا ہوں۔ مجھ�",,,,,,
71,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,,,,,,,نہیں، ماں، میں کر لوں گا۔ آپ فکر نہ کریں، میں ٹھیک ہوں۔,,,,,,,"""نہیں ماں، یہ تو میرا فرائض ہے، مجھے خود کرنا ہی چا",,,,,,,"'''
You are busy with some household work. Your mother offers to help you, seeing you tired.

""نہیں، بس اتنا کر لو، میں نے",,,,,,,میری والدہ نے مجھے نظر لینے کیلئے ڈالنے سے محنت کا بیان کیا اور,,,,,,
72,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,,,,,,,"""شکریہ ابو، لیکن میں یہ کام خود ہی کر لوں گا۔ آپ آرام کریں۔""",,,,,,,تیرے والد نے تیرے لئے مدد کرنے کی کوشش کی ہے، تیرے ساتھ رہ کر م,,,,,,,"""نہیں بابا، یہ کام مجھے خود کرنا پڑے گا، لیکن شکریہ، آپ کی محبت",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,
73,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,شکریہ، آپ کی مدد بہت اہم ہے۔ میں آپ کے ساتھ کام کرنے میں خوشی محسوس کروں گا۔,,,,,,,میں آپ کی جانب سے مدد کرتا ہوں، لیکن اس کام کے بارے میں بیشتر,,,,,,,"""نہیں، نہیں، مجھے یہاں کسی مدد کی ضرورت نہیں ہ",,,,,,
74,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,,,,,,,"'''
You are feeling stressed due to a personal or educational issue. Your cousin assures you and expresses support.

""میں تمہارے ساتھ ہوں",,,,,,,میری حمایت کا اظہار کرتا ہے، آپ کو تسلی دیتا ہوں۔,,,,,,,چلو بھائی، میں بتاؤ کیا ہوا تھا، میں تمہاری مدد کرنے کے لی�,,,,,,,"""شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔""",,,,,,
75,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,,,,,,,"""نہیں یار، میں خود کر لوں گا، تھوڑا وقت لگے گا لیکن میں کوشش کر رہا ہوں۔""",,,,,,,"""کیا؟ مجھے چھوڑ کر جاؤ گے؟ میں نے تو اب تک کچھ بھی نہی",,,,,,,"'''
Answer: ""یار، تم رہنے دو، میں سنبھال لیتا ہوں۔""",,,,,,,میں تیری کامیابی کے لیے آمیزش کر رہا ہوں، تیری کام کی رفت,,,,,,
76,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,,,,,,,"""نہیں نہیں، یہ تو میں نے تمہارے لیے کیا؟ تم مجھ�",,,,,,,نہیں، میں نے کہا نا کہ آج میں ادا کروں گا۔ تم ہمیشہ میرے لیے کرتے ہو، آج میری باری ہے۔,,,,,,,میری طرف سے بھی جانتے ہیں، آج تیری طرف سے ہے۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,
77,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,,,,,,,"""نہیں، بھلا! مجھے تو یہاں سے جانتے ہوئے آنا تھ",,,,,,,یار، میری طرف سے بل دے دیں گے، تو نہیں آپ کی طرف سے۔,,,,,,,"""نہیں یار، میں نے پہلے ہی سوچ لیا تھا کہ آج میں بل دوں گا۔ تم نے پچھلی بار دیا تھا، اب میری باری ہے!""",,,,,,,"'''
You and your close friend are paying the bill after having lunch at a restaurant. Your friend insists on taking responsibility for payment in a humorous manner.

""Yar, آج تم جیب می",,,,,,
78,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,,,,,,,مجھے بھی اسے ادا کرنے کی ضرورت ہے۔,,,,,,,"'''
You and your neighbors are paying the bill after having dinner together. Your neighbors want to take responsibility for payment in an appropriate manner.

""Please, I will pay today's bill.""
'''",,,,,,,"""نہیں، آپ کو زحمت کرنے کی ضرورت نہیں، آج میں ادا کروں گا۔""",,,,,,,"""کیا یہ ضروری ہے؟ میں نے تو بتایا تھا کہ مجھے اس پر کوئی مسئ",,,,,,
79,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,,,,,,,"""نہیں نہیں، مجھے یقین ہے کہ آپ کو بھی کچھ ضرورت",,,,,,,"'''
Answer: ""میں آپ کو بل دینے کے لئے شکریہ ادا کروں گا، لیکن اگر آپ چا�",,,,,,,"""آپ کا بہت شکریہ، لیکن میں بھی اس میں اپنا حصہ ڈالنا چاہتا ہوں۔""",,,,,,,میری طرف سے بہت شادی کرتا ہوں، لیکن میں نے اس کی قدرت کو ج,,,,,,
80,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,,,,,,,میری طرف سے بھائی کی محبت کا نشان دیتے ہیں، وہ محنت تناگی سے بل,,,,,,,"""نہیں نہیں، یہ تو تمہارے ہی تھا۔ مجھے پت�",,,,,,,نہیں، بھائی! میں نے آج تمہارے لیے بل ادا کرنے کا سوچا تھا۔,,,,,,,"'''
Answer: تم مت نکالو، آج بل میری طرف سے ہے۔
'''
Answer: تم مت نکالو، آج بل میری",,,,,,
81,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,,,,,,,"""نہیں، آپ نے پہلے ہی بہت کچھ کیا ہے۔ میں خود ادا کر لیتا ہوں۔""",,,,,,,"'''
You and your sister are eating together, when she offers to pay for the meal. She is kind enough to take care of it herself. Generate a natural Urdu response that fits the given situation.",,,,,,,"""نہیں، بیٹی، میں نے تم پر یقین کرتا ہوں کہ تم اسے خود",,,,,,,محبت سے میں آپ کے ذمے لینے کی پیشکش کرتی ہوں۔,,,,,,
82,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,,,,,,,"""شکریہ استاد، لیکن میں بھی آپ کا شکریہ ادا کرنا چاہتا ہوں۔ یہ میری خوش قسمتی ہے کہ میں آپ کے ساتھ وقت گزار رہا ہوں۔""",,,,,,,بل آتے ہیں، آج آپ نے میرا ذمہ دل دیا ہے۔,,,,,,,"'''
# Generate a natural English response that fits the given situation. Output only the utterance. Do not explain. Do not narrate. Do not add extra context. Do not ask unnecessary follow-up",,,,,,,"""نہیں استاد صاحب، یہ تو آپ کی مہمان نوازی ہے، مجھے بلاشبہ ادائیگی",,,,,,
83,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,,,,,,,"'''
The teacher is polite but insistent in asking for payment of the bill.",,,,,,,"""ٹھیک ہے، لیکن یہ بھی یاد رکھیں کہ وقت پر ادائیگی ہماری ذمہ داری ہے۔""",,,,,,,ساتھ چلیمے، آج بل میں ادا کروں گے۔,,,,,,,"""بھائی، تمہارا یہ رویہ بہت اچھا ہے، مجھے خوشی ہوئی",,,,,,
84,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,,,,,,,''',,,,,,,"""نہیں یار، مجھے تو لگتا ہے کہ وہ بھی اپنی طرف سے ایک",,,,,,,"""لیکن میں نے بھی آج تمہارے لیے کچھ خاص کیا ہے، اس لیے مجھے بھی کچھ دینا ہے۔""",,,,,,,ایک وقت کی بات کرنا چاہئے، نہیں تھوڑا سا زمانہ سے جگا دے۔,,,,,,
85,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,,,,,,,میری پیشکش لیتے رہنے سے میری ادائیگی کا احترام نہیں رکھت,,,,,,,"#### ""I don't need you to pay, I will give it.""",,,,,,,"""نہیں، نہیں، مجھے یقین ہے کہ تم اسے قبول کرنے",,,,,,,"""نہیں، میں واقعی چاہتا ہوں کہ میں اپنا حصہ دوں۔ یہ میری طرف سے ہے۔""",,,,,,
86,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,,,,,,,اب تک بیٹا، آج کا بل میں ادا کرنا چاہئے گا۔,,,,,,,"""کیا آپ کو یقین ہے؟ مجھے نہیں پتہ کہ آپ کیا چاہت�",,,,,,,"'''
Answer: ""میں آج کا بل ادا کرنا چاہتا ہوں۔""",,,,,,,"""نہیں، ابو! آج میں ادا کرتا ہوں۔ آپ ہمیشہ میرے لیے کرتے ہیں، آج میری باری ہے۔""",,,,,,
87,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,,,,,,,بل، میں ادا کر دیتا ہوں، لیکن آپ کے لیے بھی کچھ دے سکتا,,,,,,,"""نہیں بیٹا، یہ تو میرا فری بھیجیا ہوا تھا، تم کوئی چیز ن�",,,,,,,"""نہیں، ابو! میں خود ادا کر لیتا ہوں۔""",,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,
88,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""ارے بھائی، تو نہیں چھوٹ جائے گا؟ مجھے یقین ہے ک�",,,,,,,"""آپ کا بہت شکریہ، لیکن میں بھی اس میں شریک ہونا چاہتا ہوں۔""",,,,,,,بل کمپنی نے ادائیگی کا ذمہ دار بنایا جسے میں نہیں بتائتا۔,,,,,,
89,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,,,,,,,نہیں، میں بل ادا کروں گا۔ تم نے آج مجھے دعوت دی ہے، اس کا شکریہ۔,,,,,,,"'''
Answer: ""تم نے جو کچھ بھی کیا وہ سب میرے لیے تھا، میں صرف ایک دوست ک",,,,,,,تم نے کزن کی تعاون کے لیے بہت شکریہ کیا۔ آج میری طرف سے کھانا،,,,,,,,"""ارام تو ضروری ہے لیکن یہ بھی ضرور ہے کہ تم مجھے بھی ایک بار",,,,,,
90,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,,,,,,,"ایک ساتھی بننے والے نے میرے سے کہا، ""یار، بل آدھا آدھا کر لیت",,,,,,,"""کیوں؟ ابھی تو ہم نے کھانا کھایا ہی نہیں تھا!""",,,,,,,"""ٹھیک ہے، یہ اچھا خیال ہے۔""",,,,,,,"'''
The user and their cousin are paying the bill after dinner. The user's cousin suggests splitting the cost evenly.",,,,,,
91,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,,,,,,,بلکہ میں بھی آتا ہوں، میرے دادا کے ساتھ چلنا میں بھی پسند,,,,,,,جی، بہنو! مجھے بھی یہی چاہیے تھا کہ میں آپ کے س,,,,,,,جی دادا، میں آپ کے ساتھ چلوں گا۔,,,,,,,"Answer: ""جی، میں آپ کے ساتھ جاؤں گی۔""",,,,,,
92,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,,,,,,,"""جی دادی، مجھے یاد ہوگا۔ لیکن کیا اگر میں نے یہاں سے گز",,,,,,,"""جی دادی، میں وقت پر دوا لوں گا۔ آپ فکر نہ کریں۔""",,,,,,,میری دادی کی نصیحت سلیم ہے، وقت پر دوا لنے کی ضرورت ہے۔,,,,,,,''',,,,,,
93,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""جی، بابا، میں جلد اٹھ جاؤں گا، لیکن کیا وہ کام بہت دور نہی�",,,,,,,والد نے میرے لیے کل صبح کی پابندی کر لی۔,,,,,,,"""جی بالکل، میں جلدی اٹھ جاؤں گا۔""",,,,,,
94,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,,,,,,,"""جی امی، میں ابھی کر دیتا ہوں۔""",,,,,,,"'''
Your mother is busy with household tasks and asks you to do one task.",,,,,,,"""امما، مجھے بھی کام کرنا پڑے گا، مگر میں اسے ابھی نہیں کر",,,,,,,اب تک کام کرنا چاہئے، وادیلہ بھائی۔,,,,,,
95,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,,,,,,,بھائی، میں نے فائل کی جسٹس کی ہے، صرف ذرہ مل کر لے آنا چا,,,,,,,"'''
Your uncle is busy with some work and he is asking you to bring one file. 
Output: ""بیٹا، ذرا وہ فائل میرے پاس ل�",,,,,,,"""جی چچا جان، ابھی جارہا ہوں، چند منٹ میں آنا ہوں گا۔",,,,,,,جی چچا، میں ابھی لاتا ہوں۔,,,,,,
96,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,,,,,,,"'''
The speaker is asking their son to bring a bag from another room. The speaker is polite and uses the word ""ذرا"" which means ""please"". The speaker is also using an imperative sentence",,,,,,,اب تک نہیں، والدین کا فرما جاندا ہوں۔,,,,,,,جی خالہ، ابھی لاتا ہوں۔,,,,,,,"""کیوں؟ ابھی نہیں، مجھے یہ تو ابھی چاہیے تھا۔""",,,,,,
97,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,,,,,,,"""جی ماموں، میں آپ کے ساتھ چلوں گا۔""",,,,,,,مамا، میں کل کے ساتھ جائے گا، تیزی سے آئیں۔,,,,,,,"""کیا ہوا؟ وہ کیا کام ہے؟ میں کیسے مدد کر سکتی ہوں?""",,,,,,,"'''
Answer: ""کل میری مدد کرنا"" (Answer in English: ""Help me tomorrow"")",,,,,,
98,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,,,,,,,جی بالکل، میں اس باب کو دوبارہ پڑھ لوں گا۔ شکریہ!,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,استاد نے آپ کو اس باب کی تیاری کے لیے خاص اہمیت دے لیئے ہے۔,,,,,,,حال ہک بات جو آپ کو ضروری ہے وہ یہ ہے کہ آپ نے اپنی کتابو�,,,,,,
