ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,4,3,4,4,0,0,جی ماں، بہت شکریہ، مگر بس کافی ہو گیا ہے۔,2,2,2,2,0,1,جی امی، بہت شکریہ! یہ اسکارف میری طرف سے ان شاء اللہ ان کے لیے لیا,3,3,3,3,0,0,بہت شکریہ بہن سان، یہ کام ہے آپ کی تھی۔ مجھے یہ پورا,2,2,2,2,0,1
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,4,4,4,4,0,0,ابو، بہت شکریہ! بس یہ دیکھ لو، ان شاء اللہ تمہارا کام ہو گیا۔,2,2,2,1,0,0,یار، میری کوتاہی سے یہ بہت شکریہ، بس اس کتاب خانہ کا ایک ک,2,2,2,2,0,1,جی یار، بہت شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ تمہ,1,1,1,1,0,0
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,3,4,4,4,0,0,سر، بس کام ختم ہونے پر، پھر اس کے بعد رقم رکھ لوں۔,1,1,1,1,0,1,بہت شکریہ سر، بس ختم ہو گیا، رہنماہٹ کر لیتا ہوں۔,1,1,1,1,0,0,بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر کچھ رکھ لیتا ہوں,2,2,2,2,0,0
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,جی یار، بہت شکریہ! ان شاء اللہ اس کا کام کر لیتا ہوں۔,2,2,2,2,0,0,سر، بہت شکریہ! آپ کی محبت کا بے حد شکریہ، بس یہ کافی ہے۔,1,1,1,1,0,1,بہت شکریہ! ان شاء اللہ میں اسے قبول کر لوں گا۔ یہ آپ کی اچھی,2,2,2,2,0,0
42,بزرگ,نوجوان,High,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,3,3,4,4,0,0,جی سر، یہ میری کوتاہی کافی نہیں رہی ہے، ان شاء اللہ سفر میں,2,2,2,2,0,1,بہت شکریہ سر، مگر آپ کی محبت کا بے حد شکریہ۔ یہ رقم ضرور کام آئے گی,0,1,1,0,0,0,بہت شکریہ سر، مگر بس کافی ہو گیا ہے۔,3,3,3,3,0,0
43,نند,بھابھی,Medium,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,4,3,4,4,0,0,جی بہن، بہت شکریہ، مگر بس تقریباً رہنما نہیں ہوں�,2,2,2,2,0,1,بہت شکریہ بہو، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی,2,2,2,2,0,1,سر، بہت شکریہ، بس یہ کافی ہے۔ ان شاء اللہ میں یہ کام کر دین,2,2,2,2,0,0
44,استاد,شاگرد,High,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,سر، بس میری کارکردگی کا شکریہ، میں نہیں تھک رہتا۔,2,2,2,1,0,0,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی اور رہنمائی کا نتیجہ ہے,3,3,3,3,0,0,بہت شکریہ سر، یہ بہت عظیم انعام ہے۔,2,2,2,2,0,0
45,بزرگ خاتون,نوجوان,High,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,4,4,4,4,0,0,بہت شکریہ سر، مگر میں نے تو اس کا دھیان نہیں رکھا۔ آپ کی مح,2,2,2,1,0,1,بہت شکریہ ماں، مگر میں نے اس کا استعمال کر لیتا ہوں۔,2,2,2,2,0,1,سر، میں ان کی محبت کا شکریہ، بس آئندہ میں ان کی امید ہے، اس ک,2,2,2,2,0,0
46,خالہ,بھانجی,Medium,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,4,3,4,4,0,0,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,2,2,2,2,0,1,سر، بہت شکریہ! ان شاء اللہ یہ میری کامیابی کا نشان ہو گیا۔,2,2,2,2,0,1,بہت شکریہ خالہ، یہ تو بہت اچھی طرفداری ہے۔,2,2,2,2,0,0
47,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,3,3,4,4,0,0,بہت شکریہ یار، بس یہ کام مکمل ہو گیا۔,2,2,2,1,0,0,ابّا جان، بس کام نہیں، مجھے تھوڑا بہتر یکچر لگانا چاہیے,1,1,1,1,0,1,یار، بہت شکریہ! یہ تحفہ واقعی اچھی طرح یاد رہے گا۔ تمہارا د,3,3,3,3,0,0
48,ساس,بہو,High,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,4,3,4,4,0,0,سر، شکریہ! بس یہ کافی ہے۔ مجھے اس کے علاوہ کچھ نہیں Chahi,2,2,2,2,0,1,جی امّی، بہت شکریہ! یہ آپ کی محبت اور خلوص کا بہت شکریہ ادا ن�,2,2,2,2,0,1,ابو، بہت شکریہ، مگر آپ کو اس کا بہت کام نہیں ہونا چاہی�,3,3,3,3,0,0
49,ماموں,بھانجا,High,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,ماموں جان، بہت شکریہ، یہ مجھے پورا کر رہا ہے۔,3,3,3,3,0,0,ماموں جان، بہت شکریہ! یہ تو بہت اچھا تحفہ ہے۔,2,2,2,2,0,0,ماموں جان، بہت شکریہ! یہ تمہارا شکر گزار رہوں، یہ تو میری کوت,2,2,2,2,0,0
50,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,4,4,4,4,0,0,سر، شکریہ! بس یہ کافی ہے۔,2,2,2,2,0,0,بہت شکریہ! یہ چھوٹا سا تحفہ ان شاء اللہ قبول کر لوں، یہ آپ,1,1,1,1,0,0,بہت شکریہ، یہ تو آپ کی محبت کا بے حد بہترین تحفہ ہے۔,3,3,3,3,0,0
51,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,4,3,4,4,0,0,بہت شکریہ سر، یہ بہت بہتر تحفیہ ہے۔,1,1,1,1,0,0,جی سر، بخشیش کتاب رکھنے کا شکریہ۔ مجھے کام مکمل نہیں ہوا,2,2,2,2,0,0,جی سر، بس یہ کام مکمل کر لوں، پھر میں اس کتاب کو رکھ لیتا ہوں۔,2,2,2,2,0,0
52,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,4,3,4,4,0,0,جی امّی، بہت شکریہ! یہ تحفہ آپ کی محبت اور خيال کا بہت شکريہ,3,3,3,3,0,1,سر، بس دیکھ لو، میرا بہت شکریہ، براہِ کرم رکھ نہیں لو۔ مجھے,2,2,2,2,0,1,بہت شکریہ! یہ تو بہت اچھا تحفہ ہے۔,3,3,3,3,0,0
53,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,جی چچا، بہت شکریہ! آپ کی محبت اور دیکھ بھال کا بے حد شکریہ، یہ,3,3,3,3,0,1,ابّا جان، شکریہ! آپ کی محبت کا بے حد شکریہ، مگر مجھے اس کی خ,2,2,2,2,0,1,ابو، بہت شکریہ چچا، بس ختم ہو گیا، پہنچ جانا ہے۔,2,2,2,2,0,0
54,دوست,دوست,Low,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یہ تمہارے لیے خاص تحفہ ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,4,3,4,4,0,0,جی یار، بہت شکریہ! یہ تو میری طرف سے تھوڑا چھوٹا تحفہ تھ,2,2,2,2,0,0,بہت شکریہ! یہ آپ کی حوصلہ افزائی کا نشان ہے۔,2,2,2,2,0,0,جی سر، بہت شکریہ! یہ تمہارے لیے خاص تحفہ ہے۔ یہ آپ,3,3,3,3,0,1
55,خالہ,بھانجا,High,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے لائی ہوں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,4,4,4,4,0,0,بہت شکریہ! یہ میری کوتاہی نہیں، ان شاء اللہ میں آؤں دیکھ,3,3,3,3,0,1,سر، بہت شکریہ! یہ تمہاری اچھی طرح کی دیکھ بھال کا نتیجہ ہ,2,2,2,2,0,1,ابو، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی�,3,2,3,3,0,0
56,سسر,داماد,High,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,یہ تحفہ قبول کریں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,4,4,4,4,0,0,سر، بہت شکریہ، بس اس کی کوتاڑ کر لیتا ہوں۔,2,2,2,1,0,1,بہت شکریہ، یہ تو آپ کی طرف سے بہت عمدہ رہنما تھا۔,2,2,2,2,0,0,جی سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی�,3,3,3,3,0,1
57,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,یہ ہماری طرف سے تحفہ ہے۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,3,3,4,4,0,0,بہت شکریہ! یہ آپ کی اچھی یاد دلاتا ہے۔ یہ ہماری طرف سے,2,2,2,2,0,0,بہت شکریہ! یہ تو بہت اچھی طرف داری ہے۔,2,2,2,2,0,0,بہت شکریہ! یہ آپ کی اچھی کرکٹ کر لیتا ہے۔,2,3,3,2,0,0
58,استاد,شاگرد,High,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,یہ تمہاری محنت کا انعام ہے۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,4,3,4,4,0,0,سر، بہت شکریہ، مگر یہ تو صرف ایک چھوٹی سی کامیابی ہے۔ براہ,2,2,2,2,0,0,بہت شکریہ سر، یہ میری محنت کا انعام ہے۔,3,3,3,3,0,0,استاد جان، یہ تو میری محنت کا بہت شکریہ، آپ کی تقریب میری اچھی,3,3,3,3,0,0
59,قریبی دوست,قریبی دوست,Low,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,4,3,4,4,0,0,ابو، بہت شکریہ! بس یہ کام مکمل ہو گیا، تو کچھ دیر آرام کر لیتا ہ,3,3,3,3,0,1,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,3,3,3,3,0,1,ابّا جان، میں ان شاء اللہ اس کام کو رکھنے والی خیال ہوں، بس تھو,2,2,2,2,0,1
60,بزرگ,نوجوان,High,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,ابّا جان، بہت شکریہ! مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی,3,3,3,3,0,0,ابّا جان، میرا دعائیہ ہے یہ کامیاب ہو جائے، ان شاء اللہ۔,3,3,3,3,0,0,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر بس تقریباً بڑا ہو گیا ہو,2,2,2,2,0,0
61,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، کچھ مدد چاہیے؟,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,4,4,4,4,0,0,نہیں براہِ کرم، اگر کوئی خاص کام نہیں ہے تو میری خدمات مکمل نہی,3,3,3,3,0,0,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ آپ کی,3,3,3,3,0,0,نہیں یار، شکریہ! بس ختم ہو گیا ہے۔,2,2,2,2,0,0
62,دوست,دوست,Low,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,میں ہاتھ بٹا دوں؟,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,4,4,4,4,0,0,نہیں، اورسر، میری کام نہیں ہے۔ آپ کی مدد کا بہت شکریہ۔,2,2,2,2,0,0,نہیں یار، بس ختم ہو گیا۔ تمہارا بہت شکریہ۔,2,2,2,2,0,0,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ تم�,1,1,1,1,0,0
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,4,4,4,4,0,0,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ آپ کی,3,3,3,3,0,1,نہیں بخشن شاندیان، اگر تھوڑا سا وقت مکمل نہیں हو، میں قبول ک,3,3,3,3,0,1,نہیں یار، بس ختم ہو گیا۔ تمہارا بہت شکریہ۔,3,3,3,3,0,0
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ آپ کی,3,3,3,2,0,0,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔,3,3,3,3,0,1,بہت شکریہ سر، بس یہ دھیان رکھ لوں، مگر اگر کوئی ب大道之行,2,2,2,2,0,0
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,3,4,4,4,0,0,نہیں یار، بس ختم ہو گیا ہے۔ تم آرام کر لیتے ہو۔,3,3,3,3,0,0,نہیں بہت شکریہ، بہت سی ایڈیٹ کام ہے۔ آپ کی مدد کا بہت,3,3,3,3,0,0,نہیں یار، بس تقریباً ختم ہی ہو گیا ہے۔ تمہارا بہ,1,1,1,0,0,0
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,3,4,4,4,0,0,نہیں یار، بس ختم ہو گیا ہے، چلو تیری نشاندہی کا بہت شک,2,2,2,2,0,0,جی یار، بس کام مکمل کر لوں، پھر مل کر کچھ دیر چلتے ہیں۔ ان شاء الل,2,2,2,2,0,0,بہن جان، بس کام ختم ہونے تک میری سر vice versa، مگر امید ہے تھوڑا,3,3,3,3,0,0
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,4,3,4,4,0,0,نہیں بخاش حافل، اگر کوئی مسئلہ ہو تو میری رہنمائی کر سکتا ہ,2,2,2,2,0,0,جی بالکل، اگر آپ کو کچھ شکایت ہے یا اگر آپ کو کچھ سمجھ نہیں آیا تو ان شاء الل�,2,2,2,2,0,0,بہت شکریہ سر، مگر مجھے بس یہ کام مکمل کر لوں، پھر میں ان شاء اللہ,3,3,3,2,0,0
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,4,4,4,4,0,0,ضرور کرو، میں آپ کی لیئے مزید وضاحت کر لوں۔,2,2,2,2,0,1,جی بالکل، یہ ضروری ہو سکتا ہے کہ آپ کو پورا تصور دیکھ لیتا ہو,2,2,2,2,0,0,جی سر، براہِ کرم مزید وضاحت کر دیجیے۔ یہ تصور ان شاء اللہ سمجھ میں آ,1,1,1,1,0,0
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,4,3,4,4,0,0,ابّا، یہ بس اچھا کام ہے، تمہاری مدد کرنے کی کوتا نہیں۔,2,2,2,2,0,0,نہیں یار، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں,2,2,2,2,0,0,نہیں یار، بس ختم ہو گیا، تمہارا بہت شکریہ۔,2,2,2,2,0,1
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,3,3,4,4,0,0,نہ یار، بس تھوڑا دباؤ محسوس کر رہا ہوں، تمہارا حوصلہ,2,2,2,2,0,0,اب کافی نہ کرو، سب ٹھیک ہو جائے گا۔,2,2,2,2,0,0,نہیں یار، تمہارا بہت شکریہ، مگر میں نہ تو اس صورت حال کو دیکھ کر چ,2,2,2,2,0,0
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,4,4,4,4,0,0,ابو، بس ختم ہو گیا، تمہارا بہت شکریہ۔,2,2,2,2,0,1,والدہ جان، بس کام مکمل ہونے دیجیے، تمہارا بہت شکریہ۔,3,3,3,3,0,1,والدین، میری تابکاری دیکھ لو، میں یہ کام مکمل کر لیتا ہوں۔ تمہارا ب�,1,2,2,1,0,1
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,نوح جان، بس یہ کام مکمل کر لوں، پھر مل کر دوسرا کام کر لیتے ہیں۔ تم�,3,3,3,3,0,0,والد جان، میرا شکریہ، لیکن یہ کام اکیلے مکمل کر لو، میں نے,2,2,2,2,0,0,ابو، بس ختم ہو گیا، تمہارا بہت شکریہ۔,3,3,3,3,0,1
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,4,4,4,4,0,0,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔,3,3,3,3,0,0,نہیں یار، بس تقریباً ختم ہی ہو گیا ہے۔ آپ کی مدد کا ب,3,3,3,3,0,1,سر، بس کام مکمل کر لو، میری کمپنی کی تقریباً تمام قسم کی مشکلات کا خی,3,3,3,3,0,0
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,4,3,4,4,0,0,نہیں یار، بس تھوڑا پریشان ہوں گی، بس یہ کام مکمل کر لوں، پ,2,2,2,2,0,0,سر، میری حوصلہ افزائی ہوگی۔ تمہاری رہنمائی کو میری ضرورت کا بہ,2,2,2,2,0,0,نہیں یار، بس ختم ہو گیا ہے، آرام کر لینا چاہیے۔ تم�,2,2,2,2,0,0
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,3,4,4,4,0,0,یار، بس مل کر کام مکمل کر لوں، پھر میں تھوڑا آرام کر لیتا ہوں۔ تم,2,2,2,2,0,1,سر، بس کچھ زیادہ رہنے دو، میں اس کام میں سنبھال لیتا ہوں۔,2,2,2,1,0,1,ابو، بس تھوڑا آرام کر لیتا ہوں، پھر میں تمہارا نہیں دیک,3,3,3,3,0,0
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,3,4,4,4,0,0,نہیں یار، بس تمہارا بہت شکریہ، مگر آئندہ ضرور میں تمہارا خ,2,2,2,2,0,0,یار، رہنے دو، آج بل میری طرف سے ہے۔,2,2,2,2,0,0,یار، بس کام مکمل کر لوں، پھر ہم مل کر بل ادا کر لیٹے ہیں۔ تمہ,1,1,1,1,0,0
