ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,4,4,4,4,0,0,بہت شکریہ یار، تمہاری بہت مہربانی۔,3,3,3,3,0,0,ارے یار، تم آ گئے، حال و تجربہ کا بہت شکریہ! میرے لیے بھی ا,2,2,2,2,0,0,بہت شکریہ یار! تمہاری مہربانی قبول، اس کا دل سے تمہارا بہت شکری,1,1,1,1,0,0
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,3,4,4,4,0,0,بہت شکریہ ۔ آئندہ میں یہی رقم رکھ لوں گا، ابھی تک کام ن,1,1,1,1,0,0,سر، آپ زحمت نہ کریں۔,3,3,3,3,0,0,سر، اس سب کی ضرورت نہیں، بس آپ کی رہنمائی ہی میرے لیے کافی ہے,2,2,2,2,0,0
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,بہت شکریہ! آئندہ ضرور قبول کرťیے گے۔,2,2,2,2,0,0,شکریہ! آپ کی بہت مہربانی۔,2,2,2,1,0,0,ارے یار، تم آگئے، میرے لیے یہی یہی کافی ہے۔ اس سب کی,2,2,2,2,0,0
42,بزرگ,نوجوان,High,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,3,3,4,4,0,0,جی، آپ کی بہت شکریہ۔ ان رقم کی ضرورت ہے، سفر میں میرے لیے م,2,2,2,2,0,0,سر، اس سے زحمت نہ کریں۔ میں سنبھال لوں گا، ضرورت پڑی تو استعمال کر,2,2,2,1,0,0,سر، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں سارا کام خود سنبھال لو,3,3,3,3,0,0
43,نند,بھابھی,Medium,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,4,3,4,4,0,0,بہت شکریہ نند، تمہاری بہت مہربانی۔,2,2,2,2,0,0,بھابھی، اس سب زحمت نہ کریں۔ آپ کی یہی شال مجھ سے زیادہ میں یار,3,3,3,3,0,1,شکریہ یار! آپ کی تھوڑی دلچسپی میں۔,2,2,2,2,0,0
44,استاد,شاگرد,High,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,سر، اس کی بہت مہربانی۔ میرے لیے واقعی اہمیٹی نہیں، آپ کی,2,2,2,1,0,0,سر، اس انعام کی وجہ سے میرا دل بہت خوش ہوا۔ آپ کی رہنمائی سے میں,3,3,3,3,0,0,سر، میں حتمی طور پر آپ کی رہنمائی کا انتظار کرؤں گا۔,2,2,2,2,0,0
45,بزرگ خاتون,نوجوان,High,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,4,4,4,4,0,0,بہت شکریہ! آپ کی مہربانی، اس کا بہت شکریہ۔ آپی، ابھی میں ضر,2,2,2,1,0,0,بہت شکریہ، بزرگ جان! آجکل رکھ لوں گا۔,2,2,2,2,0,0,جی ہی، اسے بھول لو، میرے لیے نہیں، آپ کے لیے بنا گئی تھ,1,1,1,1,0,0
46,خالہ,بھانجی,Medium,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,4,3,4,4,0,0,آپی، یہی یہی یOUGH! آپ کی یہی یہی یہی یہی یہی یہی,3,3,3,3,0,1,بہت شکریہ ۔ یار، یہ تمہارے لیے بھی یک ڈیزاینڈا چ,2,2,2,2,0,0,خالہ جان، اس سے پہلے بھی آئندہ دیے حوالے میں رہتی �,1,1,1,0,0,0
47,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,3,3,4,4,0,0,ارے یار، تم نہ بتایا کر، پہلے دیکھ کر رہا۔,2,2,2,2,0,0,شکریہ یار، ان شاء اللہ اس کا استعمال کرنے میں رہنمائی دیجیے۔,1,1,1,1,0,0,بہت شکریہ یار! اس کی واقعی ضرورت نہیں تھی، مگر آ گئی یہی موقع۔ اب,3,3,3,3,0,0
48,ساس,بہو,High,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,4,3,4,4,0,0,سر، یار! تمہاری بہنوں کی ضرورت نہیں، اس کہ یہ تمہارے لیے۔,2,2,2,2,0,0,سسر، یہی یہی کافی تھا، آپ کی فکر کرنے کا بس۔ آپ کی یہی سب چیزیں م,2,2,2,2,0,1,ساسی، تمہاری بہت مہربانی، مگر ابھی پہلے پہل کر لوٹ آئی تھ,3,3,3,3,0,1
49,ماموں,بھانجا,High,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,مамوں جان، شکریہ۔ آپ کی مہربانی میرے لیے بہت اہم ہے۔,3,3,3,3,0,0,ماموں، تم زحمت نہ کریں۔ چلو، ابھی کھا لو، پھر بتاؤں گا ک�,2,2,2,2,0,0,ماموں جان، اس کی ضرورت نہیں، آپ زحمت نہ کریں۔ آپ کی مہربانی اپنی جگ,3,3,3,3,0,0
50,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,4,4,4,4,0,0,بہت مبارک ہو۔ آپ کی بہت مہربانی۔ یہی چلو، آئندہ بہت مبار,2,2,2,2,0,0,بہت شکریہ! اس سب کی ضرورت نہیں تھی، مگر آپ کی یہ مہربانی قبول کر لی,2,2,2,2,0,0,بہت شکریہ! ان شاء اللہ آپ کی رہائش مبارک۔,3,3,3,3,0,0
51,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,4,3,4,4,0,0,سر، میں رکھ لوں گا۔,2,2,2,2,0,1,شکریہ اسٹاد جان، یہ کامیابی ہے۔,3,3,3,3,0,0,سر، اس سب کی ضرورت نہیں، بس آپ کی رہنمائی ہی میرے لیے کافی ہے,3,3,3,3,0,0
52,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,4,3,4,4,0,0,ارے یار، تم آ گئی، مجھ سے بہتر تحفہ میں نہیں لیں گی۔,3,3,3,3,0,1,شکریہ ڈیاری، ہمیشہ معاملہ میں آپ کا بہت ہے۔,2,2,2,2,0,0,بہت شکریہ! چلو، رکھ لوں گی۔,3,3,3,3,0,0
53,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,چچا جان، اس سب کی ضرورت نہیں، بس آپ کی رہنمائی ہی میرے لیے کافی �,3,3,3,3,0,0,چچا جان، تمہاری بہت مہربانی۔ میں یہ سنبھال لوں گا، تمہاری,2,2,2,2,0,0,چچا جان، تمہاری بہت مہربانی، مگر ابھی آئندہ میں سنبھال لوں گ,3,3,3,3,0,0
54,دوست,دوست,Low,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یہ تمہارے لیے خاص تحفہ ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,4,3,4,4,0,0,ارے یار، تم ادھر سے آ گئے، میرے لیے یہی یہی کافی تھا�,3,3,3,3,0,0,شکریہ ڈوست! آپ کی بہت مہربانی۔,2,2,2,2,0,0,ارے یار، یہ تمہاری مہربانی، مجھ سے زیادہ۔ اس کی ضرورت نہیں ت,3,3,3,3,0,0
55,خالہ,بھانجا,High,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے لائی ہوں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,4,4,4,4,0,0,آن پر، چلو جان، یہی یہی ڈھونڈتے ہی چاہत تھا۔,2,2,2,2,0,0,خالہ جان، آپ کی یہ مہربانی اپنی جگہ، مگر معذرت چاہتی ہوں،,2,2,2,2,0,0,خالہ جان، اس سے پہلے میں نے سوچا تھا کہ آپ آ گئی ہی,3,2,3,3,0,0
56,سسر,داماد,High,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,یہ تحفہ قبول کریں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,4,4,4,4,0,0,جی، آپ کا بہت شکریہ۔ آپ کی مہربانی۔,2,2,2,2,0,0,سر، اس کی ضرورت نہیں، آپ रख رہیں۔,2,2,2,2,0,0,سر، اس سب کی ضرورت نہیں، بس آپ کی رہنمائی ہی میرے لیے کافی ہے,3,3,3,3,0,0
57,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,یہ ہماری طرف سے تحفہ ہے۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,3,3,4,4,0,0,بہت شکریہ یار، اس کی بہت مہربانی۔ آئندہ موقع پر میں ضرور تمہاری,2,2,2,2,0,0,بہت شکریہ! آئندہ ضرور واپس لے لوں گا۔,2,2,2,2,0,0,ارے، تمہاری ہی! شکریہ۔,2,3,3,2,0,0
58,استاد,شاگرد,High,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,یہ تمہاری محنت کا انعام ہے۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,4,3,4,4,0,0,سر، اس کی وجہ صرف آپ کی رہنمائی ہے۔ میری محنت سے یہ سب ممکن نہیں,2,2,2,2,0,0,سر، اس کی ضرورت تھی۔,3,3,3,3,0,0,شاد ہوں، ابھی تک میرے سعی کا فائدہ نہیں پہلیا تھا۔,3,3,3,3,0,0
59,قریبی دوست,قریبی دوست,Low,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,4,3,4,4,0,0,ارے یار، تم اچھی بہتی ہو، میرے لیے یہ کافی تھا۔,3,3,3,3,0,0,بہت شکریہ یار! تمہاری بہت مہربانی۔ چلو، رکھ لو، اب آگے می,2,2,2,2,0,0,شکریہ ڈوست، تمہاری بہت مہربانی۔ یار، ان شاء اللہ مجھ سے بھول ن,2,2,2,2,0,0
60,بزرگ,نوجوان,High,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,جی ابو جان، اس کی بہت مہربانی۔ آپ کی رہنمائی ہمیشہ میرے لیے باعثِ,2,3,3,2,0,0,شکریہ بابا، آپ کی بہت مہربانی۔ یہی ڈال لو، میں نہیں رک,3,3,3,3,0,0,بہت شکریہ، بزرگ جان! آج کی سفر میں میرے لیے سب ٹھیک رہا۔,2,2,2,2,0,0
61,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، کچھ مدد چاہیے؟,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,4,4,4,4,0,0,آپ کی بہت مہربانی، یار۔ میں سنبھال لوں گا، آئندہ کوشش کر لو,3,3,3,3,0,0,بہت شکریہ یار، آپ کی بہت مہربانی۔ اگر میں سارا کام سنبھال لوں تو آپ,3,3,3,3,0,0,جی یار، آئندہ ضرورت پڑی تو ضرور پूछ لوں گا۔,2,2,2,2,0,0
62,دوست,دوست,Low,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,میں ہاتھ بٹا دوں؟,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,4,4,4,4,0,0,آپ کی بہت مہربانی! اگر آپ کام کر رہے تھے، پھر میری مدد کرنے,3,3,3,3,0,0,جی، تم بٹا دو، آج آپ زحمت۔,2,2,2,2,0,0,بھائی، تم ارو، میں یار۔ چلو، ابھی آگے میں تیری مدد کرتا ہو�,1,1,1,1,0,0
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,4,4,4,4,0,0,بہت شکریہ! آپ کی بہت مہربانی، میں یار۔ اگر ضرورت پڑی تو ضرور آپ س,3,3,3,3,0,0,بہت شکریہ! تمہاری مدد سنبھال لوں گا، اگر ضرورت پڑی تو۔,3,3,3,3,0,0,بہت شکریہ، آپ کی بہت مہربانی۔ آج مجھے واقعی زحمت، میں خود سنبھ,3,3,3,3,0,0
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,بہت شکریہ! آپ کی مدد سن کر واقعی میرا بہت کام آسان ہو گیا۔ اگر ضرورت پڑ,2,2,2,2,0,0,بہت شکریہ! اگر ضرورت پڑی تو ضرور عرض کر دوں گا۔,3,3,3,3,0,0,بہت شکریہ! تمہاری مدد سنبھال لوں گا۔,2,2,2,2,0,0
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,3,4,4,4,0,0,ارے بھائی، آپ زحمت نہ کریں۔ میں سارا کام خود مکمل کر لوں گی، اگر ضرورت پڑ,3,3,3,3,0,0,بھائی، اگر تمہارے لیے یہ کام مل جاؤ، فکر نہ کریں، میں س,3,3,3,3,0,1,بھائی، میں سارا کام سنبھال لوں گی، آپ بس آرام کریں۔ اگر ضرورت پڑی تو ضرور مدد ل,1,1,1,0,0,0
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,3,4,4,4,0,0,بہت مہربانی، تم چلو، میں سنبھال لوں گا۔,3,3,3,3,0,0,بہو، تمہاری فکر کرنے کا بہت شکریہ، مگر مجھے یہ موقع دیجیے�,2,2,2,2,0,0,بہن جان، اگر ٹھوڑی دلیلاں ہی ہیں تو میں سنبھال لوں گی,3,3,3,3,0,0
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,4,3,4,4,0,0,آپ کی بہت شکریہ! اگر ضرورت پڑی تو میں بھی رہنمائی کر دیتا,2,2,2,2,0,0,سر، میں اپنے کام پر مصروف ہوں، اگر آج کی رہنمائی کا وقت میں نے سن لی,2,2,2,2,0,0,سر، آپ کی مہربانی اپنی جگہ، مگر معاملہ یہیں ٹھیک ہے۔ اگر,3,3,3,2,0,0
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,4,4,4,4,0,0,جی، آپ فکر نہ کریں، میں اپنی فکر کا مزید وضاحت کر دیتا ہ,3,3,3,3,0,0,جی، میں چاہتی ہوں اگر آپ مزید وضاحت دیجیں۔,2,2,2,2,0,0,جی، آپ کی مہربانی۔ اگر مجھے مزید سمجھ آئے تو خود ہی سوچ لوں گا، مع,1,1,1,1,0,0
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,4,3,4,4,0,0,شکریہ یار، تمہاری بہت مہربانی۔ मु่ھ اپنی بہت سب کرن گا,4,4,4,4,0,0,شکریہ یار، تمہاری بہت مہربانی۔ چلو، تھوڑی دیر میں یہ کام,2,2,2,2,0,0,شکریہ یار، آپ کی بہت مہربانی، میں سارا کام خود مکمل کر لوں گا، آپ بس آرام کری�,2,2,2,2,0,0
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,3,3,4,4,0,0,بہت شکریہ یار، تمہاری بہت مہربانی۔ آگے میں ضرور سنوں گ,2,2,2,2,0,0,الحمدللہ یار، ابھی تکھانہ میں ہی رہ لوں گا، تمہاری بہت تسل,2,2,2,2,0,0,ارے یار، تم زحمت نہ کریں، میں سنبھال لوں گا۔,2,2,2,2,0,0
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,4,4,4,4,0,0,ماں، آپ زحمت نہ کریں، میں یہ کام خود مکمل کر لوں گا۔,4,4,4,4,0,0,جی والدہ، تمہارا فکر، چلو، تھوڑی دیر بعد سنبھال لوں گا۔,3,3,3,3,0,0,ماں جان، میں سارا کام سنبھال لوں گی، آپ بس آرام کریں۔ آپ کی بہت مہربانی،,1,2,2,1,0,1
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,باپ جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام پہ,4,4,4,4,0,0,بھائی، اگر تم اکیلت سنبھال لو، تو میں بھی سنبھال لوں گا، آپ فک,2,2,2,2,0,1,پapa، آپ زحمت نہ کریں، میں یہ کام خود مکمل کر لوں گا، اگر ضرورت پڑی تو ضر,3,3,3,3,0,0
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,4,4,4,4,0,0,سر، اگر واقعی ضرورت ہے تو میں اپنے کام میں مدد دلاؤں گا۔,3,3,3,3,0,0,سر، آپ کی مہربانی اپنی جگہ، مگر اگر ممکن ہو تو میں یہ کام خود مکمل کر لوں گ,3,3,3,3,0,0,سر، اگر شکریہ ہے۔ آپ کی مدد سے کام بہت آسان ہو گی۔ مجھے,3,3,3,3,0,0
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,4,3,4,4,0,0,بھائی، میں یار تمہاری فکر نہ کریں، سب ٹھیک ہے۔ چلو، مل کر �,3,3,3,3,0,0,آپ کی بہت مبارک ہو۔ میں یہی چاہتا تھا کہ آپ بہت اچھے,3,3,3,3,0,0,ارے بھائی، میں سنبھال لوں گا، فکر نہ کریں۔,2,2,2,2,0,0
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,3,4,4,4,0,0,بھائی، تم آگے میں سنبھالو، میں اپنا کام مکمل کر دیتا ہوں۔ اگر ضر,4,4,4,4,0,0,بہت شکریہ یار، میری تلاش ٹھوڑی ضرورت نہیں، آپ کی مدد س,3,3,3,3,0,0,شکریہ یار، تمہاری بہت مہربانی، میں سنبھال لوں گا، تم اٹھو�,3,3,3,3,0,0
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,3,4,4,4,0,0,ارے یار، نہیں، تم ادائیگی کر دیتے ہو، آج مجھے تھوڑی مر,3,3,3,3,0,0,الحمدللہ یار، تمہاری بہت مہربانی۔ چلو، جان، تمہاری فکر کیجیے,2,2,2,2,0,0,شکریہ یار، تمہاری بہت مہربانی، مگر واقعی تمہاری زحمت معاف کر دوں گی۔,0,0,0,0,0,0
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,3,3,4,4,0,0,ارے یار، تم فکر نہ کریں، آج مجھے بل دیجیے۔ آئندہ تم ادا کریں گ,3,3,3,3,0,0,بل، آپ کی بہت شکریہ۔ میری بہت، آج کھانے کی فکر نہ کر لو،,2,2,2,2,0,0,شکریہ یار، تمہاری بہت مہربانی، مگر واقعی مجھے یار، آج مجھے ضرورت,1,1,1,1,0,0
