ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
37,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، یہ  تحفہ تمہارے لیے لایا ہوں، رکھ لو۔,تم نے یاد رکھا، یہی میرے لیے بڑی بات ہے، اتنا تکلف نہ کرتے۔,3,4,4,4,0,0,ٹھیک ہے یار، شکریہ! ان شاء اللہ اس کی محبت کا بے حد شکریہ۔,3,3,3,3,0,1,یار، بس کام مکمل ہو گیا، تو اچھا لگا، رکھ لو۔ یہ تمہارا شکر گزار,3,3,3,3,0,0,ابّا جان، بہت شکریہ، بس ختم ہو گیا، चलوں کا اٹھاؤں، ضرور ر,3,3,3,3,0,0
38,بڑی بہن,چھوٹی بہن,Medium,آپ کی بڑی بہن آپ کو ایک اسکارف تحفے میں دینا چاہتی ہیں۔,یہ اسکارف تمہارے لیے لیا تھا، رکھ لو۔,آپی، آپ کی محبت اپنی جگہ، لیکن اس کی واقعی ضرورت نہیں تھی۔,4,3,4,4,0,0,ابو، آپ کی محبت کا بے حد شکریہ، مگر بس یہ تقریب ختم ہو گئی ہے,2,2,2,2,0,1,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر مجھے اسکارف نہیں رکھنا ی�,3,3,3,3,0,0,جی بہن، شکریہ! ان شاء اللہ میں یہ رکھ لوں۔,2,2,2,2,0,1
39,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ سفر سے واپسی پر وہ آپ کو ایک تحفہ دینا چاہتا ہے۔,یار، سفر سے تمہارے لیے ایک چیز لایا ہوں۔,ارے یار، بہت شکریہ، اتنی زحمت کرنے کی ضرورتہیں تھی ۔,4,4,4,4,0,0,اب کافی ہو گیا، براہِ کرم دیکھ لو یار، امید ہے تمہاری محبت کا ب�,2,2,2,2,0,0,ابّی، میری میراث ہے۔ ان شاء اللہ میں ضرور بہترہ خوشی میں گیا,2,2,2,2,0,0,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,1,1,1,1,0,1
40,سسر,داماد,High,آپ کے سسرملاقات کے اختتام پر آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لیجیے، بعد میں کام آئے گی,ابا جان، فی الحال ضرورت نہیں، آپ کا خیال ہی میرے لیے کافی ہے۔,3,4,4,4,0,0,اب تک امکان پر نہیں، براہِ کرم میری طرف سے کام آؤں گا۔,1,1,1,1,0,0,ابو، بس تمہارا بہت شکریہ، براہِ کرم قبول کیجیے۔,1,1,1,1,0,1,جی سر، بہت شکریہ، بس کام مکمل ہو گیا، امید ہے آپ کو کام تکلیف نہی�,2,2,2,2,0,1
41,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے اختتام پر آپ کو ایک تحفہ دینا چاہتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کی نیک نیتی ہی میرے لیے کافی ہے، اتنا تکلف نہ کرتے۔,4,4,4,4,0,0,جی یار، بہت شکریہ! ان شاء اللہ آئندہ وقت مگر یہ کام کر کے دیکھو�,2,2,2,2,0,0,سر، بس یہ شکریہ ہے۔ مجھے ان شاء اللہ اس کی ضرورत نہ نکل گی,1,1,1,1,0,0,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,2,2,2,2,0,1
42,بزرگ,نوجوان,High,آپ کے سفر پررخصت ہوتے وقت ایک بزرگ آپ کو کچھ رقم دینا چاہتے ہیں۔,یہ کچھ رقم رکھ لو، سفر میں کام آئے گی۔,آپ کی دعا ہی میرے لیے  کافی ہے بہت شکریہ اسکی ضرورت نہیں۔,3,3,4,4,0,0,ابّا جان، ان رقم کو رکھنے کی ضرورت نہیں ہے، میں سفر مکمل نہی,2,2,2,2,0,0,سر، بہت شکریہ، مگر آپ کو فکر نہیں کرنی چاہیے تھی۔ یہ ک,0,1,1,0,0,1,سر، بہت شکریہ، مگر مجھے اس کی تکلیف نہیں ہے۔ یہ بسیر,3,3,3,3,0,1
43,نند,بھابھی,Medium,آپ کی نند آپ کو خاندانی ملاقات کے دوران ایک شال تحفے میں دینا چاہتی ہیں۔,بھابھی، یہ شال آپ کے لیے لائی ہوں۔,تم نے میرے لیے سوچا، یہی میرے لیے خوشی کی بات ہے، اتنا تکلف نہ کرتی۔,4,3,4,4,0,0,جی نند، بہت شکریہ، بس یہ کام مکمل ہو گیا۔,2,2,2,2,0,1,جی نند، بہت شکریہ! ان شاء اللہ میں ضرور پہن لوں گی۔ یہ آپ کی ا,2,2,2,2,0,0,سر، بہت شکریہ! یہ آپ کی محبت کا بہترہ معبر ہے۔,2,2,2,2,0,0
44,استاد,شاگرد,High,آپ کے استاد آپ کی کارکردگی سے خوش ہو کر آپ کو انعام دینا چاہتے ہیں۔,یہ خصوصی انعام تمہارے لیے ہے۔,سر، آپ کی حوصلہ افزائی ہی میرے لیے بڑی بات ہے۔,4,4,4,4,0,0,سر، شکریہ! بس اسی کی ہو گیا جان، میری کارکردگی کا اسی ط,2,2,2,1,0,0,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,3,3,3,3,0,0,سر، بہت شکریہ، مگر یہ انعام تو پورے班 کی محنت کا نتیجہ ہے�,2,2,2,2,0,0
45,بزرگ خاتون,نوجوان,High,آپ کو ایک بزرگ خاتون اپنے ہاتھ سے بنا ہوا سویٹردینا چاہتی ہیں۔,یہ سویٹر تمہارے لیے بنایا تھا، رکھ لو۔,دادی جان، آپ نے اپنے ہاتھ سے بنایا، یہی میرے لیے سب سے بڑا تحفہ ہے، اتنی زحمت نہ کرتیں۔,4,4,4,4,0,0,جی امّی، بہت شکریہ، مگر میں نے تو دیکھ لیا ہے۔ آپ کی محبت ک,2,2,2,1,0,1,جیجی، رہنے دیجیye یہ سویٹر، بس یہ کام مکمل کر لوں، پھر آپ کی محبت کا,2,2,2,2,0,1,جی مامَ، شکریہ! ان شاء اللہ میں یہ رکھ لوں۔,2,2,2,1,0,0
46,خالہ,بھانجی,Medium,آپ اپنی خالہ سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے ایک چھوٹا سا تحفہ ہے۔,خالہ جان، آپ نے بہت محبت سے دیا ہے، آپ کا خلوص ہی میرے لیے کافی ہے بہت شکریہ۔,4,3,4,4,0,0,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,2,2,2,2,0,1,سر، بہت شکریہ! ان شاء اللہ میں اس کی محبت کا نشان دینا چاہتا ہ,2,2,2,2,0,1,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہ,2,2,2,2,0,1
47,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یار، یہ تحفہ تمہارے لیے خاص طور پر لیا تھا۔,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,3,3,4,4,0,0,نہیں یار، بس تو تمہارا خیرمقدم کرنا تھا، نہیں تو میں نے اس کی,2,2,2,1,0,0,سر، بس کچھ ضرور ٹھیک نہ نکل آیا، مگر ان شاء اللہ جلد ٹھیک,1,1,1,1,0,1,سر، بس کام مکمل ہو گیا، تو یہ تحفہ دینا چاہتا تھا۔ یہ آپ کی محنت,3,3,3,3,0,1
48,ساس,بہو,High,آپ کی ساس گھر میں ملاقات کے دوران آپ کو کپڑوں کا ایک جوڑا تحفے میں دیتی ہیں۔,یہ کپڑے تمہارے لیے لائی ہوں۔,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,4,3,4,4,0,0,سر، بہت شکریہ، بس اس کی تکلیف نہیں پوری ہو گئی ہے۔,2,2,2,2,0,1,جی سر، بہت شکریہ! یہ آپ کی اچھی طرح کی دیکھ بھال کا بہت شکریہ اد,2,2,2,2,0,1,ابّا جان، بہت شکریہ، مگر آپ کو نہیں پہننا چاہیے تھا۔,3,3,3,3,0,1
49,ماموں,بھانجا,High,آپ کے ماموں ملاقات کے دوران آپ کو ایک تحفہ دیتے ہیں۔,یہ تمہارے لیے تحفہ ہے۔,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,بہت شکریہ! میرا بہت پوری ہے۔,3,3,3,3,0,1,ابّا جان، یہ تو بس تمہارا ان شاء اللہ ہمیشہ رہنا والا تحفہ ہ�,2,2,2,2,0,0,ماموں جان، بہت شکریہ! یہ آپ کی محبت کا بہت شکریہ ہے۔ ی,2,2,2,2,0,0
50,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ایک خوشی کے موقع پر آپ کے گھر آئے ہیں۔ رخصت ہونے سے پہلے وہ آپ کو ایک تحفہ دیتے ہیں۔,یہ چھوٹا سا تحفہ ہماری طرف سے قبول کیجیے۔,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,4,4,4,4,0,0,سر، شکریہ! بس یہ کچھ نہیں، آپ کی محبت کا بہت شکریہ۔,2,2,2,2,0,0,سر، بہت شکریہ! یہ تو آپ کی اچھی خواہش کا نتیجہ ہے، بر,1,1,1,1,0,1,ابّا جان، یہ تو بس تماشا تھا! ان شاء اللہ آئندہ وقت میرا بھی ضرور رہنا,3,3,3,3,0,0
51,استاد,طالب علم,Medium,آپ کے استاد آپ کی تعلیمی کارکردگی سے خوش ہو کر آپ کو ایک کتاب تحفے میں دیتے ہیں۔,یہ کتاب رکھ لو۔,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,4,3,4,4,0,0,بہت شکریہ سر، یہ میری اور اس کے علاوہ کسی اور کے لیے نہی�,2,2,2,1,0,0,بہت شکریہ سر، یہ کام میری تعلیمی کارکردگی کا نشان ہے۔,2,2,2,2,0,0,"جی سر، شکریہ! یہ کتاب رکھ لوں، میں ضرور اس کی تکلیف کروں گا۔
سر،",2,2,2,2,0,0
52,کزن,کزن,Low,آپ اپنے کزن سے ملاقات کر رہی ہیں۔ گفتگو کے دوران وہ آپ کو ایک تحفہ پیش کرتی ہے۔,یہ تحفہ خاص تمہارے لیے لائی ہوں، رکھ لو۔,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,4,3,4,4,0,0,سر، بس کام مکمل ہو گیا، تمہارا منتظر رہتا ہوں۔ یہ تحفہ خاص تم,3,3,3,3,0,0,ٹھیک ہے، شکریہ! ان شاء اللہ اِس کو بخیر رہن گا۔,2,2,2,2,0,0,ابّا جان، بہت شکریہ، مگر آپ کو نہیں رہنے دیجیے۔ یہ تو بس,3,3,3,3,0,1
53,چچا,بھتیجا,High,آپ اپنے چچا سے ملاقات کر رہے ہیں۔ گفتگو کے اختتام پر وہ آپ کو محبت میں کوئی چیز یا تحفہ پیش کرتے ہیں۔,بیٹا، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے، رکھ لو۔,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر مجھے اس کی تکلیف نہیں کرنی دینا,4,4,4,4,0,1,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر امید ہے تمہاری محبت دھ,2,2,2,2,0,1,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر مجھے اس کی تکلیف نہیں ہ�,2,2,2,2,0,1
54,دوست,دوست,Low,آپ کا دوست ملاقات کے دوران آپ کو ایک تحفہ دیتا ہے۔,یہ تمہارے لیے خاص تحفہ ہے۔,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,4,3,4,4,0,0,نہیں یار، بس یہ تو تمہارا ان شاء اللہ رہنما ہو گیا۔,3,3,3,2,0,0,بہت شکریہ! یہ آپ کی محبت کا بہتر ثبوت نہیں چاہیے تھا۔,2,2,2,2,0,0,سر، یہ تمہارے لیے خاص تحفہ ہے۔ امید ہے تم اس کی قدر کرؤں,3,3,3,3,0,1
55,خالہ,بھانجا,High,آپ کی خالہ ملاقات کے دوران آپ کو ایک تحفہ دیتی ہیں۔,یہ تمہارے لیے لائی ہوں۔,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,4,4,4,4,0,0,سر، براہِ کرم شکریہ، بس یہ میری طرف سے نہیں لیتا جائے گا۔,3,3,3,3,0,1,جی خالہ، بہت شکریہ! یہ آپ کی اچھی یاد دہانی کا نتیجہ ہ�,2,2,2,2,0,0,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر مجھے اس کی تکلیف نہیں ہونا,3,2,3,3,0,1
56,سسر,داماد,High,آپ کے سسر ملاقات کے دوران آپ کو ایک تحفہ پیش کرتے ہیں۔,یہ تحفہ قبول کریں۔,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,4,4,4,4,0,0,بہت شکریہ! ان شاء اللہ یہ میری طرف سے بہتر ملاقات کا نشان دینے والा,2,2,2,1,0,0,بہت شکریہ، یہ تو آپ کی محبت کا بہت بہت شکریہ۔,2,2,2,2,0,0,جی سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی�,3,3,3,3,0,1
57,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,یہ ہماری طرف سے تحفہ ہے۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,3,3,4,4,0,0,سر، یہ ہماری طرف سے ایک چھوٹا سا تحفہ ہے۔ آپ کی مداحتیں,2,2,2,2,0,0,بہت شکریہ، یہ تو آپ کی طرف سے بہت اچھا تحفہ تھا۔,2,2,2,2,0,1,نہیں یار، بس دعائیں گرم ہی پیش کر لوں، نہیں ان کی کوتاں,2,3,3,2,0,0
58,استاد,شاگرد,High,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,یہ تمہاری محنت کا انعام ہے۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,4,3,4,4,0,0,بہت شکریہ سر، یہ میری محنت کا نتیجہ ہے۔ آپ کی حوصلہ افزائی ا,2,2,2,2,0,0,سر، بہت شکریہ، مگر یہ بس میری طالب علم کی حیثیت رہنے دیجیے۔ انعام,3,3,3,3,0,0,سر، بہت شکریہ، میری محنت کا انعام یہ آئی ہے کہ میں اچھی کار,3,3,3,3,0,0
59,قریبی دوست,قریبی دوست,Low,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,4,3,4,4,0,0,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر بس یہ کام مکمل ہو گیا، بس واپس ج,3,3,3,3,0,0,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔,3,3,3,3,0,1,ٹھیک ہے، شکریہ! ان شاء اللہ میں یہ رکھ لوں۔,2,2,2,2,0,1
60,بزرگ,نوجوان,High,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,ابّا جان، بہت شکریہ! آپ کی محبت اور فکر کا بہت شکریہ۔ یہ میری طرف س�,3,3,3,3,0,0,ابّا جان، شکریہ! ان شاء اللہ میں ضرور خوب رکھوں گا۔,3,3,3,3,0,0,ابّا جان، آپ کی محبت کا بے حد شکریہ، مگر بس یہ کام مکمل کر لوں، پھر اس کچھ,2,2,2,2,0,0
61,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، کچھ مدد چاہیے؟,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,4,4,4,4,0,0,یار، اگر تکلیف نہیں ہو تو میں آپ کی مدد کر سکتا ہوں۔,3,3,3,3,0,0,ضرور یار، میں تمہارا بہت شکریہ ادا کرتا ہوں۔ بس تقریباً ختم,3,3,3,3,0,0,نہیں یار، بس ہو گیا، بس تم ختم کر لو۔,2,2,2,2,0,0
62,دوست,دوست,Low,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,میں ہاتھ بٹا دوں؟,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,4,4,4,4,0,0,اب تک نہیں، براہِ کرم میرے سر کا کام ختم ہونے کی کوتا دینے کی ک,2,2,2,2,0,0,نہیں یار، بس ہو گیا۔ تم کام کر لیتے ہو۔,2,2,2,2,0,0,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ تم�,1,1,1,1,0,0
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,4,4,4,4,0,0,نہیں یار، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ آپ کی,3,3,3,3,0,0,نہیں بخشن شاندیان، اور کام مکمل نہیں ہو گیا۔,3,3,3,3,0,0,نہیں یار، شکریہ! بس ختم ہو گیا ہے۔,3,3,3,3,0,0
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,ضرور یار، اگر کوئی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔ تمہارا بہ,3,3,3,2,0,0,ضرور یار، بس یہ کام مکمل کر لوں، پھر تمہارا بہت شکریہ۔,3,3,3,3,0,0,نہیں یار، شکریہ! بس یہ کام مکمل نہیں ہو گیا، ان شاء الل,2,2,2,2,0,0
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,3,4,4,4,0,0,نہیں یار، بس ہو گیا، تیری مدد کا بہت شکریہ۔,3,3,3,3,0,0,ضرور کام کر لو، اگر ان شاء اللہ میری مدد مکمل کر لیتا ہو تھا۔,3,3,3,3,0,0,نہیں یار، بس تقریباً ختم ہی ہو گیا ہے۔ تمہارا بہ,1,1,1,0,0,0
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,3,4,4,4,0,0,نہیں یار، بس چلو، تم کو آرام کر لیتا ہوں، پھر کچھ دیر کے بعد م,2,2,2,2,0,0,نہیں یار، بس کام مکمل ہو جائے گا، پھر مل کر کچھ اور دیکھ لیتا,2,2,2,2,0,0,ٹھیک ہے، بہت شکریہ، براہِ کرم رہنمائی کر لیں۔,3,3,3,3,0,0
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,4,3,4,4,0,0,بہت شکریہ سر، ان شاء اللہ میری محنت کافی ہو گی۔,2,2,2,2,0,0,سر، بہت شکریہ! بس یہ کام مکمل ہو گیا، بس کچھ وقت دیجیے، پھر می�,2,2,2,2,0,0,جی سر، بہت شکریہ! بس کام مکمل ہو گیا، اگر کوئی اور مسئلہ نکل آیا تو میں,3,3,3,2,0,0
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,4,4,4,4,0,0,نہیں آپ کی محبت کا بے حد شکریہ، بس اس کافی تھا، میرا معیارڈھ,2,2,2,2,0,0,جی سر، یہ مزید وضاحت کر دینا چاہتا ہوں اگر ضروری ہو۔,2,2,2,2,0,0,جی سر، براہِ کرم مزید وضاحت کر دیجیے۔ یہ میرے لیے بہت مددگار ثابت,1,1,1,1,0,0
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,4,3,4,4,0,0,اب تک کام نہیں کی، میرا بہت آرام ہے۔ ان شاء اللہ اس کام مکمل हو جائ,2,2,2,2,0,0,نہیں یار، شکریہ! بس یہ کام مکمل ہو گیا، اب کوئی فکر نہیں,2,2,2,2,0,0,نہیں یار، بس تھوڑا آرام کر لیتے ہو، پھر میں یہ کام کر دینا,2,2,2,2,0,0
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,3,3,4,4,0,0,نہیں یار، بس کام مکمل ہو گیا، تو تمہارا بہت شکریہ۔ آپ کی حوصل�,2,2,2,2,0,0,ابّا، میری محبت کافی نہیں ہے، بس کام ہو جائے گا۔,2,2,2,2,0,1,ٹھیک ہے یار، بس اس بات کا خاتمہ کر لوں، پھر دیکھتے ہی�,2,2,2,2,0,0
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,4,4,4,4,0,0,ابو، نہیں یار، بس ختم ہو گیا ہے۔ تمہارا بہت شکریہ,2,2,2,2,0,1,ابّی، رہنمائی کرنا میری وظیفہ ہے، آج tu بخیل کر لیں، میں,3,3,3,3,0,1,ابّا جان، میرا کام مکمل ہو گیا، تمہارا بہت شکریہ۔ آپ کو اس تکلیف نہ,1,2,2,1,0,1
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,ابّا جان، بس کام مکمل ہو گیا، تمہارا بہت شکریہ۔ آپ کی مدد کا بہت شک,3,3,3,3,0,1,ابّا جان، یہ آئندہ مکمل کر لو، میری مدد کا بہت شکریہ۔,2,2,2,2,0,0,ابّا جان، نہیں یار، بس ختم ہو گیا، تمہارا بہت شکریہ۔,3,3,3,3,0,0
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,4,4,4,4,0,0,نہیں سر، شکریہ! بس یہ کام مکمل کر لوں، پھر کچھ وقت لیتا ہو�,3,3,3,3,0,0,سر، شکریہ! بس تقریباً ختم ہی ہو گیا ہے۔ آپ کی مدد کا بہ,3,3,3,3,0,0,سر، براہِ کرم یہ کام مکمل کر لوں، بس تک مدد یار ہوں۔,3,3,3,3,0,0
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,4,3,4,4,0,0,نہیں یار، بس کام مکمل ہو گیا، تو مل کر کچھ دیر آرام کر لیتے ہیں,2,2,2,2,0,0,ابّا جان، ان شاء اللہ تمہارے لیے بہتر یہ نہیں ہو سکتا۔ میری حم,2,2,2,2,0,0,ٹھیک ہے، یار، بس کام ہو گیا، نہیں تو بس تھوڑا آرام کر لیتا,2,2,2,2,0,1
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,3,4,4,4,0,0,"یار، بس کام مکمل کر لوں، پھر میں تمہارا کام سنبھال لیتا ہوں۔
سر",2,2,2,2,0,1,ٹھیک ہے، یار، تھوڑا سا وقت کر لو، میں آپ کی محنت کا خیال کرو,2,2,2,1,0,0,ابو، بس ختم ہو گیا، تمہارا بہت شکریہ۔,3,3,3,3,0,0
