ID,Judge,A,B,C
233,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
234,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
235,Judge1,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
236,Judge1,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
237,Judge1,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
238,Judge1,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
239,Judge1,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
240,Judge1,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
241,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
242,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
243,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
244,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
245,Judge1,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
246,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
247,Judge1,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
248,Judge1,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
249,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
250,Judge1,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
251,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
252,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
253,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
254,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
255,Judge1,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
1,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
2,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
3,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
4,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
5,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
6,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
7,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
8,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
9,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
10,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
11,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
12,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
13,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
14,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
15,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
16,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
17,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
18,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
19,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
20,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
21,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
22,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
23,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
24,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
25,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
26,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
27,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
28,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
29,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
30,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
31,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
32,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
33,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
34,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
35,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
36,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
37,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
38,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
39,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
40,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
41,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
42,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
43,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
44,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
45,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
46,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
47,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
48,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
49,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
50,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
51,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
52,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
53,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
54,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
55,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
56,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
57,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
58,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
59,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
60,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
61,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
62,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
63,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
64,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
65,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
66,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
67,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
68,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
69,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
70,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
71,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
72,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
73,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
74,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
75,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
76,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
77,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
78,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
79,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
80,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
81,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
82,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
83,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
84,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
85,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
86,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
87,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
88,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
89,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
90,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
91,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
92,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
93,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
94,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
95,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
96,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
97,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
98,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
99,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
100,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
101,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
102,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
103,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
104,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
105,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
106,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
107,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
108,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
109,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
110,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
111,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
112,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
113,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
114,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
115,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
116,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
117,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
118,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
119,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
120,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
121,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
122,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
123,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
124,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
125,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
126,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
127,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
128,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
129,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
130,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
131,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
132,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
133,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
134,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
135,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
136,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
137,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
138,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
139,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
140,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
141,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
142,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
143,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
144,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
145,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
146,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
147,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
148,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
149,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
150,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
151,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
152,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
153,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
154,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
155,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
156,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
157,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
158,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
159,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
160,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
161,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
162,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
163,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
164,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
165,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
166,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
167,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
168,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
169,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
170,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
171,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
172,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
173,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
174,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
175,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
176,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
177,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
178,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
179,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
180,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
181,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
182,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
183,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
184,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
185,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
186,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
187,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
188,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
189,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
190,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
191,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
192,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
193,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
194,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
195,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
196,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
197,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
198,Judge2,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct
199,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
200,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
201,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
202,Judge2,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct
203,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
204,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
205,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
206,Judge2,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct,Meta-Llama-3.1-8B-Instruct
207,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
208,Judge2,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,Qalb-1.0-8B-Instruct
209,Judge2,Qalb-1.0-8B-Instruct,Meta-Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct
210,Judge2,Meta-Llama-3.1-8B-Instruct,Qalb-1.0-8B-Instruct,Qwen2.5-7B-Instruct
