ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
59,قریبی دوست,قریبی دوست,Low,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,4,4,4,4,0,0,"""جی یار، بہت شکریہ، یہ تو میرے لیے ایک پیارے یادگار ہیں�",3,3,3,3,0,0,"""ٹھیک ہے، بہت شکریہ یار، میں اسے رکھ لیا گا۔""",2,2,2,2,0,0,"""جی سر، بہت شکریہ، یہ میری طرف سے ایک چھوٹا سا تحفہ ہے",2,2,2,2,0,0,"""واہ، بہت شکریہ! یہ واقعی بہت اچھا ہے، مجھے پسند آیا۔""",4,4,4,4,0,0
60,بزرگ,نوجوان,High,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""جیابو، بہت شکریہ، میں اسے بہت مقدار میں قیمت دے چکا",2,2,2,2,0,1,"""جی ابو جان، یہ مجھے لینے دو، میرا بہت شکریہ۔""",2,2,2,1,0,1,"""شکریہ ابو، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔",1,1,1,1,0,0,"""شکریہ ابو، آپ کی محبت کا بہت شکریہ، میں اسے سنبھال کر رکھوں گا۔""",4,4,4,4,0,1
61,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، کچھ مدد چاہیے؟,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,3,4,4,4,0,0,نہیں، شکریہ! میں خود ہی کر لوں گا۔,2,2,2,2,0,0,"""نہیں یار، بس تقریباً ختم ہی ہو گیا ہے۔""",2,2,2,2,0,0,"""ٹھیک ہے، بہت شکریہ، حالتوں میں کچھ مدد نہیں چاہیے۔",2,2,2,2,0,0,"""نہیں یار، میں اپنا کام کرانے میں مصروف ہوں، یہاں کسی قسم",2,2,2,2,0,0
62,دوست,دوست,Low,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,میں ہاتھ بٹا دوں؟,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,4,4,4,4,0,0,"""جی یار، میں ضرور ہاتھ بٹاؤں گا۔""",1,1,1,0,0,0,"""نہیں، بس اتنا ہی کہا کہ میں تمہاری مدد کر سکتا ہو�",1,1,1,1,0,0,"""شکریہ! آپ کی مدد کی ضرورت نہیں، میں خود ہی کر لوں گا۔""",3,3,3,3,0,0,"""ٹھیک ہے، میں آپ کے لیے بٹا ہوں۔ آپ کی صحت کا بہت شک",0,0,0,0,0,0
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,4,4,4,4,0,0,"""کیا ضرورت ہے، بس یہ کام مکمل ہو گیا ہے، اب تمہارے پاس کسی طرح",2,2,2,2,0,1,"""جیسے ہوا، میں بھی حاضر ہوں۔ شاید کچھ بات کرنا ہو۔""",1,1,1,0,0,1,"""شکریہ، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""",3,3,3,3,0,0,بہت شکریہ، مگر میں خود ہی کر لوں گا۔,4,4,4,4,0,0
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,"""جیسے چاہیے، بے تکلف بتاں گا، شکریہ!""",2,2,2,2,0,0,"""جی یار، ضرورت ہو تو ضرور بتا دیجیے گا، آپ کی مدد کا بہت شکریہ۔""",3,3,3,3,0,1,بہت شکریہ! میں ضرور بتاؤں گا اگر کوئی ضرورت پیش آئی۔,3,3,3,3,0,0,"""نہیں یار، بس یہ کام مکمل کرنا ہے، اگر کوئی چیز درکار ہو تو خود �",2,2,2,2,0,1
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,4,4,4,4,0,0,"""جی، یہ ضرورت ہے، میں ضرور اپنا کام کر لوں گا۔""",2,2,2,2,0,0,"""ٹھیک ہے، میں اپنا کام بہت آسانی سے کر دیا گا۔ شکریہ!""",2,2,2,2,0,0,"""جی سر، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""",2,2,2,2,0,1,نہیں، شکریہ! میں خود ہی کر لوں گا۔,3,3,3,3,0,0
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,4,4,4,4,0,0,"""شکریہ، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""",1,1,1,1,0,0,"""جی، یار، یہ بہت احسان کی بات ہے، لیکن اب میں اپنا کام مکمل کرنے جا ر",1,1,1,1,0,0,"""بہت شکریہ، مگر میں اکیلا ہی چلوں گا۔""",3,3,3,3,0,0,"""ٹھیک ہے، بہت شکریہ، مگر حالیں میں کام کر رہا ہوں۔ ا",1,1,1,0,0,0
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,4,3,4,4,0,0,"""جی سر، میں بہت شکریہ کرتا ہوں، لیکن حالے بہت خوبصورت ہ",2,2,2,2,0,0,"""بہت شکریہ، آپ کی رہنمائی ہمیشہ مددگار ہوتی ہے۔""",3,3,3,3,0,0,"""جی، اگر ضرورت ہو تو ضرور، میں آپ کی رہنمائی کا انتظار کروں گا۔""",2,2,2,2,0,0,"""جی سر، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""
[The",2,2,2,2,0,0
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,4,4,4,4,0,0,"""جی سر، براہ کرم مزید وضاحت کر دیں، مجھے سمجھنے میں مدد ملے گی۔""",3,3,3,3,0,0,"""نہیں، بس اتنا ہی کافی ہے۔""",2,2,2,2,0,0,"""ٹھیک ہے، مزید وضاحت کیا جانے کی کوئی ضرورत نہیں، میں آ",1,1,1,1,0,0,"""جی ضرور، میں وضاحت کرنا چاہتا ہوں۔""",1,1,1,1,0,0
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,4,4,4,4,0,0,"""نہیں یار، بس یہ کام میں سنبھال لیتا ہوں، تم اپنا کام کرو، می",2,2,2,2,0,0,بہت شکریہ دوست، تمہاری مدد کا مجھے یقین ہے۔,2,2,2,2,0,0,"""ٹھیک ہے، میں آپ کی مدد کا شکریہ کرتا ہوں۔ آپ کا کام م",2,2,2,2,0,0,"""بہت شکریہ، بس یہ کام کر لو، پھر کچھ دیر آرام کر لیتا ہوں۔""",3,3,3,3,0,0
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,4,4,4,4,0,0,"""نہیں یار، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہو�",2,2,2,2,0,0,"""ٹھیک ہے، میں کافی آرام لیکر ہوں گا۔ امید ہے کہ سب",1,1,1,1,0,0,"""جی بالکل، تمہاری باتوں سے حوصلہ ملتا ہے، شکریہ!""",3,3,3,3,0,0,"""جی یار، آپ کی دعائیں ہی میرے لیے کافی ہیں، مجھے اپنی صلاحیت",2,2,2,2,0,0
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,3,4,4,4,0,0,شکریہ، مگر میں یہ کام خود ہی کر لوں گا۔,2,2,2,2,0,0,"""جی ماما، بس ابھی کچھ دیر آرام کرنا ہے، فوری طور پر نہیں کر سکتی ہو",2,2,2,2,0,0,"""نہیں یار، بس کچھ دیر کے لیے آرام کر لوں، تمہاری مدد کا بہت",3,3,3,3,0,2,"""ٹھیک ہے، مگر میں کچھ کام کر رہا ہوں۔ تم کافی تھک گئ",1,1,1,1,0,1
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,بہت شکریہ! آپ کی مدد سے یہ کام جلد مکمل ہو جائے گا۔,2,2,2,2,0,0,"""ٹھیک ہے، مگر آپ کی مدد کو میں بھی میں لیکر میں کام کر",0,0,0,0,0,0,"""جی سر، یہ کام میں خود سنبھال لوں گا، آپ بھی اپنا کام کر لیجیے، ہمی�",2,2,2,2,0,1,"""شکریہ جناب، بس یہ کام اکیلے کروں گا، اگر کوئی مشکل پیش آئے تو مدد کے",2,2,2,2,0,0
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,4,4,4,4,0,0,"""شکریہ جناب، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں�",3,3,3,2,0,0,شکریہ، مگر میں خود ہی کر لوں گا۔ آپ کی مدد کا بہت شکریہ!,3,3,3,3,0,0,"""ٹھیک ہے، میں آپ کی جانب سے مدد کر رہا ہوں۔ مشکل چیزیں",1,1,1,1,0,0,"""جی، یہ کام میں سنبھال لیتا ہوں، تم اپنا کام جاری رکھو۔""",1,1,1,1,0,0
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,3,3,4,4,0,0,"""شکریہ جناب، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں�",2,2,2,1,0,0,"""ٹھیک ہے، میں تصور کر رہا ہوں کہ تم صادقہ جانتے ہیں۔""",1,1,1,1,0,0,"""کیا بات ہے، میں بھی یہی سوچتا تھا۔""",2,2,2,2,0,0,شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔,3,3,3,3,0,0
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,4,4,4,4,0,0,ٹھیک ہے، اگر تمہیں ضرورت نہ ہو تو میں پیچھے ہٹ جاتا ہوں۔,1,1,1,1,0,0,"""کیا ضرورت ہے یار، میں جا چلوں، آپ کی بہت احتشام ہے۔""",1,1,1,1,1,0,"""جی بالکل، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""",2,2,2,1,0,0,"""ٹھیک ہے، بس کام مکمل ہو گیا، تم باقی کام کر لیں گے۔""",1,1,1,1,0,0
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,4,4,4,4,0,0,"""جی یار، بہت شکریہ! آج کا کھانا میری طرف سے رہنے دے، میں",2,2,2,2,0,0,شکریہ دوست، مگر میں بھی کچھ دینا چاہتا ہوں، چلیں آدھا آدھا کرتے ہیں۔,2,2,2,2,0,0,"""ٹھیک ہے، جیسے ہوا ہے۔ میں آئے گا، آج کل کا کافی آ",1,1,1,0,0,0,"""جی بالکل، میں ضرور آؤں گا، بس یہ نوٹ بنانا یاد رکھوں کہ کل کی تقریب ک",0,0,0,0,0,0
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,4,4,4,4,0,0,"""جی یار، بہت شکریہ، یہ آپ کی بے Παρہنگی ہے۔""",1,1,1,1,0,0,"""ٹھیک ہے، جیسے ہوا۔ میں آپ کی طرف سے ہاتھ ڈالنے کی ک",1,1,1,1,0,1,بہت شکریہ دوست، تمہاری مہربانی ہے، میں تمہاری پیشکش قبول کرتا ہوں۔,2,2,2,2,0,0,"""جی سر، بس آج کل کا بل میری طرف سے ہے، باقی چیزیں تمہارے پاس ہی�",2,2,2,2,0,1
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,4,4,4,4,0,0,"""ٹھیک ہے، بہت شکریہ، آپ کی محبت کا بے حد شکریہ۔""",2,2,2,1,0,0,"""بہت شکریہ سر، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہو",1,1,1,1,0,0,"""نہیں، آپ کی مہربانی، آج کا بل میری طرف سے ہے۔""",3,3,3,3,0,0,"""جی ماموں، ضرور ادا کرو، میں بہت خوش ہوں کہ آپ کی محبت اور عنایت",0,0,0,0,0,1
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,4,4,4,4,0,0,"""جی، بل ادا کر لو، میں ضرور اپنا حصہ ڈالوں گا۔""",2,2,2,1,0,1,"""نہیں، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں�",1,1,1,1,0,0,"""بہت مہربانی، مگر میں خود بل ادا کرنا چاہتا ہوں۔""",3,3,3,3,0,0,"""جی سر، آپ کی مدد کا بہت شکریyah، مگر حالیے میں کچھ نہیں",1,1,1,0,0,1
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,4,4,4,4,0,0,"""جیسے ہی میں آں گا، آپ کی صحت کا بہت شکریہ، مگر میں",1,1,1,1,0,0,"""جی ماموں، آج کا کھانا میں ضرور اپنا لیا کروں گا، اگر کوئی اور ضروری کام",1,1,1,0,0,1,شکریہ دوست، مگر میں بھی اپنا حصہ ڈالنا چاہتا ہوں۔,3,3,3,3,0,0,"""جی سر، بس کل تک انتظار کریں، ان شاء اللہ بل وقت پر مکمل ہو جائے گا۔""",0,0,0,0,0,0
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,4,4,4,4,0,0,"""شکریہ، آپ کی مہربانی ہے!""",3,3,3,2,0,0,"""شکریہ جناب، ان شاء اللہ میں کل تک بل دے دوں گا۔""",1,1,1,0,0,0,"""جی ماموں، ضرور آنا ہی ہوگا، بہت جلدی آؤں گا۔""",1,1,1,0,0,1,"""جیسے ہی میں آئیں، آپ کو بل دیں گیا ہے۔""",1,1,1,1,0,0
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,4,4,4,4,0,0,بہت شکریہ! آپ کی مہمان نوازی کا بے حد احترام ہے۔,2,2,2,1,0,0,"""جی سر، آپ کی محبت کا بے حد شکریyah، مگر آج میں کسی مہمان کی ن",2,2,2,2,0,0,"""شکریہ جناب، بس یہ کہنا چاہتا تھا کہ کل کے اجلاس میں شرکت کرنا",1,1,1,1,0,0,"""جی ماموں، آپ کی محبت کا بہت شکریہ، میں ضرور اپنا کھانا خود لے آؤ�",2,2,2,1,0,1
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,4,4,4,4,0,0,"""جی سر، بس آج بل میں ادا کروں گا۔""",2,2,2,2,0,0,"""جی ٹھیک ہے، آپ کی مہربانی، میں اس بات کا خیال رکھوں گا۔""",3,3,3,3,0,0,"""ٹھیک ہے، آج کل کا کام مکمل ہو گیا، میں بل کو ادا کر دو",1,1,1,0,0,0,"""جی ماموں، یقیناً بل ادا کروں گا، لیکن کیا یہ ضروری ہے کہ",2,2,2,2,0,1
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,4,4,4,4,0,0,"""بالکل، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔""
""جی",0,0,0,0,0,0,"""جی یار، اب کچھ زیادہ نہیں ہوا، بہت شکریہ! ابھی کچھ دیر",2,2,2,2,0,0,ٹھیک ہے، یار، تمہاری مرضی، شکریہ!,2,2,2,2,0,0,"""ٹھیک ہے، بس آج کا کام مکمل ہو گیا، میں ایک بار بھی آ",2,2,2,2,0,0
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,4,4,4,4,0,0,"""ٹھیک ہے، بہت شکریہ، مگر آپ کی محبت کا بے حد شکریہ، می",2,2,2,2,0,0,"""شکریہ جناب، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں�",1,1,1,1,0,0,"""جی ماموں، یہ ضروری نہیں ہے، میں خود جانتا ہوں ک�",2,2,2,2,0,1,بہت مہربانی، مگر میں خود ہی بل ادا کر لوں گا۔,3,3,3,3,0,0
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,3,4,4,4,0,0,"""ٹھیک ہے بھائی، آپ کی محبت کا بے حد شکریہ، مگر آج کا کھانا",2,2,2,2,0,1,"""جی ماموں، یقیناً، میں ضرور کھانا کھا لوں گا۔""",1,1,1,0,0,1,"""شکریہ سر، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہوں۔",1,1,1,0,0,1,"""ابو، آپ کی مہربانی کا بہت شکریہ، مگر میں خود ادا کرنا چاہتا ہوں۔""",4,4,4,4,0,0
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,4,4,4,4,0,0,"""جیسے ہی آپ کی ضرورت ہو، میں آؤں گا۔ بہت شکریہ!""",1,1,1,0,0,0,"""جی ماموں، یہ تو اپنا بل ہے، مجھے بھی کھانا کھلانے کی ضرورت",1,1,1,1,0,1,"""شکریہ، مگر میں خود ہی ادا کر لوں گا۔""",2,2,2,2,0,0,"""بالکل، بس یہ کہنا چاہتا تھا کہ اگر کوئی مسئلہ ہو تو فوری طور پر",1,1,1,0,0,0
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,4,4,4,4,0,0,"""جی سر، بس یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں�",0,0,0,0,0,1,"""جی، میں ضرور دیکھ لوں گا۔ کمپنی کے بارے میں مزید معلومات حاصل کر کے بل ک",0,0,0,0,0,0,بہت شکریہ، آپ کی مدد کا مجھے یقین ہے۔,2,2,2,2,0,0,"""ٹھیک ہے، میں اسے کمپنی کی طرف سے متعین کرنے والا ہوں۔ شک",1,1,1,1,0,0
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,4,4,4,4,0,0,بہت شکریہ! آپ کی مہربانی ہے، میں آرام کروں گا۔,2,2,2,1,0,0,"""شکریہ سر، بس آج کے کھانے کا شکریہ۔""",2,2,2,2,0,1,"""جی ہمیں، ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر آج کا",2,2,2,2,0,1,"""جی ماموں، آپ کی محبت کا بہت شکریہ۔ بس یہ کھانا کھا کر آرام کروں",2,2,2,2,0,1
90,کزن,کزن,Low,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,4,4,4,4,0,0,"""ٹھیک ہے، یہ بھی ایک خوبصورت کوشش ہے۔ میں اس کو مکمل ک",2,2,2,1,0,0,"""جی یار، بہت شکریہ۔ آدھا آدھا کر کے دیکھوں گا، اگر کسی طرح ضر",1,1,1,1,0,0,ٹھیک ہے، یہ اچھا آئیڈیا ہے۔,4,4,4,4,0,0,"""بہت شکریہ، بس یہ کام مکمل کر لوں، پھر کچھ دیر آرام کر لیتا ہو�",2,2,2,2,0,0
