Scenario_ID,Candidate,Candidates,Mean_Relational_Alignment,Mean_Indirectness,Mean_Facesaving,Mean_Cultural_Appropriateness,Mean_Directness_Threat,Mean_Hierarchy_Violation,CAS,FTV,Gold_Candidate,Is_Gold
55,C,خالہ جان، بہت شکریہ، میں یہ تحفہ خوشی سے رکھ لوں گی۔,2.0,1.0,1.0,0.0,2.0,0.0,0.25,0.25,A,False
56,A,ارے یار، اس کی کیا ضرورت تھی؟ پھر بھی تم نے یاد رکھا، اچھا لگا۔,3.5,3.5,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
56,B,یار، شکریہ، تحفہ واقعی اچھا ہے۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
56,C,ارے یار، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
57,A,دادی جان، یہ بہت خوبصورت ہے، مگر میرے لیے آپ کی دعائیں ہی سب سے قیمتی ہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
57,B,دادی جان، یہ جوڑا مجھے بہت اچھا لگا۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
57,C,دادی ، یہ بہت اچھا جوڑا ہے، میں رکھ لوں گی۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
58,A,سر، بہت شکریہ، مگر آپ کو اس کی تکلیف نہیں کرنی چاہیے تھی۔ یہ کامیابی تو ہم دونوں کی مشترکہ محنت کا نتیجہ ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
58,B,سر، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
58,C,سر، شکریہ، یہ تحفہ مجھے بہت پسند آیا۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
59,A,ارے یار، تم آ گئے، میرے لیے یہی یہی کافی تھا۔,3.5,3.5,3.5,3.5,0.0,0.0,0.875,0.0,A,True
59,B,یار، شکریہ، اچھا تحفہ ہے، مجھے پسند آیا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
59,C,ارے یار، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
60,A,امی جان، آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,2.5,2.0,2.0,2.5,2.0,0.0,0.5625,0.25,A,True
60,B,امی جان، بہت شکریہ، مجھے یہ کپڑے بہت پسند آئے۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
60,C,امی جان، شکریہ، کپڑے بہت اچھے ہیں، میں رکھ لیتی ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
61,A,ماموں جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
61,B,ماموں جان، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
61,C,ماموں جان، شکریہ، اچھا تحفہ ہے، میں رکھ لیتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
62,A,آپ کا آنا ہی کافی تھا، لیکن پھر بھی بہت شکریہ۔,3.0,3.0,3.0,4.0,0.0,0.0,0.8125,0.0,A,True
62,B,بہت شکریہ، آپ کا تحفہ مجھے بہت پسند آیا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
62,C,بہت شکریہ، آپ نے تحفہ دیا، مجھے بہت اچھا لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
63,A,سر، یہ میرے لیے اعزاز ہے، بہت شکریہ۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
63,B,سر، بہت شکریہ، مجھے یہ کتاب بہت اچھی لگی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
63,C,سر، ٹھیک ہے، شکریہ، میں یہ کتاب رکھ لیتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
64,A,بہت شکریہ! تم نے اتنی محبت سے دیا ہے تو رکھ لیتی ہوں، ورنہ اس تکلف کی بالکل ضرورت نہیں تھی۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
64,B,بہت شکریہ، مجھے یہ تحفہ بہت پسند آیا، میں رکھ لیتی ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
64,C,شکریہ، یہ تحفہ اچھا ہے، میں رکھ لیتی ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
65,A,چچا جان، آپ نے میرے لیے اتنا سوچا، یہ میرے لیے بہت معنی رکھتا ہے۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
65,B,چچا جان، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
65,C,چچا جان، بہت شکریہ، میں یہ تحفہ رکھ لیتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
66,A,یار، تم نے یاد رکھا، یہ میرے لیے واقعی خاص بات ہے۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
66,B,یار، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
66,C,ارے یار، شکریہ، تحفہ واقعی اچھا ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
67,A,خالہ جان، آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔ اس شفقت کے لیے بہت شکریہ۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
67,B,خالہ جان، بہت شکریہ، مجھے یہ تحفہ بہت پسند آیا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
67,C,خالہ جان، اچھا ہے، شکریہ، میں رکھ لیتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
68,A,ابا جان، اس کی کیا ضرورت تھی، لیکن آپ نے اتنا خیال رکھا، میں شکر گزار ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
68,B,ابا جان، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
68,C,ابا جان، بہت شکریہ، آپ کی بہت مہربانی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
69,A,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,3.5,3.0,4.0,4.0,0.0,0.0,0.9062,0.0,A,True
69,B,بہت شکریہ، آپ کا تحفہ مجھے بہت اچھا لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
69,C,بہت شکریہ، یہ اچھا تحفہ ہے، مجھے پسند آیا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
70,A,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
70,B,سر، بہت شکریہ، یہ میرے لیے بہت خوشی کی بات ہے۔,2.0,2.0,2.0,1.0,2.0,0.0,0.4375,0.25,A,False
70,C,سر، بہت شکریہ، مجھے یہ انعام بہت اچھا لگا۔,2.0,2.0,2.0,1.0,2.0,0.0,0.4375,0.25,A,False
71,A,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
71,B,ارے یار، بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
71,C,ارے یار، بہت شکریہ، تم نے میرے لیے تحفہ لایا، بہت اچھا لگا۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
72,A,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
72,B,آپ کی بہت مہربانی، مجھے بہت خوشی ہوئی۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
72,C,بہت شکریہ، مجھے یہ تحفہ بہت اچھا لگا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
73,A,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
73,B,یار، شکریہ، ابھی ضرورت نہیں ہے۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
73,C,یار، شکریہ، میں خود کر لوں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
74,A,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
74,B,یار، شکریہ، لیکن میں خود کر لوں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
74,C,نہیں یار، ابھی ضرورت نہیں، میں خود کر رہا ہوں۔,2.0,2.0,2.0,2.0,2.0,0.0,0.5,0.25,A,False
75,A,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
75,B,آپ کی مہربانی، ابھی ضرورت نہیں ہے، کام چل رہا ہے۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
75,C,شکریہ، ابھی مجھے مدد کی ضرورت نہیں ہے، میں خود کر لوں گا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
76,A,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
76,B,شکریہ، فی الحال مجھے کسی مدد کی ضرورت نہیں ہے۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
76,C,بہت شکریہ، لیکن ابھی میں خود سب سنبھال لوں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
77,A,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
77,B,شکریہ، لیکن ابھی مجھے تمہاری مدد کی ضرورت نہیں ہے۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
77,C,نہیں، شکریہ، میں اپنا کام خود کر لوں گی۔,2.0,2.0,2.0,1.0,2.0,0.0,0.4375,0.25,A,False
78,A,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
78,B,نہیں، مجھے ضرورت نہیں، میں خود چلا جاؤں گا۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
78,C,نہیں، تم آنے کی ضرورت نہیں، میں خود سنبھال لوں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
79,A,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,4.0,3.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
79,B,سر، شکریہ، فی الحال مجھے رہنمائی کی ضرورت نہیں ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
79,C,سر، ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.375,A,False
80,A,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
80,B,سر، ابھی مجھے مزید وضاحت کی ضرورت نہیں ہے، میں خود دیکھ لوں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
80,C,سر، شکریہ، میں پہلے خود کوشش کر لیتا ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
81,A,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
81,B,یار، ٹھیک ہے، تم یہ کام کر دو۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
81,C,ارے یار، تم یہ کام کر دو تو بہت اچھا ہوگا۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
82,A,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,3.5,3.5,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
82,B,ہاں یار، امید ہے سب ٹھیک ہو جائے گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
82,C,ٹھیک ہے یار، شکریہ، دیکھتے ہیں کیا ہوتا ہے۔,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.125,A,False
83,A,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,3.0,4.0,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
83,B,امی، ابھی مجھے مدد کی ضرورت نہیں، میں خود کر لوں گا۔,1.0,1.0,1.0,0.0,2.0,1.0,0.1875,0.375,A,False
83,C,امی، نہیں، آپ رہنے دیں، میں اپنا کام خود کر لوں گا۔,1.0,1.0,1.0,0.0,2.0,1.0,0.1875,0.375,A,False
84,A,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
84,B,ابا جان، ابھی مجھے مدد کی ضرورت نہیں ہے، میں خود کر لوں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
84,C,ابا جان، ابھی ضرورت نہیں، میں یہ کام خود مکمل کر لوں گا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
85,A,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
85,B,سر، ابھی میں خود کر لوں گا، ضرورت ہوئی تو آپ کو بتا دوں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
85,C,سر، شکریہ، ابھی میں خود یہ حصہ سنبھال لیتا ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
86,A,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,3.5,3.0,4.0,4.0,0.0,0.0,0.9062,0.0,A,True
86,B,ہاں یار، دیکھتے ہیں کیا ہوتا ہے۔,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.125,A,False
86,C,ہاں یار، شکریہ۔,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.125,A,False
87,A,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
87,B,یار، ابھی رہنے دو، میں خود ہی کر لیتا ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
87,C,نہیں یار، مجھے تمہاری مدد کی ضرورت نہیں، میں خود کر لوں گا۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
88,A,پھوپھو جان، میں سارا کام سنبھال لوں گی، آپ بس آرام کریں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
88,B,پھوپھو جان، ابھی مجھے مدد کی ضرورت نہیں ہے، میں خود کر لوں گی۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
88,C,پھوپھو، آپ رہنے دیں، میں یہ کام خود کر لوں گی۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
89,A,سر، بہت شکریہ، مگر ابھی صرف تھوڑا سا کام باقی ہے، میں خود مکمل کر لوں گا,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
89,B,سر، ابھی مجھے مدد کی ضرورت نہیں ہے، میں خود مکمل کر لوں گا۔,2.0,2.0,2.0,2.0,2.0,0.0,0.5,0.25,A,False
89,C,سر، شکریہ، آپ رہنے دیں، میں یہ کام خود کر لوں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
90,A,یار، بس کام مکمل ہو گیا، تمہارا بہت شکریہ۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
90,B,یار، شکریہ، کام ہو گیا، تم نے مدد کر دی۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
90,C,شکریہ یار، اب کام مکمل ہو گیا ہے۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
91,A,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
91,B,شکریہ، چلو تم دے دو۔,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.125,A,False
91,C,اگر چاہو تو دے سکتے ہو، لیکن مجھے بھی کوئی مسئلہ نہیں۔,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.125,A,False
92,A,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,3.5,4.0,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
92,B,ہر بار کی طرح آج بھی تم دو گے، بل ہے نا؟,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
92,C,اس بار بھی تم بل دینا چاہتے ہو؟,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
93,A,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
93,B,اس میں اجازت کی کیا بات ہے، آپ کر سکتے ہیں۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
93,C,تم کرو یا میں، اس میں کیا مسئلہ ہے؟ ایک ہی بات ہے۔,2.0,2.0,2.0,1.0,1.0,0.0,0.4375,0.125,A,False
94,A,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
94,B,آج بل میں ادا کروں گا، آپ رہنے دیں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
94,C,آج کا بل مجھے دینے دیں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
95,A,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,3.5,3.5,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
95,B,بھائی، میں آج کا بل دے دیتی ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
95,C,بھائی، تم رہنے دو، میں بل دے دوں گی۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
96,A,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
96,B,باجی، میں آج کا بل دے دیتا ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
96,C,باجی، تم رہنے دو، میں خود بل دے دوں گا۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
97,A,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
97,B,سر، آج بل میں ہی ادا کر دیتا ہوں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
97,C,سر، آپ رہنے دیں، آج بل میں دے دیتا ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
98,A,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
98,B,سر، آج بل میں ہی ادا کر دیتا ہوں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
98,C,سر، آپ رہنے دیں، آج بل میں دے دیتا ہوں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
99,A,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,3.5,3.5,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
99,B,ٹھیک ہے یار، تم ہی دے دو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
99,C,اچھا، تم دے دو، مجھے کوئی مسئلہ نہیں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
100,A,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
100,B,ٹھیک ہے، تم دے دو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
100,C,ٹھیک ہے، تم دے دو، اگلی بار دیکھیں گے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
101,A,جی ابو، جیسا آپ مناسب سمجھیں۔,3.5,3.5,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
101,B,ابو، ٹھیک ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
101,C,ٹھیک ہے، آپ بل دے دیں، میں کچھ نہیں کہتا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
102,A,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
102,B,آپ رہنے دیں، بل میں ادا کر دیتا ہوں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
102,C,ابو، آج بل میں دوں گا، آپ بل مجھے دے دیں۔,2.0,2.0,2.0,1.0,2.0,0.0,0.4375,0.25,A,False
103,A,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
103,B,سر، ٹھیک ہے، آپ ہی بل ادا کر دیں۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
103,C,اچھا سر، آپ ہی بل دے دیں۔,1.0,1.0,1.0,0.0,2.0,0.0,0.1875,0.25,A,False
104,A,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,3.5,3.5,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
104,B,ٹھیک ہے، آج تم دے دو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
104,C,اچھا یار، تم دے دو، میں رہنے دیتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
105,A,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,3.5,3.5,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
105,B,یار، اس بار بل میں دوں گا، تم آدھا مت دینا۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
105,C,میں پورا دے دیتا ہوں، کوئی بات نہیں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
106,A,ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر آج کا کھانا میری طرف سے رہنے دیجیے۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
106,B,ماموں، شکریہ، لیکن آج بل میں ہی دے دیتا ہوں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
106,C,ماموں جان، آج بل میں دوں گا، آپ ادا نہ کریں۔,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,A,False
107,A,سر، آپ کی مہربانی اپنی جگہ، مگر آج مجھے یہ موقع دیجیے۔ آج کی کامیابی کی خوشی میں کھانے کا بل میں ہی ادا کروں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
107,B,سر، آج بل میں دوں گا، آپ رہنے دیں۔,2.0,2.0,2.0,1.5,1.0,0.0,0.4688,0.125,A,False
107,C,سر، بہت شکریہ، لیکن آج بل میں ادا کر دیتا ہوں۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
108,A,یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
108,B,یار، بل مجھے ہی دینا ہے، تم مت دو۔,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.125,A,False
108,C,چلو، آج تمہاری طرف سے کافی پی لیتے ہیں۔,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.125,A,False
109,A,جی دادا جان ضرور چلوں گا۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
109,B,دادا جان، اچھا، میں چلتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
109,C,اچھا دادا ٹھیک ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
110,A,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
110,B,ٹھیک ہے دادی، میں دوا لے لوں گی۔,2.0,2.0,2.0,2.0,1.0,0.0,0.5,0.125,A,False
110,C,ہاں دادی، میں لے لوں گی دوا۔,2.0,2.0,2.0,2.0,2.0,0.0,0.5,0.25,A,False
111,A,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,3.5,3.5,4.0,4.0,0.0,0.0,0.9375,0.0,A,True
111,B,اچھا ابو، میں صبح اٹھ جاؤں گا۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
111,C,ٹھیک ہے ابو۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
112,A,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,4.0,3.5,4.0,4.0,0.0,0.0,0.9688,0.0,A,True
112,B,اچھا، ابھی کر دیتی ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
112,C,امی، تھوڑی دیر تک کر دیتی ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
113,A,جی چچا جان، ابھی لے کر آتا ہوں۔,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,A,True
113,B,ابھی لاتا ہوں۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
113,C,ٹھیک ہے۔,1.0,1.0,1.0,1.0,2.0,0.0,0.25,0.25,A,False
