ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational _Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
57,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی ملاقات کے دوران آپ کو ایک چھوٹا سا تحفہ پیش کرتے ہیں۔,یہ ہماری طرف سے تحفہ ہے۔,آپ نے اتنا خیال رکھا، یہ میرے لیے بہت خوشی کی بات ہے۔,3,3,4,4,0,0,"""بہت شکریہ، یہ واقعی بہت مہربانی ہے۔""",3,3,3,3,0,0,"""شکریہ، یہ بہت پیارا ہے، آپ کی طرف سے یہ احسان مندی ہے�",2,2,2,1,0,0,"""ٹھیک ہے، بہت شکریہ، یہ بہت خوبصورت ہے۔""",4,4,4,4,0,0,"""پیارے پڑوسی، آپ کی بہت مہربانی، لیکن ابھی اتنا کام نہیں ہ�",3,3,3,3,0,0
58,استاد,شاگرد,High,ایک تعلیمی تقریب میں آپ کے استاد آپ کو اچھی کارکردگی پر انعام دیتے ہیں۔,یہ تمہاری محنت کا انعام ہے۔,سر، آپ نے مجھے اس قابل سمجھا، یہی میرے لیے سب سے بڑا اعزاز ہے۔,4,3,4,4,0,0,"""جی سر، آپ کی بہت مہربانی، یہ انعام میرے لیے ایک بڑا موقع ہے",3,3,3,3,0,0,"""جی استاد، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ می",4,4,4,4,0,0,"""سر، آپ کا بہت شکریہ، یہ آپ کی رہنمائی کا نتیجہ ہے۔""",4,4,4,4,0,0,"""جی سر، الحمدللہ، آپ کی رہنمائی کا بہت شکریyah۔""",2,2,2,2,0,0
59,قریبی دوست,قریبی دوست,Low,دوست کسی سفر سے واپسی پر پ کو کوئی تحفہ دیتا ہے۔,یار، یہ ایک چھوٹی سی چیز تمہارے لیے لایا ہوں، رکھ لو۔,ارے یار! تم خود ملنے آ گئے میرے لیے یہی بہت تھا، اس تکلف کی کیا ضرورت تھی۔,4,3,4,4,0,0,"""ٹھیک ہے یار، بہت شکریہ۔ اس سے میں بہت خوشی آئی ہے",2,2,2,2,0,0,"""واہ، شکریہ یار! یہ واقعی بہت پیارا ہے، مجھے پسند آیا!""",3,3,3,3,0,0,"""شکریہ یار، یہ تو بہت پیارا ہے، لیکن آپ کو بھی کچھ لے جانا چ",3,3,3,3,0,0,"""یار، بہت شکری۔ یہ واقعی خوبصورت ہے، اور مجھے بہت پسند آیا۔",3,3,3,3,0,0
60,بزرگ,نوجوان,High,ایک بزرگ سفر سے واپسی پر آپ کے لیے ایک چھوٹا سا تحفہ لاتے ہیں۔,بیٹا، یہ تمہارے لیے لایا ہوں، رکھ لو۔,آپ نے میرے لیے اتنا خیال رکھا، یہ میرے لیے بہت معنی رکھتا ہے۔,4,3,4,4,0,0,"""دادی جان، آپ کی طرف سے یہ تحفہ قبول کرنے کا شکر ہے، لیکن آپ کی صحت",3,3,3,3,0,0,"""بزرگ جان، یہ بہت خوبصورت ہے، مگر میں اس کے لیے کچھ نہی",4,4,4,4,0,1,"""آپ کا بہت شکریہ، بزرگ جان، لیکن ابھی میرے پاس کافی چیزیں ہیں جو است",3,3,3,3,0,0,"""بہت شکریہ دادا جان، یہ آپ کی محبت ہے، مگر آپ کی دعائیں میرے لیے سب سے بڑا تحفہ ہیں۔""",4,4,4,4,0,0
61,قریبی دوست,قریبی دوست,Low,آپ کا قریبی دوست آپ کو کسی کام میں مصروف دیکھ کر مدد کی پیشکش کرتا ہے۔,یار، کچھ مدد چاہیے؟,یار، تم نے پوچھ لیا یہی بہت ہے، ضرورت ہوئی تو ضرور کہوں گا۔,4,4,4,4,0,0,"""نہیں یار، میں خود ہی کر لوں گا، آپ کو زحمت ہوگی۔""",4,4,4,4,0,0,"""ٹھیک ہے یار، اگر تمہاری کسی ہی مدد کی ضرورت ہو تو بتا د",2,2,2,2,0,0,"""جی، یقیناً، بس کچھ ہی ضروری مدد چاہیے۔""",2,2,2,2,0,0,"""نہیں یار، شکریہ! میں خود ہی کر لوں گا، بس تھوڑا سا وقت لگے گا۔""",4,4,4,4,0,0
62,دوست,دوست,Low,آپ کسی کام میں مصروف ہیں۔ آپ کا دوست آپ کو کام کرتے دیکھ کر مدد کی پیشکش کرتا ہے۔,میں ہاتھ بٹا دوں؟,شکریہ یار، تم نے پوچھ لیا یہی کافی ہے، ابھی کام تقریباً ہو گیا ہے۔,4,4,4,4,0,0,"""نہیں یار، تم فکر نہ کرو، میں خود ہی کر لوں گا۔""",4,4,4,4,0,0,"""نہیں، شکریہ! ابھی کام کے دباؤ میں ہوں، لیکن اگر ضرورت",3,3,3,3,0,0,"""ٹھیک ہے، بہت شکریہ، لیکن میں خود مکمل کر لیں گا۔""",4,4,4,4,0,0,"""نہیں یار، میں خود کر لوں گا، آپ کو مزاحمت نہ کریں۔""",4,4,4,4,0,0
63,پڑوسی,پڑوسی,Medium,آپ کسی گھریلو کام میں مصروف ہیں۔ آپ کے پڑوسی آپ کو مصروف دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر آپ چاہیں تو میں مدد کر دوں۔,آپ کی مہربانی، ابھی تو کام چل رہا ہے، لیکن آپ نے خیال کیا یہی بہت ہے۔,4,4,4,4,0,0,"""ٹھیک ہے، مگر ابھی میں خود میں سمجھ کر کام کر رہا ہوں",3,3,3,3,0,0,"""شکریہ، لیکن ابھی اتنا کام نہیں ہے۔ میں خود اسے مکمل کر لوں",3,3,3,3,0,0,"""شکر ہوگا، لیکن ابھی تو میں خود اس کام کو مکمل کر لوں گا، آپ کو زحمت نہ",4,4,4,4,0,0,"""بہت شکریہ، مگر میں خود ہی کر لوں گا، آپ کو زحمت نہیں دینی چاہیے۔""",4,4,4,4,0,0
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,"""بہت شکریہ، آپ کی پیشکش کا، مگر میں خود ہی کام کر لوں گا۔""",3,3,3,3,0,0,"""شکر ہوگا، لیکن ابھی تو کچھ کام باقی ہیں، مگر اگر ضرورت ہو تو ضر",4,4,4,4,0,0,"""پڑوسی جان، شکریہ، لیکن ابھی اتنا کام نہیں ہے۔ میں خود اسے",4,3,3,3,0,0,"""ٹھیک ہے، بہت شکریہ، مگر ابھی کچھ کام نہیں ہے۔""",4,4,4,4,0,0
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,3,4,4,4,0,0,"""نہیں بھائی، یہ چھوٹا سا کام ہے، خود کر لوں گا، آپ کو چلو",4,4,4,4,0,0,"""نہیں بھائی، شکریہ، میں خود ہی کر لوں گی۔""",3,3,3,3,0,0,"""جی بھائی، اگر ممکن ہو تو، مگر ابھی اتنا کام نہیں ہے، میں خود اس�",4,4,4,4,0,0,"""ٹھیک ہے بھائی، مگر ابھی میں خود مکمل کر رہا ہوں۔ می",4,4,4,4,0,0
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,3,4,4,4,0,0,"""جی بہن، آپ کی بہت مہربانی، لیکن ابھی اتنا کام نہیں ہے، می",2,2,2,2,0,0,"""ٹھیک ہے بہن جان، مگر اب تک کچھ زمانت نہیں ہے۔ میں نے",2,2,2,2,0,0,"""شکر ہوگا، لیکن میں نے پہلے ہی ٹیکسی بک کر لی ہ�",4,4,4,4,0,0,"""شکریہ بہن، مگر میں خود ہی جا رہا ہوں، تم گھر پر آرام کرو۔""",2,2,2,2,0,0
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,4,3,4,4,0,0,"""جی سر، بہت شکریہ، لیکن حالیے کے لیے میری تیاری کافی ہے",3,3,3,3,0,0,"""جی سر، بہت شکریہ، لیکن ابھی اتنا وقت نہیں ہے۔ میں خود اس�",3,3,3,3,0,0,"""جی سر، آپ کی رہنمائی کا بہت شکریہ، لیکن میں سمجھ گیا ہوں۔",4,4,4,4,0,0,"""سر، آپ کی پیشکش کا بہت شکریہ، مگر میں نے کچھ سوالات پہلے ہی حل کر لیے ہیں۔""",3,3,3,3,0,0
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,4,4,4,4,0,0,"""جی سر، اگر آپ وضاحت کر دیں تو مجھے بہتر سمجھنے میں مدد ملے گی۔""",4,4,4,4,0,0,"""جی سر، مجھے یقین ہے کہ یہ مجھے سمجھنے میں مشکل ہ�",3,3,3,3,0,0,"""جی سر، بہت ضروری ہے، میں سمجھ نہیں پايا ہوں۔""",3,3,3,3,0,0,"""استاد، میں کافی بہت سی تصورات سمجھ رہا ہوں، لیکن اگر مزید و",3,3,3,3,0,0
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,4,3,4,4,0,0,"""شکر ہوگا، یہ تو بہت ہی بڑھ کر کہا، لیکن ابھی یہ",2,2,2,2,0,0,"""یار، شکریہ، لیکن ابھی اتنا کام نہیں ہے، میں خود اسے مکمل کر لو",4,4,4,4,0,0,"""شکریہ یار، مگر میں خود ہی سنبھال لوں گا، تم فکر نہ کرو۔""",3,3,3,3,0,0,"""ٹھیک ہے بھائی، مگر میں ایسی کام کی کمی نہیں ہوں۔ م",4,4,4,4,0,0
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,3,3,4,4,0,0,"""یار، میں کافی پریشان ہوں، لیکن آپ کی تسلی میں مطمئن ہ",3,3,3,3,0,0,"""شکریہ یار، تمہاری باتوں سے مجھے حوصلہ ملتا ہے۔""",3,3,3,3,0,0,"""جی یار، تم بھی یقین کرو، یہ سب ٹھیک ہو جائے گا، اللہ تعالی�",4,4,4,4,0,0,"""شکر ہے، لیکن ابھی اتنا کام نہیں ہے۔ میں خود اسے مکمل کر",3,3,3,3,0,0
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,4,4,4,4,0,0,"""والدہ جان، شکریہ، لیکن ابھی کام کا بوجھ کم ہے۔ میں خود اسے مکمل",4,4,4,4,0,0,"""ماں جان، آپ کی مدد کی ضرurat ہے، لیکن یہ کمرہ میں ہی مکمل ہ",3,3,3,3,0,0,"""ماں، آپ کی مہربانی، لیکن میں یہ کام خود کر لوں گا۔ آپ فکر نہ کریں۔""",4,4,4,4,0,0,"""ماں جان، ٹھیک ہے، میں کر دیتا گا۔ آپ کو زحمت نہ ہو۔",4,4,4,4,0,0
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,4,4,4,4,0,0,"""والد جان، میں اکیلے کام کر رہا ہوں، مگر اگر آپ کی مدد کی",4,4,4,4,0,0,"""شکریہ ابو، لیکن میں یہ کام خود ہی کر لوں گا، آپ کو زحمت نہیں دینی چاہتا۔""",2,2,2,2,0,0,"""والد جان، بہت شکریہ، لیکن ابھی کام کا بوجھ کم ہے، میں خود سنبھال",3,3,3,3,0,0,"""والد جی، آپ کی بہت مہربانی، لیکن یہ کام میں خود ہی کامیاب ہو جाऊ",4,4,4,4,0,0
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,4,4,4,4,0,0,"""جی سر، آپ کی بہت مہربانی ہے، لیکن مجھے یہ کام خود کرنا ہی �",4,4,4,4,0,0,"""سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اس",4,4,4,4,0,0,"""سر، میں بہت بہت سمجھتا ہوں، لیکن ابھی اس کام کو مکمل کرن",2,2,2,2,0,0,"""سر، آپ کی مہربانی ہے، لیکن میں کوشش کر رہا ہوں کہ خود ہی اسے مکمل کر لوں۔""",3,3,3,3,0,0
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,4,3,4,4,0,0,"""کزن جان، شکریہ کہ آپ میری جانب سے تسلی دیتے ہیں، میں بہت آ",4,4,4,4,0,0,"""شکر کزن، آپ کی حمایت کا بہت شکریہ۔ بس یہی ہے، ابھی کچھ مسائل",3,3,3,3,0,0,"""شکر ہوگا کزن، آپ کی یہ بات بہت اچھی لگی۔ آپ کی حمایت کا یہ احساس مج",4,4,4,4,0,0,"""شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔""",4,4,4,4,0,0
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,3,4,4,4,0,0,"""نہیں کزن، میں خود ہی یہ کام کروں گا، آپ کو زحمت نہ کریں",4,4,4,4,0,0,"""جی کزن، بہت شکریہ، لیکن ابھی اتنا کام نہیں ہے، میں خود اس�",4,4,4,4,0,0,"""کزن جان، میں ایسے کام کرنے کی تجربہ ہے، مگر اگر تمہاری مدد",4,4,4,4,0,0,"""نہیں یار، میں خود کر لوں گا، تم کیوں پریشان ہو رہے ہو؟""",3,3,3,3,0,0
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,3,4,4,4,0,0,"""یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""",2,2,2,2,0,0,"""یار، نہیں نہیں، میں رہا ہوں گا، تم پلا دینا۔",4,4,4,4,0,0,"""ٹھیک ہے بیٹا، مگر میں ادائیگی کر لیا گا۔""",3,3,3,3,0,1,نہیں یار، آج میں بل ادا کرتا ہوں، تم اگلی بار کر لینا۔,3,3,3,3,0,0
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,3,3,4,4,0,0,"""یار، اس بار تمہیں روکو، میں نے پہلے ہی کہا تھا ک�",2,2,2,2,0,0,"""نہیں یار، آج تو میں ہی بل دوں گا، تم اگلی بار لے لینا۔""",2,2,2,2,0,0,"""ٹھیک ہے یار، اگر تمہیں لگے کہ میں کچھ بھی نہیں ہو",4,4,4,4,0,0,"""یار، اگر تم نے بل ادا کرنا ہے تو آؤ، میں خود ادائیگی کر لوں گا۔""",3,3,3,3,0,0
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,4,4,4,4,0,0,"""بہت مہربانی، مگر میں نے پہلے ہی بل ادا کرنے کا سوچ رکھا ہے۔""",1,1,1,0,0,0,"""مجھے بہت شکریہ، مگر آج کا بل میری طرف سے ہے، آپ زحمت نہ",3,3,3,3,0,0,"""ٹھیک ہے، بہت شکریہ، لیکن میں اس کے لیے کچھ وقت کھلتا",4,4,4,4,0,0,"""نہیں نہیں، یار، آج کا بل تم ادا کرو، میں نے پہلے",0,0,0,0,1,1
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,4,4,4,4,0,0,"""ٹھیک ہے، مگر آپ کو بھی زحمت کم کرنا چاہئے۔ میں نے ا",3,3,3,3,0,0,"""جی، آپ کی بہت مہربانی، لیکن میں نے پہلے ہی بل ادا کر لیا",2,2,2,2,0,0,"""بہت مہربانی، لیکن میں بل خود ادا کر لوں گا۔""",4,4,4,4,0,0,"""پیارے پڑوسی، بہت شکریہ، لیکن ابھی تو بل ادا کرنا مشکل ہے، شاید کچ",2,2,2,2,0,0
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,3,3,4,4,0,0,"""بھائی جان، بہت شکریہ، لیکن آج بل میری طرف سے ہے، آپ زحمت نہ کری",2,2,2,2,0,0,"""بھائی، میں اس کے لیے آؤں گا، لیکن ابھی تک صرف تین ہزار",2,2,2,2,0,0,"""بھائی، بہت شکریہ، لیکن میں بھی اپنا حصہ دینا چاہتا ہوں۔""",4,4,4,4,0,0,"""نہیں بھائی، یہ میرا ہے، آپ کو زحمت ہوگی، میں نے",2,2,2,2,0,0
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,4,4,4,4,0,0,"""باجی، آپ کی مہربانی ہے، مگر میں خود ہی ادا کر لیتا ہوں۔""",4,4,4,4,0,0,"""ٹھیک ہے بھائی، مگر میں بھی کچھ کام کر رہا ہوں، آپ ک",3,3,3,3,0,0,"""باجی، یہ ضرurat نہیں، میں خود ادائیگی کروں گا۔""",3,3,3,3,0,0,"""باجی، شکریہ، لیکن اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا",4,4,4,4,0,1
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,4,4,4,4,0,0,"""جی سر، آپ کی بہت مہربانی، لیکن یہ میرا فرض ہے کہ آپ کی ادائیگی کرو",4,4,4,4,0,0,"""استاد، بہت شکریہ، لیکن میں آپ کی طرف سے ذمہ داری لینے کی ف",3,3,3,3,0,0,"""سر، آپ کا بہت شکریہ، مگر میں چاہتا ہوں کہ آج کا بل میں ادا کروں۔""",2,2,2,2,0,0,"""استاد صاحب، بہت شکریہ، لیکن ابھی اتنا کام نہیں ہے۔ میں خود اس",4,4,4,4,0,0
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,4,3,4,4,0,0,"""جی سر، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ می",1,1,1,0,0,0,"""جی سر، بہت شکریہ، لیکن یہ مجھے لگتا ہے کہ مجھے اس پر بات",4,4,4,4,0,0,"""جی سر، آپ کی بات مان لیتا ہوں، مگر اگلی بار میں خود بل ادا کروں گا۔""",3,3,3,3,0,0,"""استاد، آج میں بل میں ادا کر لیں گا۔ شکریہ کرتا ہوں کہ آپ",4,4,4,4,0,0
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,3,3,4,4,0,0,"""ٹھیک ہے بھائی، مگر میں اسے بھی کچھ کام کر رہا ہوں۔",0,0,0,0,0,2,"""یار، بس آج بل میں دے رہا ہوں، بات ختم۔""",2,2,2,2,0,0,"""جی یار، تمہارا یہ کردار بہت اچھا ہے، لیکن مجھے بھی یقین",4,4,4,4,0,0,"""نہیں یار، اس بار میری طرف سے، تم اگلی بار دے دینا۔""",3,3,3,3,0,0
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,4,4,4,4,0,0,"""دوست، شکریہ، لیکن میں بھی ادائیگی کر رہا ہوں، آپ کی پ",3,3,3,3,0,0,"""نہیں، یار، اس بار میں خود ادائیگی کر لوں گا، آپ پلا دینا۔""",3,3,3,3,0,0,"""نہیں یار، میں آج بل خود ہی دوں گا، تم نے پچھلی بار دیا تھا۔""",4,4,4,4,0,0,"""یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""
(Answer by @S",4,4,4,4,0,0
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,4,3,4,4,0,0,"""والد جان، آپ کی بہت مہربانی ہے، لیکن مجھے یہ کہنا پڑے",2,2,2,2,0,0,"""والد جان، میں اس کے لیے ذمہ دوایا گا۔ آپ کی ادائیگی کا بہ",2,2,2,2,0,0,"""شکریہ ابو، مگر میں بھی کچھ حصہ دینا چاہتا ہوں۔""",2,2,2,2,0,0,"""والد جان، بہت شکریہ، لیکن ابھی تو کچھ باقی ہے، میں خود اسے سنب",4,4,4,4,0,0
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,4,4,4,4,0,0,"""والد جان، بہت شکریہ، لیکن ابھی اتنا نہیں ہے، میں خود ادا کر",2,2,2,2,0,0,"""والد صاحب، آپ کی بہت مہربانی ہے، لیکن مجھے یہ سمجھ میں نہ",2,2,2,2,0,0,"""والد جان، میں یہ ادائیگی کر دیتا ہوں، لیکن اخراجات کا مسلک",4,4,4,4,0,0,"""نہیں ابو، آپ کو زحمت کرنے کی ضرورت نہیں، میں خود ہی ادا کر لیتا ہوں۔""",4,4,4,4,0,0
