ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
64,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,,,,,,,"""ٹھیک ہے، بہت شکریہ، مگر ابھی کچھ کام نہیں ہے۔""",,,,,,,"""شکر ہوگا، لیکن ابھی تو کچھ کام باقی ہیں، مگر اگر ضرورت ہو تو ضر",,,,,,,"""بہت شکریہ، آپ کی پیشکش کا، مگر میں خود ہی کام کر لوں گا۔""",,,,,,,"""پڑوسی جان، شکریہ، لیکن ابھی اتنا کام نہیں ہے۔ میں خود اسے",,,,,,
65,بھائی,بہن,Medium,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,میں تمہارا کام کر دوں؟,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,,,,,,,"""نہیں بھائی، یہ چھوٹا سا کام ہے، خود کر لوں گا، آپ کو چلو",,,,,,,"""ٹھیک ہے بھائی، مگر ابھی میں خود مکمل کر رہا ہوں۔ می",,,,,,,"""جی بھائی، اگر ممکن ہو تو، مگر ابھی اتنا کام نہیں ہے، میں خود اس�",,,,,,,"""نہیں بھائی، شکریہ، میں خود ہی کر لوں گی۔""",,,,,,
66,بہن,بھائی,Medium,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,,,,,,,"""جی بہن، آپ کی بہت مہربانی، لیکن ابھی اتنا کام نہیں ہے، می",,,,,,,"""شکر ہوگا، لیکن میں نے پہلے ہی ٹیکسی بک کر لی ہ�",,,,,,,"""شکریہ بہن، مگر میں خود ہی جا رہا ہوں، تم گھر پر آرام کرو۔""",,,,,,,"""ٹھیک ہے بہن جان، مگر اب تک کچھ زمانت نہیں ہے۔ میں نے",,,,,,
67,استاد,طالب علم,Medium,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,,,,,,,"""جی سر، بہت شکریہ، لیکن حالیے کے لیے میری تیاری کافی ہے",,,,,,,"""سر، آپ کی پیشکش کا بہت شکریہ، مگر میں نے کچھ سوالات پہلے ہی حل کر لیے ہیں۔""",,,,,,,"""جی سر، آپ کی رہنمائی کا بہت شکریہ، لیکن میں سمجھ گیا ہوں۔",,,,,,,"""جی سر، بہت شکریہ، لیکن ابھی اتنا وقت نہیں ہے۔ میں خود اس�",,,,,,
68,استاد,طالب علم,Medium,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,کیا میں اس حصے کی مزید وضاحت کر دوں؟,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,,,,,,,"""جی سر، اگر آپ وضاحت کر دیں تو مجھے بہتر سمجھنے میں مدد ملے گی۔""",,,,,,,"""جی سر، مجھے یقین ہے کہ یہ مجھے سمجھنے میں مشکل ہ�",,,,,,,"""استاد، میں کافی بہت سی تصورات سمجھ رہا ہوں، لیکن اگر مزید و",,,,,,,"""جی سر، بہت ضروری ہے، میں سمجھ نہیں پايا ہوں۔""",,,,,,
69,قریبی دوست,قریبی دوست,Low,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,,,,,,,"""شکر ہوگا، یہ تو بہت ہی بڑھ کر کہا، لیکن ابھی یہ",,,,,,,"""شکریہ یار، مگر میں خود ہی سنبھال لوں گا، تم فکر نہ کرو۔""",,,,,,,"""ٹھیک ہے بھائی، مگر میں ایسی کام کی کمی نہیں ہوں۔ م",,,,,,,"""یار، شکریہ، لیکن ابھی اتنا کام نہیں ہے، میں خود اسے مکمل کر لو",,,,,,
70,قریبی دوست,قریبی دوست,Low,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,,,,,,,"""شکر ہے، لیکن ابھی اتنا کام نہیں ہے۔ میں خود اسے مکمل کر",,,,,,,"""یار، میں کافی پریشان ہوں، لیکن آپ کی تسلی میں مطمئن ہ",,,,,,,"""شکریہ یار، تمہاری باتوں سے مجھے حوصلہ ملتا ہے۔""",,,,,,,"""جی یار، تم بھی یقین کرو، یہ سب ٹھیک ہو جائے گا، اللہ تعالی�",,,,,,
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,,,,,,,"""ماں، آپ کی مہربانی، لیکن میں یہ کام خود کر لوں گا۔ آپ فکر نہ کریں۔""",,,,,,,"""ماں جان، آپ کی مدد کی ضرurat ہے، لیکن یہ کمرہ میں ہی مکمل ہ",,,,,,,"""والدہ جان، شکریہ، لیکن ابھی کام کا بوجھ کم ہے۔ میں خود اسے مکمل",,,,,,,"""ماں جان، ٹھیک ہے، میں کر دیتا گا۔ آپ کو زحمت نہ ہو۔",,,,,,
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,,,,,,,"""شکریہ ابو، لیکن میں یہ کام خود ہی کر لوں گا، آپ کو زحمت نہیں دینی چاہتا۔""",,,,,,,"""والد جان، میں اکیلے کام کر رہا ہوں، مگر اگر آپ کی مدد کی",,,,,,,"""والد جی، آپ کی بہت مہربانی، لیکن یہ کام میں خود ہی کامیاب ہو جाऊ",,,,,,,"""والد جان، بہت شکریہ، لیکن ابھی کام کا بوجھ کم ہے، میں خود سنبھال",,,,,,
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,,,,,,,"""سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اس",,,,,,,"""سر، آپ کی مہربانی ہے، لیکن میں کوشش کر رہا ہوں کہ خود ہی اسے مکمل کر لوں۔""",,,,,,,"""سر، میں بہت بہت سمجھتا ہوں، لیکن ابھی اس کام کو مکمل کرن",,,,,,,"""جی سر، آپ کی بہت مہربانی ہے، لیکن مجھے یہ کام خود کرنا ہی �",,,,,,
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,,,,,,,"""شکر کزن، آپ کی حمایت کا بہت شکریہ۔ بس یہی ہے، ابھی کچھ مسائل",,,,,,,"""کزن جان، شکریہ کہ آپ میری جانب سے تسلی دیتے ہیں، میں بہت آ",,,,,,,"""شکر ہوگا کزن، آپ کی یہ بات بہت اچھی لگی۔ آپ کی حمایت کا یہ احساس مج",,,,,,,"""شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔""",,,,,,
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,,,,,,,"""نہیں یار، میں خود کر لوں گا، تم کیوں پریشان ہو رہے ہو؟""",,,,,,,"""نہیں کزن، میں خود ہی یہ کام کروں گا، آپ کو زحمت نہ کریں",,,,,,,"""جی کزن، بہت شکریہ، لیکن ابھی اتنا کام نہیں ہے، میں خود اس�",,,,,,,"""کزن جان، میں ایسے کام کرنے کی تجربہ ہے، مگر اگر تمہاری مدد",,,,,,
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,,,,,,,"""یار، نہیں نہیں، میں رہا ہوں گا، تم پلا دینا۔",,,,,,,نہیں یار، آج میں بل ادا کرتا ہوں، تم اگلی بار کر لینا۔,,,,,,,"""ٹھیک ہے بیٹا، مگر میں ادائیگی کر لیا گا۔""",,,,,,,"""یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""",,,,,,
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,,,,,,,"""یار، اس بار تمہیں روکو، میں نے پہلے ہی کہا تھا ک�",,,,,,,"""ٹھیک ہے یار، اگر تمہیں لگے کہ میں کچھ بھی نہیں ہو",,,,,,,"""نہیں یار، آج تو میں ہی بل دوں گا، تم اگلی بار لے لینا۔""",,,,,,,"""یار، اگر تم نے بل ادا کرنا ہے تو آؤ، میں خود ادائیگی کر لوں گا۔""",,,,,,
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,,,,,,,"""ٹھیک ہے، بہت شکریہ، لیکن میں اس کے لیے کچھ وقت کھلتا",,,,,,,"""مجھے بہت شکریہ، مگر آج کا بل میری طرف سے ہے، آپ زحمت نہ",,,,,,,"""بہت مہربانی، مگر میں نے پہلے ہی بل ادا کرنے کا سوچ رکھا ہے۔""",,,,,,,"""نہیں نہیں، یار، آج کا بل تم ادا کرو، میں نے پہلے",,,,,,
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,,,,,,,"""جی، آپ کی بہت مہربانی، لیکن میں نے پہلے ہی بل ادا کر لیا",,,,,,,"""پیارے پڑوسی، بہت شکریہ، لیکن ابھی تو بل ادا کرنا مشکل ہے، شاید کچ",,,,,,,"""بہت مہربانی، لیکن میں بل خود ادا کر لوں گا۔""",,,,,,,"""ٹھیک ہے، مگر آپ کو بھی زحمت کم کرنا چاہئے۔ میں نے ا",,,,,,
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,,,,,,,"""بھائی، میں اس کے لیے آؤں گا، لیکن ابھی تک صرف تین ہزار",,,,,,,"""نہیں بھائی، یہ میرا ہے، آپ کو زحمت ہوگی، میں نے",,,,,,,"""بھائی، بہت شکریہ، لیکن میں بھی اپنا حصہ دینا چاہتا ہوں۔""",,,,,,,"""بھائی جان، بہت شکریہ، لیکن آج بل میری طرف سے ہے، آپ زحمت نہ کری",,,,,,
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,,,,,,,"""باجی، آپ کی مہربانی ہے، مگر میں خود ہی ادا کر لیتا ہوں۔""",,,,,,,"""باجی، شکریہ، لیکن اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا",,,,,,,"""باجی، یہ ضرurat نہیں، میں خود ادائیگی کروں گا۔""",,,,,,,"""ٹھیک ہے بھائی، مگر میں بھی کچھ کام کر رہا ہوں، آپ ک",,,,,,
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,,,,,,,"""سر، آپ کا بہت شکریہ، مگر میں چاہتا ہوں کہ آج کا بل میں ادا کروں۔""",,,,,,,"""استاد، بہت شکریہ، لیکن میں آپ کی طرف سے ذمہ داری لینے کی ف",,,,,,,"""استاد صاحب، بہت شکریہ، لیکن ابھی اتنا کام نہیں ہے۔ میں خود اس",,,,,,,"""جی سر، آپ کی بہت مہربانی، لیکن یہ میرا فرض ہے کہ آپ کی ادائیگی کرو",,,,,,
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,,,,,,,"""جی سر، آپ کی بہت مہربانی، لیکن ابھی اتنا کام باقی نہیں ہے۔ می",,,,,,,"""جی سر، آپ کی بات مان لیتا ہوں، مگر اگلی بار میں خود بل ادا کروں گا۔""",,,,,,,"""استاد، آج میں بل میں ادا کر لیں گا۔ شکریہ کرتا ہوں کہ آپ",,,,,,,"""جی سر، بہت شکریہ، لیکن یہ مجھے لگتا ہے کہ مجھے اس پر بات",,,,,,
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,,,,,,,"""یار، بس آج بل میں دے رہا ہوں، بات ختم۔""",,,,,,,"""جی یار، تمہارا یہ کردار بہت اچھا ہے، لیکن مجھے بھی یقین",,,,,,,"""نہیں یار، اس بار میری طرف سے، تم اگلی بار دے دینا۔""",,,,,,,"""ٹھیک ہے بھائی، مگر میں اسے بھی کچھ کام کر رہا ہوں۔",,,,,,
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,,,,,,,"""دوست، شکریہ، لیکن میں بھی ادائیگی کر رہا ہوں، آپ کی پ",,,,,,,"""یار، اس بار میری طرف سے رہنے دو، پھر کبھی تم پلا دینا۔""
(Answer by @S",,,,,,,"""نہیں، یار، اس بار میں خود ادائیگی کر لوں گا، آپ پلا دینا۔""",,,,,,,"""نہیں یار، میں آج بل خود ہی دوں گا، تم نے پچھلی بار دیا تھا۔""",,,,,,
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,,,,,,,"""والد جان، میں اس کے لیے ذمہ دوایا گا۔ آپ کی ادائیگی کا بہ",,,,,,,"""والد جان، آپ کی بہت مہربانی ہے، لیکن مجھے یہ کہنا پڑے",,,,,,,"""والد جان، بہت شکریہ، لیکن ابھی تو کچھ باقی ہے، میں خود اسے سنب",,,,,,,"""شکریہ ابو، مگر میں بھی کچھ حصہ دینا چاہتا ہوں۔""",,,,,,
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,,,,,,,"""والد جان، میں یہ ادائیگی کر دیتا ہوں، لیکن اخراجات کا مسلک",,,,,,,"""والد صاحب، آپ کی بہت مہربانی ہے، لیکن مجھے یہ سمجھ میں نہ",,,,,,,"""نہیں ابو، آپ کو زحمت کرنے کی ضرورت نہیں، میں خود ہی ادا کر لیتا ہوں۔""",,,,,,,"""والد جان، بہت شکریہ، لیکن ابھی اتنا نہیں ہے، میں خود ادا کر",,,,,,
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,,,,,,,"""سر، بہت شکریہ، لیکن ابھی اتنا کام باقی نہیں ہے۔ میں خود اس",,,,,,,"""جی سر، آپ کی بہت مہربانی ہے، لیکن یہ بل مجھے اپنی جانب سے لگان",,,,,,,"""سر، آپ کی مہربانی ہے، مگر میں بھی اس میں اپنا حصہ ڈالنا چاہتا ہوں۔""",,,,,,,"""سر، آپ کی بہت مہربانی، لیکن میں اس کو دیکھ کر کچھ کام کر",,,,,,
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,,,,,,,"""نہیں یار، اس بار میں ہی ادا کرتا ہوں، تم اگلی بار کر لینا۔""",,,,,,,"""مجھے بہت شکریہ، لیکن ابھی تو آپ نے بل ادا کر دیا ہے، بس یہ",,,,,,,"""کزن جان، میں آپ کی طرف سے بھی بھول نہیں سکتا، لیکن اس بار م",,,,,,,"""نہیں کزن، یہ تو تمہارا ہے، میں خود ادائیگی کر لوں گا۔""",,,,,,
90,کزن,کزن,Low,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,,,,,,,"""ٹھیک ہے ک锌子，我们各付一半吧。""",,,,,,,"""جی کزن، بہت اچھا ہوا، میں بھی آدھا آدھا کر لیتا ہو",,,,,,,"""نہیں یار، آج میں خود ہی ادا کرتا ہوں، تم اگلی بار کر لینا۔""",,,,,,,"""جی کزن، اگر ایسا ہونا ہے تو آؤ، ہم سب برابر بانٹیں گے۔""",,,,,,
91,دادا,پوتا,High,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,,,,,,,"""بیٹا، میں تمہیں ساتھ چلتا ہوں۔""",,,,,,,"""جی دادا جان، آپ کی مرضی کے مطابق، لیکن میں نے پہلے ہی دوسری سواری ک",,,,,,,"""جی دادا جان، میں آپ کے ساتھ چلوں گا، آپ کی کمپنی ہمیشہ خوشی دیتی ہے۔""",,,,,,,"""جی دادا جان، بس آئیے گھر سے نکلتے ہیں۔""",,,,,,
92,دادی,پوتی,High,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,,,,,,,"""جی دادی جان، آپ کی نصیحت پر توجہ دیتا ہوں گا، لیکن ابھی کچھ کام باقی",,,,,,,"""جی دادی جان، آپ کی بات یاد رکھوں گی، شکریہ!""",,,,,,,"""دادی جان، میں اس لیے فکر کر رہا ہوں، لیکن میں اپنا طبی",,,,,,,"""دادی جان، میں وقت پر دوا لینے کی کوشش کر رہا ہوں، بس ابھی کچھ د",,,,,,
93,والد,بیٹا,High,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,,,,,,,"""والد جان، بہت شکریہ، لیکن کل صبح میں خود اٹھ جاؤں گا۔""",,,,,,,"""جی والد جان، آپ کی تاکید کا بہت شکریہ، میں کل صبح جلدی اٹھ جاؤں گا�",,,,,,,"""والد جان، میں کل کافی آرام سے رہ رہا ہوں، لیکن اب تک کام نہ",,,,,,,"""جی ابو، میں وقت پر اٹھ جاؤں گا۔ آپ فکر نہ کریں۔""",,,,,,
94,والدہ,بیٹی,High,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,,,,,,,"""جی امی، میں ابھی کر دیتی ہوں۔""",,,,,,,"""والدہ جان، بہت شکریہ، لیکن ابھی کچھ اور کام بھی ہیں، میں",,,,,,,"""جی ماں، یہ کام ابھی کر لوں گیا، آپ کو زحمت نہ کریں۔""",,,,,,,"""والدین جان، یہ کام میں چند لمحے کے لیے ہیں، آپ کی کمپیو",,,,,,
95,چچا,بھتیجا,High,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,,,,,,,"""چچا جان، ان شاء اللہ میں اس فائل لے آتا گا۔ آپ کی دعوت کا بہت ش",,,,,,,"""جی چچا جان، ان شاء اللہ میں ضرور آؤں گا۔ آپ کی دعوت کا بہت شکريہ",,,,,,,"""جی چچا جان، ابھی چلوں گا، آپ کو زحمت ہوگی، میں جلدی آؤں گا�",,,,,,,"""جی چچا جان، میں ابھی لے آتا ہوں۔""",,,,,,
96,خالہ,بھانجی,High,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,,,,,,,"""خالہ جان، بہت شکریہ، لیکن ابھی تو بیگ کمرے میں ہی ہے",,,,,,,"""خالہ جان، میں ابھی آتا ہوں، وہ بیگ میرے کمرے سے لے آتا ہ",,,,,,,"""جی خالہ، میں ابھی لے آتی ہوں۔""",,,,,,,"""خالہ جان، یہ تو آپ کا ہے، میں اسے خود ہی لے آؤں گا",,,,,,
97,ماموں,بھانجا,High,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,,,,,,,"""جی ماموں جان، میں ضرور آؤں گا، آپ کی مدد کرنا میرے لیے خوشی کی بات ہوگی۔""",,,,,,,"""مамوں جان، یہ بہت خوبصورت ہے، لیکن میں ایک کام کر رہا",,,,,,,"""جی ماموں، آپ کی ضرورت پر ہمیشہ حاضر ہوں گے، لیکن ابھی کچھ کام",,,,,,,"""ماموں جان، بہت شکریہ، لیکن مجھے ابھی کچھ اور کام کرنا ہے، شاید",,,,,,
