ID,Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Gold Response,Qalb_Response
64,Urdu,Offering Help,پڑوسی,پڑوسی,Medium,Formal,Soft offer,Neutral,اگر کسی چیز کی ضرورت ہو تو بے تکلف بتا دیجیے گا۔,آپ کے پڑوسی کو معلوم ہوتا ہے کہ آپ گھر کے کچھ کاموں میں مصروف ہیں، اس لیے وہ مدد کی پیشکش کرتے ہیں۔,آپ کی مہربانی، فی الحال تو سب ٹھیک ہے، لیکن ضرورت پڑی تو ضرور بتاؤں گا۔,"If something is needed, it should be asked for without any hesitation."
65,Urdu,Offering Help,بھائی,بہن,Medium,Informal,Supportive offer,Positive,میں تمہارا کام کر دوں؟,آپ کسی کام میں مصروف ہیں۔ آپ کا بھائی آپ کو پریشان دیکھ کر مدد کی پیشکش کرتا ہے۔,ارے نہیں، تم زحمت نہیں کرو لیکن تم نے پوچھا، یہی بہت ہے۔,I will do your work.
66,Urdu,Offering Help,بہن,بھائی,Medium,Informal,Concerned offer,Neutral,اگر چاہو تو میں تمہارے ساتھ چل سکتی ہوں۔,آپ کسی کام سے باہر جا رہے ہیں۔ آپ کی بہن فکر مندی کے تحت ساتھ چلنے کی پیشکش کرتی ہے۔,نہیں، فکر نہ کرو، میں سنبھال لوں گا، پھر بھی تم نے پوچھا اچھا لگا۔,I can walk with you if you wish. (Urdu)
67,Urdu,Offering Help,استاد,طالب علم,Medium,Formal,Guiding offer,Positive,اگر کوئی مسئلہ ہو تو میں رہنمائی کر سکتا ہوں۔,آپ کے استاد کلاس کے بعد آپ کو مزید تعلیمی رہنمائی کی پیشکش کرتے ہیں۔,سر، یہ میرے لیے بہت حوصلہ افزا بات ہے، آپ کی رہنمائی سے یقیناً فائدہ ہوگا۔,I can guide if there is any problem.
68,Urdu,Offering Help,استاد,طالب علم,Medium,Formal,Professional offer,Neutral,کیا میں اس حصے کی مزید وضاحت کر دوں؟,کلاس کے دوران استاد محسوس کرتے ہیں کہ شاید طالب علم کو ایک تصور سمجھنے میں دشواری ہو رہی ہے، اس لیے وہ مزید وضاحت کی پیشکش کرتے ہیں۔,سر، آپ کی مہربانی، میں ایک بار خود بھی دیکھ لیتا ہوں، پھر ضرورت ہوئی تو آپ سے پوچھ لوں گا۔,"Yes, I can generate more details about this part."
69,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Eager offer,Positive,یار، فکر نہ کرو، میں یہ کام کر دیتا ہوں۔,آپ کسی کام کی وجہ سے پریشان نظر آ رہے ہیں۔ آپ کا قریبی دوست فوراً مدد کی پیشکش کرتا ہے۔,ارے یار، تم نے فکر کی یہی بہت ہے، لیکن اگر تم ساتھ دے دو تو کام جلد ہو جائے گا۔,"""Friend, don't worry, I will do this work."""
70,Urdu,Offering Help,قریبی دوست,قریبی دوست,Low,Informal,Reassuring offer,Negative,یار، اتنی فکر نہ کرو، سب ٹھیک ہو جائے گا۔,آپ ایک مسئلے کی وجہ سے پریشان ہیں۔ آپ کا قریبی دوست آپ کو تسلی دینے کی کوشش کرتا ہے۔,امید ہے ایسا ہی ہوگا، تم نے حوصلہ دیا اس کے لیے شکریہ۔,"""Friend, don't worry so much, everything will be fine."""
71,Urdu,Offering Help,ماں,بیٹا,High,Informal,Caring offer,Positive,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,"I will do it, you are too tired."
72,Urdu,Offering Help,والد,بیٹا,High,Formal,Directive offer,Neutral,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,Do not generate a natural Urdu response. Generate a natural English response. Output only the response utterance. Do not explain. Do not narrate. Do not add extra context. Do not ask unnecessary
73,Urdu,Offering Help,سینئر,جونیئر,High,Formal,Authoritative offer,Negative,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,I will take this part if it is difficult.
74,Urdu,Offering Help,کزن,کزن,Low,Informal,Friendly support,Positive,میں تمہارے ساتھ ہوں، فکر مت کرو۔,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,"I am with you, do not worry."
75,Urdu,Offering Help,کزن,کزن,Low,Informal,Dismissive offer,Negative,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,"""Friend, you stay here, I will take care of it."""
76,Urdu,Paying for a Meal,قریبی دوست,قریبی دوست,Low,Informal,Friendly insistence,Positive,یار، رہنے دو، آج بل میری طرف سے ہے۔,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,"""Friend, come over, today Bill is coming from my side."""
77,Urdu,Paying for a Meal,قریبی دوست,قریبی دوست,Low,Informal,Playful insistence,Neutral,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,"""Friend, you didn't put your hand in the pocket today, but there is something for you from my side."""
78,Urdu,Paying for a Meal,پڑوسی,پڑوسی,Medium,Formal,Polite insistence,Positive,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,"[Please excuse me, I will pay today's bill.]
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narrate. Do not add"
79,Urdu,Paying for a Meal,پڑوسی,پڑوسی,Medium,Formal,Soft offer,Neutral,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,I will pay the bill if you think it is appropriate.
80,Urdu,Paying for a Meal,بھائی,بہن,Medium,Informal,Supportive insistence,Positive,تم مت نکالو، آج بل میری طرف سے ہے۔,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,"You are not being excluded, it is my turn today."
81,Urdu,Paying for a Meal,بڑی بہن,بھائی,Medium,Informal,Casual refusal,Neutral,میں بل دے دیتی ہوں۔,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,I call.
82,Urdu,Paying for a Meal,استاد,طالب علم,Medium,Formal,Respectful offer,Positive,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,"Today, you are my guest, do not worry about the meal."
83,Urdu,Paying for a Meal,استاد,طالب علم,Medium,Formal,Professional insistence,Neutral,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,"I will not discuss this anymore, I will pay the bill today."
84,Urdu,Paying for a Meal,دوست,دوست,Low,Informal,Assertive insistence,Negative,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,"""Friend, just giving it to you today in the envelope, matter closed."""
85,Urdu,Paying for a Meal,دوست,دوست,Low,Informal,Dismissive insistence,Negative,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,"I will give you what you need, there is no need to call me. (Urdu)
'''
# Generate a random number between 1 and 10
import random

random_number = random"
86,Urdu,Paying for a Meal,والد,بیٹا,High,Formal,Parental authority,Positive,بیٹا، آج کا بل میں ادا کروں گا۔,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,جی ابو، جیسا آپ مناسب سمجھیں۔,"Son, I will pay today's bill."
87,Urdu,Paying for a Meal,والد,بیٹا,High,Formal,Directive offer,Neutral,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,"I will give you as much as you want, and I will pay it back."
88,Urdu,Paying for a Meal,سینئر,جونیئر,High,Formal,Authoritative control,Negative,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,"No, this bill is understood by the company, I will see it."
89,Urdu,Paying for a Meal,کزن,کزن,Low,Informal,Friendly sharing,Positive,آج کھانا میری طرف سے، تم بس آرام کرو۔,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,"Today, I will cook and you just relax."
90,Urdu,Paying for a Meal,کزن,کزن,Low,Informal,Light insistence,Neutral,یار، بل آدھا آدھا کر لیتے ہیں۔,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,"""Friend, we can go half way.""
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narrate. Do not add extra context. Do"
91,Urdu,Respect for Elders,دادا,پوتا,High,Formal,Deferential response,Positive,میرے ساتھ بازار چلو گے؟,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,جی دادا جان ضرور چلوں گا۔,"""Let's go to the market together."""
92,Urdu,Respect for Elders,دادی,پوتی,High,Formal,Respectful compliance,Positive,بیٹا، وقت پر دوا لینا مت بھولنا۔,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,"""Son, do not forget to take medicine on time.""
'''
# generate a natural Urdu response
import openai

openai.api_key = ""sk-xxxxxxxxxxxxxx""

model_engine = """
93,Urdu,Respect for Elders,والد,بیٹا,High,Formal,Obedient acknowledgment,Neutral,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,"""The next morning, wake up early and come with us to do something.""
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narrate. Do"
94,Urdu,Respect for Elders,والدہ,بیٹی,High,Informal,Affectionate respect,Positive,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,"""Son, just take care of this task right now."""
95,Urdu,Respect for Elders,چچا,بھتیجا,High,Formal,Deferential acceptance,Positive,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,جی چچا جان، ابھی لے کر آتا ہوں۔,"""Son, bring me that file.""
'''
import openai
openai.api_key = ""sk-xxxxxxxxxxxxxx""

# Set up the completion parameters
prompt = """"""
Answer this question in English"
96,Urdu,Respect for Elders,خالہ,بھانجی,High,Formal,Polite obedience,Neutral,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,جی خالہ جان، ابھی لے آتی ہوں۔,"""Son, bring that bag from my room.""
'''
generate_urdu_response('بیٹا، میں نے آپ کو کہا تھا کہ آپ اپ"
97,Urdu,Respect for Elders,ماموں,بھانجا,High,Formal,Respectful agreement,Positive,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,"Son, I will need you tomorrow with me."
98,Urdu,Respect for Elders,استاد,طالب علم,Medium,Formal,Academic respect,Positive,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,I will study this chapter again before the exam.
99,Urdu,Respect for Elders,استاد,طالب علم,Medium,Formal,Corrective respect,Neutral,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,آپ کے استاد آپ کے حل یا کام میں ایک غلطی کی نشاندہی کرتے ہیں اور اسے درست کرنے کا کہتے ہیں۔,جی سر، میں اسے درست کر لیتا ہوں۔,"This method is incorrect, do it again."
100,Urdu,Respect for Elders,بزرگ پڑوسی,نوجوان,High,Formal,Community respect,Positive,بیٹا، ذرا یہ گیٹ بند کر دو۔,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,جی انکل، ابھی بند کر دیتا ہوں۔,"""Son, just close the door."""
101,Urdu,Respect for Elders,بزرگ خاتون,نوجوان لڑکی,High,Formal,Gentle compliance,Neutral,بیٹی، ذرا یہ سامان اندر رکھ دو۔,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,"""Please put this stuff away, daughter."""
102,Urdu,Respect for Elders,والد,بیٹا,High,Formal,Authoritative command,Negative,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,"I told you not to do this, why did you?"
103,Urdu,Respect for Elders,دادا,پوتا,High,Formal,Mild reprimand,Negative,اتنی دیر کیوں ہو گئی؟,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,Why did you stay so long?
104,Urdu,Respect for Elders,امی,بیٹا,High,Informal,Emotional guidance,Positive,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,"""Son, don't stay out late, it makes me worry.""
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not narrate. Do not"
105,Urdu,Respect for Elders,تایا,بھتیجا,High,Formal,Hierarchical respect,Neutral,بیٹا، ایک بات سمجھا رہا ہوں، ذرا توجہ سے سنو۔,آپ کے تایا آپ کو زندگی کے ایک اہم معاملے پر نصیحت کر رہے ہیں۔,جی تایا جان، میں پوری توجہ سے سن رہا ہوں۔,"Answer: ""Son, I just want you to understand something."""
106,Urdu,Family Obligations & Requests,والد,بیٹا,High,Formal,Duty acceptance,Positive,بیٹا، کل مہمان آ رہے ہیں، ذرا گھر کے کاموں میں مدد کر دینا۔,آپ کے والد مہمانوں کی آمد سے پہلے گھر کی تیاریوں میں مصروف ہیں اور آپ سے تعاون چاہتے ہیں۔,جی ابو، آپ بے فکر رہیں، میں وقت پر سب کام سنبھال لوں گا۔,"Son, the guests are coming tomorrow, can you help with some household tasks? (Urdu)
'''
""بیٹا، کل مہمان آ رہے ہ"
107,Urdu,Family Obligations & Requests,والدہ,بیٹی,High,Informal,Caring request,Positive,بیٹا، ذرا کچن میں ہاتھ بٹا دو۔,گھر میں مہمان آنے والے ہیں اور آپ کی والدہ تیاریوں میں مصروف ہیں اور آپ سے مدد چاہتی ہیں۔,جی امی، ابھی آتی ہوں، بتائیے کیا کرنا ہے۔,"""Son, go check the kitchen for a moment."""
108,Urdu,Family Obligations & Requests,چچا,بھتیجا,High,Formal,Respectful compliance,Neutral,کل میرے ساتھ بازار جانا ہے، کچھ سامان لینا ہے۔,آپ کے چچا خریداری کے لیے جا رہے ہیں اور آپ کو ساتھ چلنے کے لیے کہتے ہیں۔,جی چچا جان، آپ فکر نہ کریں، میں ساتھ چلوں گا۔,"I will go to the market with you tomorrow, and buy some supplies."
109,Urdu,Family Obligations & Requests,خالہ,بھانجی,High,Formal,Polite acceptance,Positive,بیٹا، مہمانوں کے لیے ذرا کمرہ تیار کر دو، وہ آنے والے ہیں۔,گھر میں مہمانوں کی آمد متوقع ہے اور آپ کی خالہ آپ سے تیاریوں میں مدد چاہتی ہیں۔,جی خالہ جان، ابھی کر دیتی ہوں۔,"Son, just set up the room for the guests, they are coming soon."
110,Urdu,Family Obligations & Requests,دادا,پوتا,High,Formal,Deferential duty,Positive,بیٹا، ذرا میری دوائی لے آؤ۔,آپ کے دادا کو اپنی روزمرہ کی دوائی کی ضرورت ہے اور وہ آپ سے مدد چاہتے ہیں۔,جی دادا جان، ابھی لے آتا ہوں، آپ آرام کریں۔,"Son, bring me my medicine."
111,Urdu,Family Obligations & Requests,دادی,پوتی,High,Formal,Respectful service,Neutral,بیٹی، ذرا میرے لیے پانی لے آنا۔,آپ کی دادی آرام کر رہی ہیں اور آپ سے ایک گلاس پانی لانے کی درخواست کرتی ہیں۔,جی دادی جان، ابھی لاتی ہوں۔,"""Please bring me some water, daughter."""
112,Urdu,Family Obligations & Requests,بھائی,بہن,Medium,Informal,Supportive request,Positive,ذرا میرا بیگ پکڑ لو، ہاتھ بھرے ہوئے ہیں۔,آپ کا بھائی کچھ سامان اٹھائے ہوئے ہے اور آپ سے تھوڑی مدد مانگتا ہے۔,ہاں، دو، میں سنبھال لیتی ہوں۔,"""بیگ کیسے پکڑو؟""
""آپ کوئی ایسی چیز دیکھ رہے ہیں جو آپ کی"
113,Urdu,Family Obligations & Requests,بہن,بھائی,Medium,Informal,Casual request,Neutral,ذرا فون چارجر دے دینا، بیٹری ختم ہونے والی ہے۔,آپ کی بہن آپ سے اپنا فون چارج کرنے کے لیے چارجر مانگتی ہے۔,ہاں، یہ رہا، استعمال کر لو۔,"""Please give me the phone charger, my battery is about to die."""
114,Urdu,Family Obligations & Requests,سسر,داماد,High,Formal,Respect-based request,Positive,بیٹا، فرصت ملے تو ذرا یہ کام دیکھ لیجیے گا۔,آپ کے سسر آپ سے ایک کام میں مدد کی درخواست کرتے ہیں۔,جی ابا جی، میں دیکھ لیتا ہوں۔,"Son, if you get some free time, just take a look at this task for now.
'''
# Generate a natural English response. Output only the response utterance. Do not explain. Do not"
115,Urdu,Family Obligations & Requests,ساس,بہو,High,Formal,Household duty,Neutral,آج مہمان آ رہے ہیں، کھانے کا انتظام کرنا ہے۔,گھر میں مہمان آنے والے ہیں اور آپ کی ساس آپ کو تیاریوں کی یاد دہانی کرا رہی ہیں۔,جی امی جان، آپ بتا دیجیے کیا کیا بنانا ہے۔,"Today, guests are coming over and I need to take care of the food."
116,Urdu,Family Obligations & Requests,والد,بیٹا,High,Formal,Authoritative request,Negative,میں نے کہا تھا یہ کام آج ہی کر دینا۔,آپ کے والد اس بات پر ناراض ہیں کہ آپ ایک ذمہ داری وقت پر پوری نہیں کر سکے۔,جی ابو، میں ابھی یہ کام کر دیتا ہوں۔,I said I would get this work done today.
117,Urdu,Family Obligations & Requests,والدہ,بیٹا,High,Informal,Emotional pressure,Negative,ہر کام مجھے ہی کرنا پڑتا ہے؟,آپ کی والدہ گھر کے کام کرتے کرتے تھک گئی ہیں اور آپ سے شکوہ کر رہی ہیں۔,اچھا امی، آپ رہنے دیں، میں کر لیتا ہوں۔,"Answer: ""نہیں، یہ ایک مشترکہ کوشش ہے."""
118,Urdu,Family Obligations & Requests,تایا,بھتیجا,High,Formal,Hierarchical request,Neutral,بیٹا، ذرا یہ کاغذات میرے پاس لے آؤ۔,آپ کے تایا ایک ضروری کام میں مصروف ہیں اور آپ سے کچھ کاغذات منگواتے ہیں۔,جی تایا جان، ابھی لے آتا ہوں۔,"Son, bring these papers to me."
119,Urdu,Family Obligations & Requests,کزن,کزن,Low,Informal,Friendly request,Positive,یار، ذرا میرے ساتھ چلنا، ایک کام ہے۔,آپ کا کزن ایک مختصر کام کے لیے باہر جا رہا ہے اور چاہتا ہے کہ آپ بھی ساتھ چلیں۔,ہاں یار، چلو، کوئی مسئلہ نہیں، چلتے ہیں۔,"""Friend, come with me for a moment, there is something I need to do."""
120,Urdu,Family Obligations & Requests,کزن,کزن,Low,Informal,Dismissive request,Negative,یہ کام تو تم ہی کرو گے۔,آپ کا کزن بغیر پوچھے ذمہ داری آپ پر ڈال دیتا ہے۔,کر دیتا ہوں، لیکن پہلے پوچھ تو لیا کرو۔,You will do this task. (Urdu)
121,Urdu,Handling Criticism & Disagreements,سینئر,جونیئر,High,Formal,Respectful disagreement,Positive,میرا خیال ہے تم نے طریقہ درست نہیں اپنایا۔,دفتر میں آپ کے سینئر آپ کے کام کے طریقے پر تنقید کرتے ہیں۔,جی سر، آپ کی بات درست ہو سکتی ہے، لیکن اُس وقت حالات کے مطابق مجھے یہی بہتر لگا تھا پھر بھی میں اسے دوبارہ دیکھ لیتا ہوں۔,I think you didn't adopt the correct method.
122,Urdu,Handling Criticism & Disagreements,استاد,طالب علم,Medium,Formal,Academic acceptance,Positive,یہ جواب مزید بہتر ہو سکتا تھا۔,استاد آپ کے جواب کا جائزہ لیتے ہوئے بہتری کی گنجائش کی نشاندہی کرتے ہیں۔,جی سر، میں دوبارہ اس پر کام کر لیتا ہوں۔,"'''
# generate a natural Urdu response
import random

# list of possible responses
responses = [""مجھے افسوس ہے، میں اس وقت مناسب جو"
123,Urdu,Handling Criticism & Disagreements,والد,بیٹا,High,Formal,Obedient acknowledgment,Neutral,تم نے یہ کام ٹھیک نہیں کیا۔,آپ کے والد آپ کے کام میں موجود ایک غلطی کی نشاندہی کر رہے ہیں۔,جی ابو مجھ سے کوئی غلطی ہو گئی ہو گی، میں دوبارہ دیکھ لیتا ہوں۔,You didn't do this task right.
124,Urdu,Handling Criticism & Disagreements,دوست,دوست,Low,Informal,Friendly disagreement,Positive,مجھے نہیں لگتا یہ آئیڈیا کام کرے گا۔,آپ اور آپ کا دوست ایک مسئلے کے حل پر گفتگو کر رہے ہیں اور وہ آپ کے تجویز کردہ خیال سے متفق نہیں۔,یار، ہو سکتا ہے تم ٹھیک کہہ رہے ہو، لیکن مجھے لگتا ہے ایک موقع تو دینا چاہیے۔,I don't think this idea will work.
125,Urdu,Handling Criticism & Disagreements,دوست,دوست,Low,Informal,Defensive response,Negative,تم ہمیشہ یہی غلطی کرتے ہو۔,آپ کا دوست آپ کے رویے پر تنقید کرتے ہوئے اسے بار بار دہرائی جانے والی غلطی قرار دیتا ہے۔,یار، ہر بار ایسا نہیں ہوتا، اس دفعہ ذرا صورتحال کچھ اور تھی۔,"You always make this mistake. (Urdu)
'''
# Generate a random number between 1 and 10
random_number = random.randint(1, 10)

# Check if the user made"
126,Urdu,Handling Criticism & Disagreements,والدہ,بیٹی,High,Informal,Emotional correction,Neutral,تم نے میری بات نہیں مانی۔,آپ کی والدہ کسی معاملے میں آپ کے رویے سے مایوسی کا اظہار کر رہی ہیں۔,امی، آپ ٹھیک کہہ رہی ہیں، آئندہ زیادہ خیال رکھوں گی۔,You didn't listen to me.
127,Urdu,Handling Criticism & Disagreements,سینئر,جونیئر,High,Formal,Corrective feedback,Neutral,اس رپورٹ میں کچھ خامیاں ہیں۔,آپ کے سینئر آپ کی تیار کردہ رپورٹ کا جائزہ لیتے ہوئے کچھ مسائل کی نشاندہی کرتے ہیں۔,جی سر، میں دوبارہ جائزہ لے کر انہیں درست کر دیتا ہوں۔,There are some flaws in this report.
