ID,Model,Topic,Power_Distance,Register,Sensitivity,CAS,FTV,Bias,model_Relational_Alignment,model_Indirectness,model_Facesaving,model_Cultural_Appropriateness,model_Directness_Threat,model_Hierarchy_Violation,gold_Relational_Alignment,gold_Indirectness,gold_Facesaving,gold_Cultural_Appropriateness,gold_Directness_Threat,gold_Hierarchy_Violation
42,Qwen2.5-7B-Instruct,,High,,,0.2188,0.0,0.7812,1.0,1.0,1.0,0.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
42,Qalb-1.0-8B-Instruct,,High,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
42,GPT-4o-mini,,High,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
42,Meta-Llama-3.1-8B-Instruct,,High,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,1.0,0.0,4,3.5,4.0,4.0,0.0,0.0
43,Qwen2.5-7B-Instruct,,Medium,,,0.2188,0.125,0.7812,1.0,1.0,1.0,0.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
43,GPT-4o-mini,,Medium,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
43,Qalb-1.0-8B-Instruct,,Medium,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
43,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5312,0.125,0.4688,2.0,2.0,2.0,2.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
44,GPT-4o-mini,,High,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
44,Meta-Llama-3.1-8B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
44,Qalb-1.0-8B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
44,Qwen2.5-7B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,3.5,4.0,0.0,0.0
45,Qalb-1.0-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
45,GPT-4o-mini,,High,,,0.75,0.125,0.25,3.0,3.0,3.0,3.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
45,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
45,Qwen2.5-7B-Instruct,,High,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
46,GPT-4o-mini,,Medium,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
46,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5625,0.125,0.4375,2.0,2.0,2.0,2.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
46,Qwen2.5-7B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
46,Qalb-1.0-8B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
47,Meta-Llama-3.1-8B-Instruct,,Low,,,0.4688,0.0,0.5312,2.0,2.0,2.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
47,Qwen2.5-7B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
47,GPT-4o-mini,,Low,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
47,Qalb-1.0-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
48,Qalb-1.0-8B-Instruct,,High,,,0.5312,0.125,0.4688,2.0,2.0,2.0,1.0,0.0,1.0,4,3.0,3.5,4.0,0.0,0.0
48,Meta-Llama-3.1-8B-Instruct,,High,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,3.5,4.0,0.0,0.0
48,Qwen2.5-7B-Instruct,,High,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,3.5,4.0,0.0,0.0
48,GPT-4o-mini,,High,,,0.5938,0.0,0.4062,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,3.5,4.0,0.0,0.0
49,Meta-Llama-3.1-8B-Instruct,,High,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
49,Qwen2.5-7B-Instruct,,High,,,0.3125,0.0,0.6875,1.0,1.0,1.0,1.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
49,GPT-4o-mini,,High,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
49,Qalb-1.0-8B-Instruct,,High,,,0.3125,0.0,0.6875,1.0,1.0,1.0,1.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
50,Qwen2.5-7B-Instruct,,Medium,,,0.875,0.0,0.125,3.0,3.0,3.0,3.0,0.0,0.0,3,3.5,3.5,4.0,0.0,0.0
50,GPT-4o-mini,,Medium,,,0.875,0.0,0.125,3.0,3.0,3.0,3.0,0.0,0.0,3,3.5,3.5,4.0,0.0,0.0
50,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.875,0.0,0.125,3.0,3.0,3.0,3.0,0.0,0.0,3,3.5,3.5,4.0,0.0,0.0
50,Qalb-1.0-8B-Instruct,,Medium,,,0.625,0.0,0.375,2.0,2.0,2.0,2.0,0.0,0.0,3,3.5,3.5,4.0,0.0,0.0
51,GPT-4o-mini,,Medium,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
51,Qalb-1.0-8B-Instruct,,Medium,,,0.3125,0.0,0.6875,1.0,1.0,1.0,1.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
51,Qwen2.5-7B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
51,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.3125,0.0,0.6875,1.0,1.0,1.0,1.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
52,Qalb-1.0-8B-Instruct,,Low,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
52,GPT-4o-mini,,Low,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
52,Qwen2.5-7B-Instruct,,Low,,,0.2812,0.0,0.7188,1.0,1.0,1.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
52,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
53,Qalb-1.0-8B-Instruct,,High,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
53,GPT-4o-mini,,High,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
53,Qwen2.5-7B-Instruct,,High,,,0.3125,0.0,0.6875,1.0,1.0,1.0,1.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
53,Meta-Llama-3.1-8B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
54,Qwen2.5-7B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
54,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
54,Qalb-1.0-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
54,GPT-4o-mini,,Low,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
55,GPT-4o-mini,,High,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
55,Qalb-1.0-8B-Instruct,,High,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
55,Qwen2.5-7B-Instruct,,High,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
55,Meta-Llama-3.1-8B-Instruct,,High,,,0.2812,0.0,0.7188,1.0,1.0,1.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
56,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
56,Qalb-1.0-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
56,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
56,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
57,Qalb-1.0-8B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
57,Qwen2.5-7B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
57,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
57,GPT-4o-mini,,Medium,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
58,Qwen2.5-7B-Instruct,,High,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
58,GPT-4o-mini,,High,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
58,Meta-Llama-3.1-8B-Instruct,,High,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
58,Qalb-1.0-8B-Instruct,,High,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
59,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
59,Qwen2.5-7B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
59,Qalb-1.0-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
59,GPT-4o-mini,,Low,,,0.9688,0.0,0.0312,4.0,4.0,4.0,4.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
60,Qwen2.5-7B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
60,Meta-Llama-3.1-8B-Instruct,,High,,,0.5625,0.125,0.4375,2.0,2.0,2.0,2.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
60,Qalb-1.0-8B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
60,GPT-4o-mini,,High,,,0.9375,0.125,0.0625,4.0,4.0,4.0,4.0,0.0,1.0,4,3.0,4.0,4.0,0.0,0.0
61,GPT-4o-mini,,Low,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
61,Qalb-1.0-8B-Instruct,,Low,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
61,Qwen2.5-7B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,1.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
61,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
62,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
62,Qalb-1.0-8B-Instruct,,Low,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
62,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
62,Qwen2.5-7B-Instruct,,Low,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
63,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
63,Qwen2.5-7B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
63,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
63,GPT-4o-mini,,Medium,,,1.0,0.125,0.0,4.0,4.0,4.0,4.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
64,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
64,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
64,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
64,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
65,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
65,Qwen2.5-7B-Instruct,,Medium,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
65,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
65,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
66,Qalb-1.0-8B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
66,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
66,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
66,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
67,Qwen2.5-7B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
67,GPT-4o-mini,,Medium,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
67,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
67,Qalb-1.0-8B-Instruct,,Medium,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,4,3.0,4.0,4.0,0.0,0.0
68,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
68,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
68,Qwen2.5-7B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
68,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
69,Meta-Llama-3.1-8B-Instruct,,Low,,,0.4688,0.0,0.5312,2.0,2.0,2.0,1.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
69,GPT-4o-mini,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
69,Qwen2.5-7B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
69,Qalb-1.0-8B-Instruct,,Low,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
70,Qalb-1.0-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
70,Qwen2.5-7B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
70,GPT-4o-mini,,Low,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
70,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
71,GPT-4o-mini,,High,,,0.8125,0.0,0.1875,3.0,3.0,3.0,3.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
71,Meta-Llama-3.1-8B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
71,Qalb-1.0-8B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
71,Qwen2.5-7B-Instruct,,High,,,0.5625,0.0,0.4375,2.0,2.0,2.0,2.0,0.0,0.0,3,4.0,4.0,4.0,0.0,0.0
72,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
72,Qwen2.5-7B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
72,Meta-Llama-3.1-8B-Instruct,,High,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
72,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
73,Qalb-1.0-8B-Instruct,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
73,GPT-4o-mini,,High,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
73,Qwen2.5-7B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
73,Meta-Llama-3.1-8B-Instruct,,High,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
74,Qalb-1.0-8B-Instruct,,Low,,,0.875,0.0,0.125,3.0,3.0,3.0,3.0,0.0,0.0,3,3.0,4.0,4.0,0.0,0.0
74,Qwen2.5-7B-Instruct,,Low,,,0.375,0.0,0.625,1.0,1.0,1.0,1.0,0.0,0.0,3,3.0,4.0,4.0,0.0,0.0
74,Meta-Llama-3.1-8B-Instruct,,Low,,,0.625,0.0,0.375,2.0,2.0,2.0,2.0,0.0,0.0,3,3.0,4.0,4.0,0.0,0.0
74,GPT-4o-mini,,Low,,,0.875,0.0,0.125,3.0,3.0,3.0,3.0,0.0,0.0,3,3.0,4.0,4.0,0.0,0.0
75,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
75,Meta-Llama-3.1-8B-Instruct,,Low,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
75,Qalb-1.0-8B-Instruct,,Low,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
75,Qwen2.5-7B-Instruct,,Low,,,0.25,0.125,0.75,1.0,1.0,1.0,1.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
76,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
76,GPT-4o-mini,,Low,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
76,Qwen2.5-7B-Instruct,,Low,,,0.1875,0.0,0.8125,1.0,1.0,1.0,0.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
76,Qalb-1.0-8B-Instruct,,Low,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
77,Meta-Llama-3.1-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
77,Qwen2.5-7B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
77,GPT-4o-mini,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
77,Qalb-1.0-8B-Instruct,,Low,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
78,Qwen2.5-7B-Instruct,,Medium,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
78,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
78,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
78,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
79,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
79,Qalb-1.0-8B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
79,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
79,Qwen2.5-7B-Instruct,,Medium,,,0.25,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
80,Qwen2.5-7B-Instruct,,Medium,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
80,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5312,0.0,0.4688,2.0,2.0,2.0,2.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
80,GPT-4o-mini,,Medium,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
80,Qalb-1.0-8B-Instruct,,Medium,,,0.2812,0.125,0.7188,1.0,1.0,1.0,1.0,0.0,1.0,4,3.5,4.0,4.0,0.0,0.0
81,GPT-4o-mini,,Medium,,,0.6875,0.0,0.3125,3.0,3.0,3.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
81,Qalb-1.0-8B-Instruct,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
81,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
81,Qwen2.5-7B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
82,GPT-4o-mini,,Medium,,,0.75,0.0,0.25,3.0,3.0,3.0,3.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
82,Qwen2.5-7B-Instruct,,Medium,,,0.4375,0.0,0.5625,2.0,2.0,2.0,1.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
82,Qalb-1.0-8B-Instruct,,Medium,,,0.5,0.0,0.5,2.0,2.0,2.0,2.0,0.0,0.0,4,4.0,4.0,4.0,0.0,0.0
82,Meta-Llama-3.1-8B-Instruct,,Medium,,,0.5,0.125,0.5,2.0,2.0,2.0,2.0,0.0,1.0,4,4.0,4.0,4.0,0.0,0.0
83,Qalb-1.0-8B-Instruct,,Medium,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
83,GPT-4o-mini,,Medium,,,0.7812,0.0,0.2188,3.0,3.0,3.0,3.0,0.0,0.0,4,3.5,4.0,4.0,0.0,0.0
